temp_C,growth,mu_pred,mu_measured
22.0,0.014300808103487387,0.12884566539159972,0.289
24.0,0.023779364163818983,0.21424439626801683,0.3675
26.0,0.03347394915967769,0.30158947812966547,0.4785
28.0,0.04142865567684898,0.37325881644837844,0.5453
30.0,0.048170995257651714,0.4340051199648071,0.578
32.0,0.05292061928040501,0.4767976994570346,0.8002
34.0,0.05502327773315492,0.4957419734781487,0.6742
36.0,0.054566543517330444,0.49162694560565634,0.6231
38.0,0.05176344662479169,0.46637194731026577,0.4819
40.0,0.047165408231943616,0.4249451054188512,0.0
42.0,0.04106357603068777,0.3699695666668154,0.0
44.0,0.033811142438332824,0.30462748074039214,0.0
