strain,role,growth_scale,thermal_limit_C,peak_mu,peak_T_C,peak_mu_model,pool_binds,mu_pool_free_model,pool_binding_ratio,mu_all_caps_free_model,all_caps_ratio,fit_r2,descr_Topt_C,descr_rmax,descr_CTmax_C,descr_CTmin_C,descr_Ea_eV,median_enzyme_Tm_C,mu_22C,mu_24C,mu_26C,mu_28C,mu_30C,mu_32C,mu_34C,mu_36C,mu_38C,mu_40C,mu_42C,mu_44C,model_mu_22C,model_mu_24C,model_mu_26C,model_mu_28C,model_mu_30C,model_mu_32C,model_mu_34C,model_mu_36C,model_mu_38C,model_mu_40C,model_mu_42C,model_mu_44C
cauris_iRV973,calibrate_on,11.416926633527304,53.601318359375,0.7987999999999998,32.0,0.06996629002188898,False,0.06996629002188898,1.0,2.00088585644069,28.597855564654242,0.11051310212122123,30.5,0.7987999999999998,53.751345737212816,18.17096884697128,1.805664368071212,53.68015200000002,0.14651935920525455,0.2585204417458716,0.41506461354530355,0.6036593378316392,0.7987999999999996,0.7987999999999998,0.7987999999999998,0.7987999999999998,0.7987999999999998,0.7987999999999998,0.7987999999999998,0.7987999999999998,0.012833520255353241,0.022643610670729227,0.03635519670647719,0.052874066481159145,0.06996629002188895,0.06996629002188898,0.06996629002188898,0.06996629002188898,0.06996629002188898,0.06996629002188898,0.06996629002188898,0.06996629002188898
chaemulonii_draft,predict,11.416926633527304,53.21044921875,0.5359075326910846,30.0,0.04693973692686452,False,0.04693973692686451,0.9999999999999986,2.0449914850918103,43.56631755900233,-0.846455417337117,30.5,0.5359075326910845,53.440755370563146,18.630873443258935,1.9257564440061976,53.53632600000003,0.08091142256067141,0.14502806040297242,0.24266576269191129,0.37579688544441414,0.5359075326910846,0.5359075326910845,0.5359075326910845,0.5359075326910845,0.5359075326910845,0.5359075326910845,0.5359075326910845,0.5359075326910845,0.007086970526994927,0.012702898517108666,0.02125491128052723,0.03291576599439969,0.04693973692686452,0.04693973692686451,0.04693973692686451,0.04693973692686451,0.04693973692686451,0.04693973692686451,0.04693973692686451,0.04693973692686451
cduobushaemulonii_draft,predict,11.416926633527304,53.82568359375,0.7177358730730451,30.0,0.06286594423452976,False,0.06286594423452975,1.0,2.0449914850918116,32.529400615740364,-1.1450218949713684,30.0,0.7177358730730451,53.95299345750102,16.761741034029775,1.5919975798031312,53.52176400000002,0.20762834657069748,0.3344219440526858,0.47700059275740536,0.6104557421261483,0.7177358730730451,0.717735873073045,0.717735873073045,0.717735873073045,0.717735873073045,0.717735873073045,0.717735873073045,0.6793018984831991,0.018186010406773534,0.029291766058179954,0.04178012245052276,0.05346935841152425,0.06286594423452976,0.06286594423452975,0.06286594423452975,0.06286594423452975,0.06286594423452975,0.06286594423452975,0.06286594423452975,0.05949954136416537
cparapsilosis_iDC1003,predict,11.416926633527304,53.22509765625,0.7608977602612549,30.0,0.06664646140641552,False,0.06664646140641524,0.9999999999999938,2.8367217903016515,42.56372702225084,-1.2430341932892754,30.5,0.7608977602612517,53.37081101448203,16.772721303299868,1.5873923152928755,54.206860000000006,0.2232933507654024,0.3610257196853596,0.5136325132256342,0.6520199761592207,0.7608977602612549,0.7608977602612517,0.7608977602612517,0.7608977602612517,0.7608977602612517,0.7608977602612517,0.7608977602612517,0.7608977602612517,0.019558096318992906,0.031621970717159574,0.04498868475840818,0.057109938347547795,0.06664646140641552,0.06664646140641524,0.06664646140641524,0.06664646140641524,0.06664646140641524,0.06664646140641524,0.06664646140641524,0.06664646140641524
