temp_C,growth,mu_pred,mu_measured
22.0,0.08734495902528529,0.16749947467866894,0.289
24.0,0.13816115800188591,0.2649485630832246,0.3675
26.0,0.19733868774720387,0.3784319885234106,0.4785
28.0,0.256294469647957,0.49149017308089166,0.5453
30.0,0.30788997680077024,0.5904337233477583,0.578
32.0,0.3536950238123522,0.6782730376904518,0.8002
34.0,0.38429656280335556,0.7369569246892198,0.6742
36.0,0.40033473871702263,0.7677129759865321,0.6231
38.0,0.40383089245865234,0.7744174718344186,0.4819
40.0,0.39489636275915374,0.7572839240273407,0.0
42.0,0.37541464999145985,0.7199242791108574,0.0
44.0,0.3486828430042679,0.66866129063925,0.0
