descriptor,V_A,V_E,V_AE,V,S_A,S_E,S_AE,T_A,T_E,phi_A,phi_E,n_valid,n_alloc,n_env
Topt_C,25.25927734375,14.265625,10.75244140625,50.27734375,0.5023988035117707,0.2837386372465232,0.21386255924170616,0.7162613627534768,0.49760119648822937,0.6093300831326238,0.3906699168673763,256.0,16.0,16.0
rmax,0.006987857748394511,4.0475878481822104e-09,5.097640382454435e-09,0.006987866893622742,0.999998691270402,5.79230816756987e-07,7.294987812527793e-07,0.9999994207691832,1.3087295980097661e-06,0.9999990560197926,9.439802073833766e-07,256.0,16.0,16.0
CTmin_C,0.13770049859195777,5.584361454458537,0.19381198472400912,5.915873937774504,0.023276442338079874,0.9439622130554258,0.03276134460649433,0.0560377869445742,0.9767235576619202,0.03965711464132704,0.960342885358673,256.0,16.0,16.0
CTmax_C,0.918821278546597,45.86219363020275,0.3026923156243757,47.083707224373725,0.019514633250266936,0.9740565544605495,0.006428812289183584,0.02594344553945052,0.9804853667497331,0.02272903939485873,0.9772709606051413,256.0,16.0,16.0
niche_width_C,1.766716314458604,56.459573858257805,0.6166332732749176,58.84292344599133,0.030024278383791982,0.9594964109843884,0.010479310631819495,0.04050358901561148,0.9699757216162079,0.03526393369970173,0.9647360663002982,256.0,16.0,16.0
B80_C,57.563661410064555,25.510154972430136,2.060751831613332,85.13456821410803,0.6761490968662178,0.29964508551066726,0.024205817623114884,0.7003549144893327,0.3238509031337822,0.6882520056777752,0.3117479943222247,256.0,16.0,16.0
Ea_eV,0.027234927427862054,0.046593243186489566,0.0024823499617779893,0.07631052057612961,0.3568961032141262,0.6105743065925855,0.03252959019328828,0.38942569340741445,0.6431038967858738,0.3731608983107703,0.6268391016892296,253.0,16.0,16.0
skewness,0.0011211751535554657,0.00486626518800954,0.0003742347709242886,0.006361675112489295,0.17623898324426615,0.7649345654977016,0.05882645125803229,0.23506543450229844,0.8237610167557339,0.20565220887328228,0.7943477911267177,256.0,16.0,16.0
