Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
43.0,0.548848463666967,17.33624342214285,46.91051193802696,29.574268515884107,8.736589588595606,0.8674819064136835,83.69899174032425,-0.7162158726311516
44.0,0.4083184740175363,40.055005533646245,46.925642438563436,6.870636904917191,2.9555194817451067,,,-2.6867837279083586
48.0,0.003714878637744682,43.08856697792071,53.590708109107446,10.502141131186733,4.033839286107735,6.22149847405302,600.2812802690057,-3.071896691254849
40.0,0.5385050286428288,10.875060557611675,46.78461584503004,35.909555287418364,13.44653064171414,0.700062539538644,67.54553412738606,-0.5858765423422014
42.0,0.5733449171496714,16.877513636815582,46.907322225050216,30.029808588234634,9.777339373673207,0.9049240281205088,87.31159485320728,-0.7215237949488017
45.0,0.14050022366729237,43.59623947235778,47.45425542299086,3.8580159506330816,0.9230198522129243,,,-3.646603504853004
38.0,0.5124781170029218,6.994643804383008,46.75179094761061,39.7571471432276,15.6982201914992,0.7104928243187703,68.55190015439655,-0.557596089879489
44.0,0.5108565213370823,33.156094368395344,46.99320705648501,13.837112688089668,4.347824369370528,2.3920183808628463,230.79389347755173,-0.7673026639986898
37.0,0.5210569327642673,5.879514548387321,46.74931418514381,40.86979963675649,16.852665706666176,0.6966818661664391,67.21934985706888,-0.5062542962860866
44.0,0.5656804139676601,37.96385472113068,47.488361375456364,9.524506654325684,3.25220667852431,5.173403884014416,499.15587374913093,-0.5940704080424486
47.0,0.0036575187553542707,43.07683656528972,52.00260926741041,8.925772702120696,2.90405745643573,5.411162280385265,522.0959926229723,-5.242711602287239
35.0,0.5461330561046306,5.0,46.68617665230547,41.68617665230547,18.180642157971853,0.7111858751894287,68.61876916765202,-0.4507690939800798
47.0,0.12017681496134637,44.09111360204116,49.34019040140208,5.249076799360921,1.0706768855624347,,,-7.046962687838904
35.0,0.5243991282342578,5.0,46.74966762172958,41.74966762172958,18.331382141951842,0.7031138039681947,67.83993537587126,-0.44578547004132424
43.0,0.5188921931779147,34.98299637180152,46.80582126621112,11.8228248944096,5.467970370490143,3.907727414494224,377.0370795874752,-2.5903877301830436
41.0,0.5654981263282335,10.924535424481117,46.82171842021721,35.89718299573609,12.773991185255149,0.7339018802174484,70.81052291278051,-0.6433265842040549
43.0,0.4826180342149694,37.92707780463763,46.98564900435045,9.058571199712823,4.055453509913157,5.9762119612166575,576.6148110779892,-1.4191168438294597
39.0,0.5747657681636991,8.30152204183808,46.79199395783392,38.49047191599584,14.501687890884156,0.7375600222457352,71.16347874637977,-0.6150816842959361
38.0,0.563610551263707,6.9581635209747255,46.7099069245466,39.75174340357188,15.797647257143023,0.7064312488398116,68.16001904430922,-0.5514592471993711
45.0,0.36586649595931164,42.008712674152726,49.21208229224356,7.203369618090832,3.049882579979453,,,-0.6076311976477987
39.0,0.539591083815527,8.383526555380083,46.7733492980974,38.389822742717314,14.31424071661873,0.7362840721831319,71.04036870458948,-0.6113078385280565
33.0,0.5771351611324264,5.0,46.72872546266821,41.72872546266821,18.88674803493835,0.7452126977959814,71.90184714684527,-0.45253210116135123
41.0,0.5201206337412171,10.769736378881325,46.83617127597995,36.066434897098624,12.519613349711396,0.7494503656418601,72.31071852895487,-0.675790591511471
37.0,0.5756823858441602,13.152801734325864,46.776174289265555,33.62337255493969,14.621231728561352,0.995523450076756,96.0530800806558,-0.5753630393306245
38.0,0.5436205426403133,6.458682874275629,46.76704089514494,40.308358020869306,15.929744488522523,0.7111649538970414,68.61675057675603,-0.549627913520044
42.0,0.5505082347346953,20.40262109101424,46.82549350397603,26.422872412961787,10.933917113393733,0.9656105756636304,93.16693639290538,-0.5345606480952323
41.0,0.49889023819603384,10.557181920037705,46.78776684128688,36.230584921249175,12.350695985151155,0.7182178832308044,69.29725246352416,-0.664328295860007
45.0,0.017207441484447573,40.911506237804346,49.94867604143937,9.037169803635024,5.229410040601046,,,-2.33784565097833
41.0,0.5655448532667221,11.85187868790296,46.83497033799095,34.98309165008799,12.441241795857245,0.7863356242793016,75.86959270858841,-0.6604979055441115
34.0,0.5583173071942632,5.0,46.66383816071386,41.66383816071386,18.814576051263167,0.7044668636226198,67.97048533662847,-0.4140277037195638
39.0,0.5213625247060952,7.793343230279597,46.7297815250235,38.9364382947439,14.68386505770441,0.705146327353722,68.03604339472386,-0.5977570232069062
36.0,0.5591398040552823,5.4068647467768445,46.68960247031267,41.282737723535824,17.44118110936004,0.6942771094673273,66.98732690695508,-0.48661580293092893
34.0,0.5767832672756199,5.944260718081713,46.767096445470585,40.82283572738887,17.415339605723418,0.7517817394898652,72.53566113467964,-0.5154287193197162
49.0,0.007755679612847072,44.33435752807171,53.700299586288274,9.365942058216561,3.9432825918264314,9.11285224359413,879.2535487231796,-1.6957094026402924
