line,step_sd,logL
axis:disc_resp,-0.8500000000000001,1.7994766610490593
axis:disc_resp,-0.8,1.8632455029094075
axis:disc_resp,-0.75,1.923112827005415
axis:disc_resp,-0.7000000000000001,1.9790886428268313
axis:disc_resp,-0.65,2.0311850817145194
axis:disc_resp,-0.6000000000000001,2.079416319945068
axis:disc_resp,-0.55,2.123798501163119
axis:disc_resp,-0.5,2.164349658352236
axis:disc_resp,-0.45,2.2010896355322513
axis:disc_resp,-0.4,2.234040009367906
axis:disc_resp,-0.35000000000000003,2.263224010869919
axis:disc_resp,-0.30000000000000004,2.2886664473655856
axis:disc_resp,-0.25,2.3103936249113235
axis:disc_resp,-0.2,2.3284332713144473
axis:disc_resp,-0.15000000000000002,2.3428144599255845
axis:disc_resp,-0.1,2.3535675343568077
axis:disc_resp,-0.05,2.360724034273449
axis:disc_resp,0.0,2.3643166223999525
axis:disc_resp,0.05,2.364379012871848
axis:disc_resp,0.1,2.360945901057087
axis:disc_resp,0.15000000000000002,2.354052894960681
axis:disc_resp,0.2,2.343736448316699
axis:disc_resp,0.25,2.330033795461503
axis:disc_resp,0.30000000000000004,2.3129828880714722
axis:disc_resp,0.35000000000000003,2.2926223338376954
axis:disc_resp,0.4,2.268991337139034
axis:disc_resp,0.45,2.242129641763896
axis:disc_resp,0.5,2.2120774757199495
axis:disc_resp,0.55,2.178875498159986
axis:disc_resp,0.6000000000000001,2.1425647484413224
axis:disc_resp,0.65,2.103186597325574
axis:disc_resp,0.7000000000000001,2.060782700315424
axis:disc_resp,0.75,2.0153949531152766
axis:disc_resp,0.8,1.967065449193396
axis:disc_resp,0.8500000000000001,1.9158364394145
axis:disc_resp,0.9,1.861750293703724
axis:disc_resp,0.9500000000000001,1.8048494646955366
axis:disc_resp,1.0,1.7451764533145966
axis:disc_growth,-1.0,1.2735792583265662
axis:disc_growth,-0.9500000000000001,1.3997887672758602
axis:disc_growth,-0.9,1.5169243042040161
axis:disc_growth,-0.8500000000000001,1.6253409300135173
axis:disc_growth,-0.8,1.725367153994665
axis:disc_growth,-0.75,1.8173058199141932
axis:disc_growth,-0.7000000000000001,1.901435006991036
axis:disc_growth,-0.65,1.9780089486798182
axis:disc_growth,-0.6000000000000001,2.0472589717135743
axis:disc_growth,-0.55,2.109394457345772
axis:disc_growth,-0.5,2.1646038261746567
axis:disc_growth,-0.45,2.2130555473294833
axis:disc_growth,-0.4,2.254899172150314
axis:disc_growth,-0.35000000000000003,2.290266391806338
axis:disc_growth,-0.30000000000000004,2.3192721175807867
axis:disc_growth,-0.25,2.342015581816266
axis:disc_growth,-0.2,2.358581456778147
axis:disc_growth,-0.15000000000000002,2.3690409879740564
axis:disc_growth,-0.1,2.3734531377846912
axis:disc_growth,-0.05,2.3718657346363834
axis:disc_growth,0.0,2.3643166223999525
axis:disc_growth,0.05,2.3508348042530884
axis:disc_growth,0.1,2.3314415749118518
axis:disc_growth,0.15000000000000002,2.306151634934335
axis:disc_growth,0.2,2.274974180735018
axis:disc_growth,0.25,2.237913964025942
axis:disc_growth,0.30000000000000004,2.194972314618681
axis:disc_growth,0.35000000000000003,2.146148120872419
axis:disc_growth,0.4,2.091438762545804
axis:disc_growth,0.45,2.0308409913870284
axis:disc_growth,0.5,1.9643517554573906
axis:disc_growth,0.55,1.8919689639052488
axis:disc_growth,0.6000000000000001,1.813692189665745
axis:disc_growth,0.65,1.7295233083322565
axis:disc_growth,0.7000000000000001,1.6394670722050888
axis:disc_growth,0.75,1.5435316192502788
axis:disc_growth,0.8,1.4417289173785228
axis:disc_growth,0.8500000000000001,1.334075145066996
axis:disc_growth,0.9,1.220591009885076
axis:disc_growth,0.9500000000000001,1.1013020069428898
axis:disc_growth,1.0,0.9762386196575901
PC1,-1.0,-45.852950046958085
PC1,-0.9500000000000001,-43.527856042915865
PC1,-0.9,-36.42243298110952
PC1,-0.8500000000000001,-34.491373293974
PC1,-0.8,-32.66977067952357
PC1,-0.75,-30.95322879731234
PC1,-0.7000000000000001,-29.356769908677432
PC1,-0.65,-27.9005715037399
PC1,-0.6000000000000001,-26.556235924806188
PC1,-0.55,-8.094769137664684
PC1,-0.5,-7.081362780242108
PC1,-0.45,-6.357724040734853
PC1,-0.4,-5.5080555790564745
PC1,-0.35000000000000003,-4.822269674042342
PC1,-0.30000000000000004,-4.269487446054775
PC1,-0.25,-3.733581041375401
PC1,-0.2,0.40183563421935187
PC1,-0.15000000000000002,1.8495058560228057
PC1,-0.1,2.208535750052313
PC1,-0.05,2.320346315611062
PC1,0.0,2.3643166223999525
PC1,0.05,2.4938659736618503
PC1,0.1,2.392680796229104
PC1,0.15000000000000002,2.3041663449741736
PC1,0.2,2.134232963799835
PC1,0.25,1.9053388633923007
PC1,0.30000000000000004,1.2008556626916533
PC1,0.35000000000000003,0.8128345384200126
PC1,0.4,0.5041078118534257
PC1,0.45,0.04481620167565481
PC1,0.5,-0.2518468917440737
PC1,0.55,-0.8090952124735058
PC1,0.6000000000000001,-1.6793487087730865
PC1,0.65,-2.1865875497326805
PC1,0.7000000000000001,-2.9174824184890515
PC1,0.75,-3.518504150947373
PC1,0.8,-4.482742564479528
PC1,0.8500000000000001,-5.32816473881064
PC1,0.9,-6.333672633439272
PC1,0.9500000000000001,-7.447636655309787
PC1,1.0,-8.64980770319113
PC2,-1.0,-53.51151660683783
PC2,-0.9500000000000001,-30.71968778677323
PC2,-0.9,-13.67703227845848
PC2,-0.8500000000000001,-6.750440201157662
PC2,-0.8,-6.24170098219917
PC2,-0.75,-5.797617462314967
PC2,-0.7000000000000001,-7.155350464880021
PC2,-0.65,-4.732817847669535
PC2,-0.6000000000000001,-7.151028897309946
PC2,-0.55,-6.816671660378153
PC2,-0.5,-6.514251479937103
PC2,-0.45,-6.2460479736134635
PC2,-0.4,-1.8680455935551024
PC2,-0.35000000000000003,-1.7735214734047462
PC2,-0.30000000000000004,-1.6350024862135255
PC2,-0.25,-1.5730025742768166
PC2,-0.2,-1.4964702248353525
PC2,-0.15000000000000002,1.2666521560404207
PC2,-0.1,2.3251354532527415
PC2,-0.05,2.432818177819703
PC2,0.0,2.3643166223999525
PC2,0.05,2.4226675198529533
PC2,0.1,2.411827869489651
PC2,0.15000000000000002,2.2654310732100864
PC2,0.2,2.0652108255234
PC2,0.25,1.8415608906065288
PC2,0.30000000000000004,-9.541302495261242
PC2,0.35000000000000003,-9.215404676091731
PC2,0.4,-8.911035160471595
PC2,0.45,-8.601173798374058
PC2,0.5,-8.415124049860331
PC2,0.55,-3.490199298664861
PC2,0.6000000000000001,-3.68616947996613
PC2,0.65,-3.936607317346711
PC2,0.7000000000000001,-3.767485765061588
PC2,0.75,-4.129099762016642
PC2,0.8,-3.764379764032392
PC2,0.8500000000000001,-4.858132735387585
PC2,0.9,-4.054269629145711
PC2,0.9500000000000001,-4.533052909604553
PC2,1.0,-6.921354811754494
PC3,-1.0,-23.126569116486905
PC3,-0.9500000000000001,-21.86104368769111
PC3,-0.9,-20.555223525159402
PC3,-0.8500000000000001,-19.27117677030387
PC3,-0.8,-18.026794552371925
PC3,-0.75,-16.816022618764844
PC3,-0.7000000000000001,-15.567763431469748
PC3,-0.65,-14.71844131598463
PC3,-0.6000000000000001,-14.058299321211809
PC3,-0.55,-13.459358211796026
PC3,-0.5,-12.991833617318793
PC3,-0.45,-12.670092034692773
PC3,-0.4,-0.8598483069233653
PC3,-0.35000000000000003,-0.1720073356728795
PC3,-0.30000000000000004,0.44831458593868856
PC3,-0.25,0.9915383261090311
PC3,-0.2,1.0609453265040534
PC3,-0.15000000000000002,1.5709889480914112
PC3,-0.1,1.9254637310322804
PC3,-0.05,2.2684781339201407
PC3,0.0,2.3643166223999525
PC3,0.05,2.399671453517424
PC3,0.1,-1.4023546185502602
PC3,0.15000000000000002,-1.374308277060262
PC3,0.2,-2.1527012921059936
PC3,0.25,-2.2735248708017903
PC3,0.30000000000000004,-2.523361783838185
PC3,0.35000000000000003,-2.9530335183424232
PC3,0.4,-3.2257240213625336
PC3,0.45,-3.786585418410458
PC3,0.5,-4.3710389112543355
PC3,0.55,-5.008872230344447
PC3,0.6000000000000001,-5.721367297810458
PC3,0.65,-6.5045552042457455
PC3,0.7000000000000001,-7.35395742641804
PC3,0.75,-8.264962942124338
PC3,0.8,-9.191527139643146
PC3,0.8500000000000001,-10.006081747056076
PC3,0.9,-11.056331982323652
PC3,0.9500000000000001,-11.966784362417638
PC3,1.0,-12.93040606924147
random1,-1.0,-15.53425088599095
random1,-0.9500000000000001,-14.208432018351074
random1,-0.9,-12.892213826509574
random1,-0.8500000000000001,-11.76661117374114
random1,-0.8,-10.996128843156631
random1,-0.75,-10.172234525850689
random1,-0.7000000000000001,-9.463086830246413
random1,-0.65,-8.730344978614077
random1,-0.6000000000000001,-8.10315967665882
random1,-0.55,-7.628293549747432
random1,-0.5,-6.440690743312888
random1,-0.45,-6.500034487176912
random1,-0.4,-5.994322141078204
random1,-0.35000000000000003,-6.514024278061584
random1,-0.30000000000000004,-7.801984195306286
random1,-0.25,-7.146746537012417
random1,-0.2,-8.311854892437223
random1,-0.15000000000000002,-8.942054851277481
random1,-0.1,-10.075008230539757
random1,-0.05,2.527272411295407
random1,0.0,2.3643166223999525
random1,0.05,2.203787645433646
random1,0.1,1.7739907153874617
random1,0.15000000000000002,0.9308916694516904
random1,0.2,0.35658432162600606
random1,0.25,-0.5558072912273841
random1,0.30000000000000004,-1.6526134116095998
random1,0.35000000000000003,-7.665059686303523
random1,0.4,-9.427864587034746
random1,0.45,-11.345312969433836
random1,0.5,-13.144495039918667
random1,0.55,-14.178873452654717
random1,0.6000000000000001,-15.31067375768546
random1,0.65,-16.53628845822821
random1,0.7000000000000001,-16.46002331777024
random1,0.75,-18.56326100221349
random1,0.8,-32.22398099516813
random1,0.8500000000000001,-37.07514949068921
random1,0.9,-41.972443358567865
random1,0.9500000000000001,-44.71102392204043
random1,1.0,-80.44433963998009
random2,-1.0,-22.11826717630847
random2,-0.9500000000000001,-21.015356152157395
random2,-0.9,-20.00901264269909
random2,-0.8500000000000001,-19.367246736200087
random2,-0.8,-18.353687254333337
random2,-0.75,-17.447597828596447
random2,-0.7000000000000001,-16.698269909124456
random2,-0.65,-15.887379575114906
random2,-0.6000000000000001,-15.272784833752896
random2,-0.55,-14.698278444755568
random2,-0.5,-14.193034421181524
random2,-0.45,-13.772618332380459
random2,-0.4,-13.492897419153435
random2,-0.35000000000000003,0.0836849718979793
random2,-0.30000000000000004,0.6638551402707376
random2,-0.25,1.0347470101172007
random2,-0.2,1.4657589909648734
random2,-0.15000000000000002,1.727587357975085
random2,-0.1,2.0335875938264714
random2,-0.05,2.3253354053192483
random2,0.0,2.3643166223999525
random2,0.05,2.4924525476040666
random2,0.1,1.320987667319173
random2,0.15000000000000002,-1.7692789722324536
random2,0.2,-1.9261695015343197
random2,0.25,-2.4679771847728555
random2,0.30000000000000004,-2.7950728781855134
random2,0.35000000000000003,-3.1347935785470935
random2,0.4,-3.544703755843023
random2,0.45,-4.264342830003095
random2,0.5,-4.834430508573282
random2,0.55,-5.499646147889318
random2,0.6000000000000001,-6.225304273091119
random2,0.65,-7.036315201971375
random2,0.7000000000000001,-8.018725794811221
random2,0.75,-8.911343279453789
random2,0.8,-10.050716582698573
random2,0.8500000000000001,-11.148475437972012
random2,0.9,-12.309462555407851
random2,0.9500000000000001,-13.521259336538053
random2,1.0,-14.653880755265206
random3,-1.0,-14.248695335224538
random3,-0.9500000000000001,-14.335142012078155
random3,-0.9,-14.270427717014197
random3,-0.8500000000000001,-14.223685885092355
random3,-0.8,-14.211204703806269
random3,-0.75,-14.232825674380658
random3,-0.7000000000000001,-14.256801947568645
random3,-0.65,-14.270219393440751
random3,-0.6000000000000001,-14.354515727581754
random3,-0.55,-14.492190546213356
random3,-0.5,-14.662369681847036
random3,-0.45,-14.863802460812924
random3,-0.4,-15.096653333856683
random3,-0.35000000000000003,-14.710848174037494
random3,-0.30000000000000004,-14.985243546347487
random3,-0.25,-0.23169639701861566
random3,-0.2,-0.544810650227245
random3,-0.15000000000000002,2.457767424765093
random3,-0.1,2.754877848085079
random3,-0.05,2.571072624233919
random3,0.0,2.3643166223999525
random3,0.05,2.2854566225510538
random3,0.1,2.0651093228035777
random3,0.15000000000000002,1.7786428752386796
random3,0.2,1.5132144996010002
random3,0.25,1.3260405781243367
random3,0.30000000000000004,1.0585810403602558
random3,0.35000000000000003,0.7707431517888557
random3,0.4,0.45999342073425487
random3,0.45,0.14981291157445709
random3,0.5,0.1150235535314339
random3,0.55,-0.3761174164175616
random3,0.6000000000000001,-0.6760772921508456
random3,0.65,-1.3323417535026443
random3,0.7000000000000001,-1.718560452902386
random3,0.75,-2.1503030928008218
random3,0.8,-2.2710942950695916
random3,0.8500000000000001,-2.701884339135982
random3,0.9,-3.275008502954984
random3,0.9500000000000001,-5.632074057523665
random3,1.0,-8.809537501059735
