line,setting,sign_changes,max_jump,max_jump_frac,ll_at_map,max_abs_diff_vs_defaults
axis:clearance_mult,defaults,4,16.715153459515914,0.9900871182541048,2.364316695284638,0.0
axis:clearance_mult,tight tolerances,4,16.71438174920494,0.9900865944576879,2.3643173515732667,0.0007717103094897482
axis:clearance_mult,dual simplex only,6,16.681330651012566,0.9881287902483643,2.3643166952802166,0.08318606924085392
axis:f_maint,defaults,5,18.173562279899194,0.9822912439983578,2.364316695284638,0.0
axis:f_maint,tight tolerances,3,18.185733769824672,0.9829500494988703,2.3643173515732667,0.07741019853322584
axis:f_maint,dual simplex only,3,18.18421087719605,0.9793711865098499,2.3643166952802166,0.07741019853461584
axis:ngam_scale,defaults,3,18.399029788788344,0.8588917135948585,2.364316695284638,0.0
axis:ngam_scale,tight tolerances,1,18.39972869735794,0.8589243615271741,2.3643173515732667,0.05996883262188435
axis:ngam_scale,dual simplex only,7,18.399728697292595,0.8589243615241224,2.3643166952802166,0.1416549680865844
