temp_C,growth,mu_pred,mu_measured
22.0,0.11042286180146389,0.22903076169237266,0.289
24.0,0.16339840630740687,0.3389086358148441,0.3675
26.0,0.21850281011778536,0.4532020291520538,0.4785
28.0,0.2677577008731126,0.5553628042191754,0.5453
30.0,0.30360546306091235,0.629715525611241,0.578
32.0,0.3223013000755204,0.6684930189860356,0.8002
34.0,0.3238415035725342,0.6716875927756244,0.6742
36.0,0.3293290331843468,0.6830694123218574,0.6231
38.0,0.31630768094863704,0.6560615067834977,0.4819
40.0,0.2851364585485256,0.5914085110839674,0.0
42.0,0.23975992191055953,0.49729192526462174,0.0
44.0,0.1882998107091195,0.39055724846888085,0.0
