rung,experiment,strain,quantity,before,after,abs_change,rel_change
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,peak_mu_model,0.3546550673227287,0.3546550673227452,1.6486811915683575e-14,4.648689229267636e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_pool_free_model,2.044991485091813,2.044991485088931,-2.8821389719269064e-12,1.4093647787474815e-12
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,pool_binding_ratio,5.766142016605979,5.766142016597822,-8.15703060652595e-12,1.4146426818892812e-12
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_all_caps_free_model,2.044991485091813,2.044991485088931,-2.8821389719269064e-12,1.4093647787474815e-12
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,all_caps_ratio,5.766142016605979,5.766142016597822,-8.15703060652595e-12,1.4146426818892812e-12
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,fit_r2,-1.432312846293808,-1.4323128462937935,1.4432899320127035e-14,1.0076638883378722e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,descr_rmax,0.6873763870229396,0.6873763870229258,-1.3766765505351941e-14,2.002798723560533e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,descr_Ea_eV,1.3264780951663393,1.3264780951663422,2.886579864025407e-15,2.1761232805457164e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_22C,0.0540053258485374,0.0540053258485363,-1.1032841307212493e-15,2.0429172741508957e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_24C,0.0965120913409693,0.0965120913409675,-1.8041124150158794e-15,1.8693123213360886e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_26C,0.1616540387101521,0.1616540387101489,-3.191891195797325e-15,1.9745199199881602e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_28C,0.2512201025668662,0.2512201025668613,-4.9404924595819466e-15,1.9665991730367023e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_30C,0.3592614508401351,0.359261450840128,-7.105427357601002e-15,1.977787302529931e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_32C,0.4713029604935154,0.4713029604935067,-8.715250743307479e-15,1.849182261486641e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_34C,0.569598503709465,0.5695985037094526,-1.2323475573339238e-14,2.1635372096456683e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_36C,0.6437100143024964,0.643710014302484,-1.2434497875801753e-14,1.9316924701374077e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_38C,0.6822803090520624,0.6822803090520799,1.7541523789077473e-14,2.5710142233840932e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_40C,0.6822025144838277,0.6822025144838132,-1.454392162258955e-14,2.131906774573216e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_42C,0.6248839705814655,0.6248839705814527,-1.27675647831893e-14,2.0431896774866633e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,mu_44C,0.1092124916439109,0.1092124916439086,-2.3037127760972e-15,2.109385786754589e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_22C,0.0280724245159732,0.0280724245159733,1.0061396160665481e-16,3.584085213210049e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_24C,0.0501678002396768,0.0501678002396769,1.0408340855860843e-16,2.0747054497376735e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_26C,0.084029134684239,0.0840291346842391,9.71445146547012e-17,1.1560813403558968e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_28C,0.1305863311700471,0.1305863311700473,2.220446049250313e-16,1.7003663625091738e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_30C,0.1867471365415689,0.186747136541569,8.326672684688674e-17,4.458795373729975e-16
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_32C,0.2449872595846444,0.244987259584645,6.106226635438361e-16,2.4924670147300567e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_34C,0.2960821131723312,0.2960821131723309,-2.7755575615628914e-16,9.374283139986271e-16
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_36C,0.3346059023393948,0.3346059023393953,4.996003610813204e-16,1.4931008616057518e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_38C,0.3546550673227287,0.3546550673227452,1.6486811915683575e-14,4.648689229267636e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_40C,0.3546146290490917,0.3546146290490915,-1.6653345369377348e-16,4.696181151362459e-16
B1s sensitivity,transfer_candida_B1s_fit_dTm,chaemulonii_draft,model_mu_42C,0.3248199658046306,0.3248199658046307,1.1102230246251565e-16,3.4179642309700945e-16
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,growth_scale,1.9237855931470491,1.9237855931470096,-3.952393967665557e-14,2.054487767111294e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,peak_mu,0.5681232386944207,0.5681232386944026,-1.8096635301390052e-14,3.185336220883543e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,peak_mu_model,0.2953152579571245,0.2953152579571212,-3.2751579226442118e-15,1.1090378280148727e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_pool_free_model,2.0449914850918063,2.0449914850918103,3.9968028886505635e-15,1.954434978232261e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,pool_binding_ratio,6.924774220059793,6.924774220059815,2.220446049250313e-14,3.206524831983822e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_all_caps_free_model,2.0449914850918063,2.0449914850918103,3.9968028886505635e-15,1.954434978232261e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,all_caps_ratio,6.924774220059793,6.924774220059815,2.220446049250313e-14,3.206524831983822e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,fit_r2,-0.1213839885607805,-0.1213839885607559,2.4605317783255032e-14,2.0270645309150004e-13
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,descr_rmax,0.5681811392292833,0.5681811392292698,-1.3433698597964394e-14,2.364333778517659e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,descr_CTmin_C,17.165234293285454,17.165234293285557,1.0302869668521453e-13,6.0021724681915e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,descr_Ea_eV,1.2664186157930235,1.2664186157930224,-1.1102230246251565e-15,8.766635382487186e-16
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_22C,0.1386882302658408,0.1386882302658378,-2.9976021664879227e-15,2.1613962199546782e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_24C,0.2226980886981429,0.2226980886981346,-8.298917109073045e-15,3.726532705146764e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_26C,0.3179858258905567,0.3179858258905461,-1.0602629885170245e-14,3.33430896030549e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_28C,0.4081723660714341,0.4081723660714291,-4.9960036108132044e-15,1.2239935934170653e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_30C,0.4807693110484227,0.4807693110484149,-7.771561172376096e-15,1.616484453932491e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_32C,0.5309207375229443,0.5309207375229339,-1.0436096431476471e-14,1.9656599740607163e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_34C,0.5586277757921849,0.5586277757921742,-1.0769163338864018e-14,1.9277887361745247e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_36C,0.5681232386944207,0.5681232386944026,-1.8096635301390052e-14,3.185336220883543e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_38C,0.5612907054539071,0.5612907054538939,-1.3211653993039363e-14,2.353798818449221e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_40C,0.5350630907975741,0.5350630907975588,-1.532107773982716e-14,2.8634151753934856e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_42C,0.4758594468787792,0.4758594468787681,-1.1102230246251565e-14,2.3330902263415097e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,mu_44C,0.2690876502673945,0.2690876502673884,-6.106226635438361e-15,2.2692333257845746e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_24C,0.1157603474583877,0.1157603474583858,-1.9012569296705806e-15,1.6424077600095527e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_26C,0.1652917180705025,0.1652917180705005,-1.9984014443252818e-15,1.2090148663545842e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_28C,0.2121714433902793,0.2121714433902811,1.8041124150158794e-15,8.503087815155691e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_30C,0.2499079485577964,0.2499079485577975,1.0824674490095276e-15,4.331464666315663e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_32C,0.2759770836283428,0.2759770836283431,3.3306690738754696e-16,1.206864363550152e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_34C,0.2903794361399424,0.2903794361399429,4.996003610813204e-16,1.7205087513171848e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_36C,0.2953152579571245,0.2953152579571212,-3.2751579226442118e-15,1.1090378280148727e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_38C,0.2917636494697481,0.2917636494697473,-7.771561172376096e-16,2.6636495624112696e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_40C,0.2781303138476488,0.2781303138476466,-2.220446049250313e-15,7.983473712493651e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_42C,0.24735575969271,0.2473557596927094,-6.106226635438361e-16,2.468600950721392e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cduobushaemulonii_draft,model_mu_44C,0.139874033377703,0.1398740333777027,-2.7755575615628914e-16,1.9843265361970584e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,growth_scale,1.9237855931470491,1.9237855931470096,-3.952393967665557e-14,2.054487767111294e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,peak_mu,0.7728368566740951,0.772836856674067,-2.808864252301646e-14,3.6344853742995627e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,peak_mu_model,0.4017271256355756,0.4017271256355694,-6.217248937900877e-15,1.5476298564764623e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_pool_free_model,2.8367217903016564,2.8367217903016635,7.105427357601002e-15,2.504802332711454e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,pool_binding_ratio,7.061315030230254,7.061315030230192,-6.217248937900877e-14,8.804661612297653e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_all_caps_free_model,2.8367217903016564,2.8367217903016635,7.105427357601002e-15,2.504802332711454e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,all_caps_ratio,7.061315030230254,7.061315030230192,-6.217248937900877e-14,8.804661612297653e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,fit_r2,-0.2847393465140049,-0.2847393465139365,6.838973831690964e-14,2.401836597371902e-13
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,descr_rmax,0.774813837749775,0.7748138377497569,-1.8096635301390052e-14,2.335610751860931e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,descr_CTmin_C,17.33394790213885,17.333947902139467,6.181721801112872e-13,3.56625151754962e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,descr_Ea_eV,1.1760247637619008,1.176024763761932,3.1308289294429414e-14,2.662213437944928e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_22C,0.168032385732322,0.1680323857323205,-1.4988010832439613e-15,8.919715545975601e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_24C,0.2657909831158838,0.2657909831158645,-1.9262369477246466e-14,7.24718696301603e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_26C,0.3796337330913162,0.379633733091307,-9.2148511043888e-15,2.427300395397761e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_28C,0.4930465739298609,0.4930465739298454,-1.5487611193520934e-14,3.141206533507755e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_30C,0.5922944875862938,0.59229448758629,-3.774758283725532e-15,6.373110611088665e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_32C,0.6803477953274826,0.680347795327454,-2.853273173286652e-14,4.193844961183774e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_34C,0.7390495538241572,0.7390495538241343,-2.2870594307278225e-14,3.0945955097240813e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_36C,0.7692716840219334,0.7692716840219235,-9.880984919163893e-15,1.2844597200697392e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_38C,0.7728368566740951,0.772836856674067,-2.808864252301646e-14,3.6344853742995627e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_40C,0.7325273948787254,0.7325273948787047,-2.0761170560490427e-14,2.8341835002536077e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_42C,0.5941485157050228,0.5941485157050077,-1.509903313490213e-14,2.5412893806501323e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,mu_44C,0.1802779696880062,0.1802779696880017,-4.496403249731884e-15,2.4941501490800446e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_22C,0.0873446533391718,0.0873446533391728,9.992007221626409e-16,1.1439746841545085e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_24C,0.1381603979480302,0.1381603979480231,-7.105427357601002e-15,5.142882810943949e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_26C,0.1973368209241485,0.1973368209241479,-6.106226635438361e-16,3.0943169180704734e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_28C,0.2562897734998131,0.2562897734998104,-2.6645352591003757e-15,1.0396572686901684e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_30C,0.3078796772863764,0.3078796772863808,4.440892098500626e-15,1.44241157378176e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_32C,0.3536505303662904,0.3536505303662829,-7.494005416219807e-15,2.119042606399588e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_34C,0.3841642002397852,0.3841642002397814,-3.83026943495679e-15,9.970396597512305e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_36C,0.3998739187788128,0.3998739187788159,3.1086244689504383e-15,7.774011564555052e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_38C,0.4017271256355756,0.4017271256355694,-6.217248937900877e-15,1.5476298564764623e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_40C,0.3807739269324764,0.3807739269324736,-2.831068712794149e-15,7.435038253804046e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_42C,0.3088434167619882,0.3088434167619867,-1.4988010832439613e-15,4.8529481345526634e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,cparapsilosis_iDC1003,model_mu_44C,0.0937100113080149,0.0937100113080145,-4.0245584642661925e-16,4.294694246741572e-15
B1s sensitivity,transfer_candida_B1s_fit_dTm,(global),scale,1.9237855931470493,1.9237855931470094,-3.9968028886505635e-14,2.0775718993260274e-14
B1s sensitivity,transfer_candida_B1s_fit_dTm,(global),mse,0.011806908289571335,0.011806908289571372,3.642919299551295e-17,3.085413395451686e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,growth_scale,7.577083577583573,7.577083577583541,-3.197442310920451e-14,4.219885234445514e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,peak_mu_model,0.1054231475502276,0.1054231475502281,4.996003610813204e-16,4.739000615052703e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_pool_free_model,2.044991485091811,2.0449914850918094,-1.7763568394002505e-15,8.68637768103225e-16
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,pool_binding_ratio,19.39793615171174,19.39793615171172,-2.1316282072803006e-14,1.0988943311333657e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_all_caps_free_model,2.044991485091811,2.0449914850918094,-1.7763568394002505e-15,8.68637768103225e-16
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,all_caps_ratio,19.39793615171174,19.39793615171172,-2.1316282072803006e-14,1.0988943311333657e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,fit_r2,0.2156947114820445,0.2156947114820482,3.6914915568786455e-15,1.7114427755387704e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,descr_rmax,0.7988000000000035,0.7988000000000006,-2.886579864025407e-15,3.613645297978711e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,descr_CTmin_C,19.36272955770959,19.362729557709592,3.552713678800501e-15,1.8348206890003944e-16
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,descr_Ea_eV,1.3225204222074372,1.3225204222073372,-9.992007221626409e-14,7.555276314711731e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_22C,0.0955210713643552,0.0955210713643662,1.1005085731596864e-14,1.1521107933996162e-13
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_24C,0.168914324910625,0.1689143249106058,-1.9206858326015208e-14,1.1370769374461185e-13
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_26C,0.2725037110768455,0.2725037110768225,-2.3037127760971998e-14,8.453876708664555e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_28C,0.3987806643165626,0.3987806643165895,2.6867397195928788e-14,6.737387140365648e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_30C,0.5301404254898568,0.5301404254898848,2.7977620220553945e-14,5.277398001614808e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_32C,0.64620715281608,0.6462071528160477,-3.2307490016592055e-14,4.999556237624507e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_34C,0.7323428892653281,0.7323428892653392,1.1102230246251565e-14,1.515987989914001e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_36C,0.7828019637466241,0.7828019637466257,1.5543122344752192e-15,1.9855752878237744e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_40C,0.7858280517052665,0.7858280517052636,-2.886579864025407e-15,3.673297049859007e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_42C,0.7496258417987209,0.7496258417987177,-3.219646771412954e-15,4.295005043699452e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,mu_44C,0.6960233676861955,0.6960233676861926,-2.9976021664879227e-15,4.306755068372074e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_22C,0.0126065748630448,0.0126065748630463,1.5005358067199381e-15,1.1902803283377493e-13
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_24C,0.022292788931397,0.0222927889313945,-2.4980018054066022e-15,1.1205425274934689e-13
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_26C,0.0359641949685013,0.0359641949684984,-2.9004576518332215e-15,8.06484798109215e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_28C,0.052629835771686,0.0526298357716897,3.698430450782553e-15,7.02725060140174e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_30C,0.0699662898081593,0.0699662898081633,3.9968028886505635e-15,5.712469390058276e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_32C,0.0852844166491513,0.0852844166491474,-3.899658373995862e-15,4.572533326971721e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_34C,0.0966523441066333,0.0966523441066352,1.9012569296705806e-15,1.967108969000263e-14
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_36C,0.1033117763228196,0.1033117763228202,5.967448757360216e-16,5.7761554101186435e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_38C,0.1054231475502276,0.1054231475502281,4.996003610813204e-16,4.739000615052703e-15
B2,transfer_candida_B2_grounded_budget,cauris_iRV973,model_mu_40C,0.1037111500300854,0.1037111500300855,1.1102230246251565e-16,1.070495336618188e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,growth_scale,7.577083577583573,7.577083577583541,-3.197442310920451e-14,4.219885234445514e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,peak_mu,0.6858946226283703,0.685894622628365,-5.329070518200751e-15,7.769517856517931e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,peak_mu_model,0.0905222458753861,0.0905222458753857,-4.0245584642661925e-16,4.445933069100432e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_pool_free_model,2.0449914850918107,2.0449914850918094,-1.3322676295501878e-15,6.514783260774189e-16
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,pool_binding_ratio,22.59103787489952,22.59103787489955,2.842170943040401e-14,1.2580966659341861e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_all_caps_free_model,2.0449914850918107,2.0449914850918094,-1.3322676295501878e-15,6.514783260774189e-16
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,all_caps_ratio,22.59103787489952,22.59103787489955,2.842170943040401e-14,1.2580966659341861e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,fit_r2,-2.069945886670337,-2.0699458866703178,1.9095836023552692e-14,9.225282721892685e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,descr_rmax,0.6873462635155654,0.6873462635155614,-3.9968028886505635e-15,5.8148317679187526e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,descr_Ea_eV,1.3347699070534726,1.3347699070534722,-4.440892098500626e-16,3.327084372394918e-16
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_22C,0.0527495821906454,0.0527495821906453,-9.71445146547012e-17,1.841616760178411e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_24C,0.0947605546345873,0.094760554634587,-2.914335439641036e-16,3.0754731764490042e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_26C,0.1593190411633543,0.1593190411633537,-6.106226635438361e-16,3.832703605827928e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_28C,0.2482540178981111,0.2482540178981105,-6.106226635438361e-16,2.459668805015873e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_30C,0.3556663087186325,0.3556663087186313,-1.1657341758564144e-15,3.2776064172517008e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_32C,0.4671216034039834,0.4671216034039814,-1.9984014443252818e-15,4.278118223954187e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_34C,0.5654597927303878,0.5654597927303849,-2.886579864025407e-15,5.104836632304524e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_36C,0.6400796832873606,0.6400796832873569,-3.774758283725532e-15,5.897325570995936e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_38C,0.6799783365126671,0.6799783365126649,-2.220446049250313e-15,3.265465868571754e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_40C,0.6858946226283703,0.685894622628365,-5.329070518200751e-15,7.769517856517931e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_42C,0.6634218985755531,0.6634218985755512,-1.887379141862766e-15,2.844915348611791e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,mu_44C,0.6197621766196179,0.6197621766196169,-9.992007221626409e-16,1.6122324979762445e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,model_mu_28C,0.0327637956419747,0.0327637956419748,9.71445146547012e-17,2.9649957445787016e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,model_mu_36C,0.0844757322172088,0.0844757322172087,-1.1102230246251565e-16,1.3142508451663823e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,model_mu_38C,0.0897414327755799,0.08974143277558,9.71445146547012e-17,1.0824934665087696e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,model_mu_40C,0.0905222458753861,0.0905222458753857,-4.0245584642661925e-16,4.445933069100432e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,model_mu_42C,0.087556365425116,0.0875563654251161,1.1102230246251565e-16,1.268009492210698e-15
B2,transfer_candida_B2_grounded_budget,chaemulonii_draft,model_mu_44C,0.0817942906757889,0.0817942906757892,2.914335439641036e-16,3.5630059452348536e-15
B2,transfer_candida_B2_grounded_budget,cduobushaemulonii_draft,growth_scale,7.577083577583573,7.577083577583541,-3.197442310920451e-14,4.219885234445514e-15
B2,transfer_candida_B2_grounded_budget,cduobushaemulonii_draft,peak_mu,0.5647131485827094,0.5647131485827064,-2.9976021664879227e-15,5.308185534569478e-15
B2,transfer_candida_B2_grounded_budget,cduobushaemulonii_draft,peak_mu_model,0.0745290906191645,0.0745290906191644,-9.71445146547012e-17,1.303444250394776e-15
B2,transfer_candida_B2_grounded_budget,cduobushaemulonii_draft,mu_pool_free_model,2.044991485091809,2.0449914850918107,1.7763568394002505e-15,8.68637768103226e-16
