reaction,members,name,costed,reversible,is_atp_synthase,translocates,kind,ion_per_flux_to_outer,flux,ion_to_outer,reaction_string,strain,T_C,kcat_scale
TI2000023_PLAS__plas,TI2000023_PLAS__plas,1.0 L-Glutamate (cyto) + 1.0 H+ (extr) => 1.0 L-Glutamate (extr) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,0.4543712259648822,0.4543712259648822,C00025__cyto + C00080__extr --> C00025__extr + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
TR1000041_PLAS__plas,TR1000041_PLAS__plas,1.0 L-Aspartate (extr) + 1.0 H+ (extr) <=> 1.0 L-Aspartate (cyto) + 1.0 H+ (cyto),False,True,False,True,carrier,1.0,0.42757510624283057,0.42757510624283057,C00049__extr + C00080__extr <=> C00049__cyto + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
R00709__cyto,R00709__cyto,Isocitrate + NAD+ => 2-Oxoglutarate + CO2 + NADH + H+,True,False,False,False,redox,1.0,0.3822898252589759,0.3822898252589759,C00003__cyto + C00311__cyto --> C00004__cyto + C00011__cyto + C00026__cyto + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
R11231__cyto,R11231__cyto,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate + NAD+ + 2 H2O <=> L-2-Aminoadipate + NADH + ",False,True,False,False,redox,1.0,0.28339277191799406,0.28339277191799406,2.0 C00001__cyto + C00003__cyto + C00450__cyto <=> C00004__cyto + C00080__cyto + C00956__cyto,cduobushaemulonii_draft,40.0,1.0
R11232__cyto,R11232__cyto,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate + NADP+ + 2 H2O <=> L-2-Aminoadipate + NADPH ",False,True,False,False,redox,1.0,-0.28339277191799406,-0.28339277191799406,2.0 C00001__cyto + C00006__cyto + C00450__cyto <=> C00005__cyto + C00080__cyto + C00956__cyto,cduobushaemulonii_draft,40.0,1.0
TO1000027_PLAS__plas,TO1000027_PLAS__plas,1.0 D-Glucose (extr) + 1.0 H+ (extr) => 1.0 D-Glucose (cyto) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,0.2810311223574606,0.2810311223574606,C00031__extr + C00080__extr --> C00031__cyto + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
R02082__cyto,R02082__cyto,(S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADPH + 2 H+ => (R)-Mevalonate + CoA + 2 NADP+,True,False,False,False,redox,-2.0,0.11561773370079242,-0.23123546740158485,2.0 C00005__cyto + 2.0 C00080__cyto + C00356__cyto --> 2.0 C00006__cyto + C00010__cyto + C00418__cyto,cduobushaemulonii_draft,40.0,1.0
R00100__cyto,R00100__cyto,NADH + 2 Ferricytochrome b5 <=> NAD+ + H+ + 2 Ferrocytochrome b5,True,True,False,False,redox,1.0,0.17714492915007884,0.17714492915007884,C00004__cyto + 2.0 C00996__cyto <=> C00003__cyto + C00080__cyto + 2.0 C00999__cyto,cduobushaemulonii_draft,40.0,1.0
R07509__cyto,R07509__cyto,14-Demethyllanosterol + 6 Ferrocytochrome b5 + 3 Oxygen + 6 H+ <=> 4alpha-Methylzymosterol,True,True,False,False,redox,-6.0,0.018849706952239118,-0.11309824171343472,3.0 C00007__cyto + 6.0 C00080__cyto + 6.0 C00999__cyto + C05108__cyto <=> 4.0 C00001__cyto + 6.0 C00996__cyto + C15808__cyto,cduobushaemulonii_draft,40.0,1.0
R05640__cyto,R05640__cyto,"Lanosterol + 3 [Reduced NADPH---hemoprotein reductase] + 3 Oxygen => 4,4-Dimethyl-5alpha-c",True,False,False,False,redox,-6.0,0.018849706952239118,-0.11309824171343472,3.0 C00007__cyto + 6.0 C00080__cyto + C01724__cyto + 3.0 C03024__cyto --> 4.0 C00001__cyto + C00058__cyto + 3.0 C03161__cyto + C11455__cyto,cduobushaemulonii_draft,40.0,1.0
R12403__cyto,R12403__cyto,4alpha-Methylzymosterol + 6 Ferrocytochrome b5 + 3 Oxygen + 6 H+ <=> 4alpha-Carboxy-5alpha,True,True,False,False,redox,-6.0,0.018849706952239118,-0.11309824171343472,3.0 C00007__cyto + 6.0 C00080__cyto + 6.0 C00999__cyto + C05103__cyto <=> 4.0 C00001__cyto + 6.0 C00996__cyto + C22112__cyto,cduobushaemulonii_draft,40.0,1.0
R02222__cyto,R02222__cyto,Stearoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Oleoyl-CoA + 2 Ferricytochrome b5 ,True,True,False,False,redox,-2.0,0.0427370339775446,-0.0854740679550892,C00007__cyto + 2.0 C00080__cyto + C00412__cyto + 2.0 C00999__cyto <=> 2.0 C00001__cyto + C00510__cyto + 2.0 C00996__cyto,cduobushaemulonii_draft,40.0,1.0
R04955__cyto,R04955__cyto,Hexanoyl-[acp] + NAD+ => trans-Hex-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.07639752558261158,-0.07639752558261158,C00004__cyto + C00080__cyto + C05748__cyto --> C00003__cyto + C05749__cyto,cduobushaemulonii_draft,40.0,1.0
R04566__cyto,R04566__cyto,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxotetradecanoyl-[acp] + ,True,True,False,False,redox,1.0,-0.07639752558261158,-0.07639752558261158,C00006__cyto + C04688__cyto <=> C00005__cyto + C00080__cyto + C05759__cyto,cduobushaemulonii_draft,40.0,1.0
R04964__cyto,R04964__cyto,(R)-3-Hydroxydodecanoyl-[acp] + NADP+ <=> 3-Oxododecanoyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.07639752558261158,-0.07639752558261158,C00006__cyto + C05757__cyto <=> C00005__cyto + C00080__cyto + C05756__cyto,cduobushaemulonii_draft,40.0,1.0
R04533__cyto,R04533__cyto,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] + NADP+ <=> Acetoacetyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.07639752558261158,-0.07639752558261158,C00006__cyto + C04618__cyto <=> C00005__cyto + C00080__cyto + C05744__cyto,cduobushaemulonii_draft,40.0,1.0
R04536__cyto,R04536__cyto,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxooctanoyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.07639752558261158,-0.07639752558261158,C00006__cyto + C04620__cyto <=> C00005__cyto + C00080__cyto + C05750__cyto,cduobushaemulonii_draft,40.0,1.0
R04953__cyto,R04953__cyto,(R)-3-Hydroxyhexanoyl-[acp] + NADP+ <=> 3-Oxohexanoyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.07639752558261158,-0.07639752558261158,C00006__cyto + C05747__cyto <=> C00005__cyto + C00080__cyto + C05746__cyto,cduobushaemulonii_draft,40.0,1.0
R04958__cyto,R04958__cyto,Octanoyl-[acp] + NAD+ => trans-Oct-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.07639752558261158,-0.07639752558261158,C00004__cyto + C00080__cyto + C05751__cyto --> C00003__cyto + C05752__cyto,cduobushaemulonii_draft,40.0,1.0
R04724__cyto,R04724__cyto,Dodecanoyl-[acyl-carrier protein] + NAD+ => trans-Dodec-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.07639752558261158,-0.07639752558261158,C00004__cyto + C00080__cyto + C05758__cyto --> C00003__cyto + C05223__cyto,cduobushaemulonii_draft,40.0,1.0
R04429__cyto,R04429__cyto,Butyryl-[acp] + NAD+ => But-2-enoyl-[acyl-carrier protein] + NADH + H+,True,False,False,False,redox,-1.0,0.07639752558261158,-0.07639752558261158,C00004__cyto + C00080__cyto + C04246__cyto --> C00003__cyto + C05745__cyto,cduobushaemulonii_draft,40.0,1.0
R04961__cyto,R04961__cyto,Decanoyl-[acp] + NAD+ => trans-Dec-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.07639752558261158,-0.07639752558261158,C00004__cyto + C00080__cyto + C05754__cyto --> C00003__cyto + C05755__cyto,cduobushaemulonii_draft,40.0,1.0
R04966__cyto,R04966__cyto,Tetradecanoyl-[acp] + NAD+ => trans-Tetradec-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.07639752558261158,-0.07639752558261158,C00004__cyto + C00080__cyto + C05760__cyto --> C00003__cyto + C05761__cyto,cduobushaemulonii_draft,40.0,1.0
R04534__cyto,R04534__cyto,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxodecanoyl-[acp] + NADPH,True,True,False,False,redox,1.0,-0.07639752558261158,-0.07639752558261158,C00006__cyto + C04619__cyto <=> C00005__cyto + C00080__cyto + C05753__cyto,cduobushaemulonii_draft,40.0,1.0
R04969__cyto,R04969__cyto,Hexadecanoyl-[acp] + NAD+ => trans-Hexadec-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.07591141968827268,-0.07591141968827268,C00004__cyto + C00080__cyto + C05763__cyto --> C00003__cyto + C05764__cyto,cduobushaemulonii_draft,40.0,1.0
R04543__cyto,R04543__cyto,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxohexadecanoyl-[acp] + NADPH,True,True,False,False,redox,1.0,-0.07591141968827268,-0.07591141968827268,C00006__cyto + C04633__cyto <=> C00005__cyto + C00080__cyto + C05762__cyto,cduobushaemulonii_draft,40.0,1.0
R08551__cyto,R08551__cyto,[Oxidized NADPH---hemoprotein reductase] + NADPH + H+ <=> [Reduced NADPH---hemoprotein red,True,True,False,False,redox,1.0,0.07578325927840526,0.07578325927840526,C00005__cyto + C03161__cyto <=> C00006__cyto + C00080__cyto + C03024__cyto,cduobushaemulonii_draft,40.0,1.0
TO1000023_PLAS__plas,TO1000023_PLAS__plas,1.0 L-Glutamate (extr) + 1.0 H+ (extr) => 1.0 L-Glutamate (cyto) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,0.05843901416056985,0.05843901416056985,C00025__extr + C00080__extr --> C00025__cyto + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
R00858__cyto,R00858__cyto,Sulfite + 3 NADPH + 3 H+ => Hydrogen sulfide + 3 NADP+ + 3 H2O,True,False,False,False,redox,-3.0,0.018628999676899082,-0.05588699903069724,3.0 C00005__cyto + 3.0 C00080__cyto + C00094__cyto --> 3.0 C00001__cyto + 3.0 C00006__cyto + C00283__cyto,cduobushaemulonii_draft,40.0,1.0
R07761__cyto,R07761__cyto,(2E)-Octadecenoyl-CoA + NADPH + H+ <=> Stearoyl-CoA + NADP+,True,True,False,False,redox,-1.0,0.0427370339775446,-0.0427370339775446,C00005__cyto + C00080__cyto + C16218__cyto <=> C00006__cyto + C00412__cyto,cduobushaemulonii_draft,40.0,1.0
R07759__cyto,R07759__cyto,3-Oxostearoyl-CoA + NADPH + H+ <=> 3-Hydroxyoctadecanoyl-CoA + NADP+,True,True,False,False,redox,-1.0,0.0427370339775446,-0.0427370339775446,C00005__cyto + C00080__cyto + C16216__cyto <=> C00006__cyto + C16217__cyto,cduobushaemulonii_draft,40.0,1.0
R02874__cyto,R02874__cyto,"Oxygen + 2 H+ + Squalene + [Reduced NADPH---hemoprotein reductase] => H2O + (S)-2,3-Epoxys",True,False,False,False,redox,-2.0,0.01923413842168791,-0.03846827684337582,C00007__cyto + 2.0 C00080__cyto + C00751__cyto + C03024__cyto --> C00001__cyto + C01054__cyto + C03161__cyto,cduobushaemulonii_draft,40.0,1.0
R07505__cyto,R07505__cyto,"Episterol + 2 Ferrocytochrome b5 + Oxygen + 2 H+ => 5,7,24(28)-Ergostatrienol + 2 Ferricyt",True,False,False,False,redox,-2.0,0.017402261269618174,-0.03480452253923635,C00007__cyto + 2.0 C00080__cyto + 2.0 C00999__cyto + C15777__cyto --> 2.0 C00001__cyto + 2.0 C00996__cyto + C15778__cyto,cduobushaemulonii_draft,40.0,1.0
R01224__cyto,R01224__cyto,"5-Methyltetrahydrofolate + NADP+ <=> 5,10-Methylenetetrahydrofolate + NADPH + H+",False,True,False,False,redox,1.0,-0.021564218152595415,-0.021564218152595415,C00006__cyto + C00440__cyto <=> C00005__cyto + C00080__cyto + C00143__cyto,cduobushaemulonii_draft,40.0,1.0
R06223__cyto,R06223__cyto,"2 trans,trans-Farnesyl diphosphate + NADPH + H+ <=> Squalene + 2 Diphosphate + NADP+",True,True,False,False,redox,-1.0,0.01923413842168791,-0.01923413842168791,C00005__cyto + C00080__cyto + 2.0 C00448__cyto <=> C00006__cyto + 2.0 C00013__cyto + C00751__cyto,cduobushaemulonii_draft,40.0,1.0
R02016__cyto,R02016__cyto,Thioredoxin + NADP+ <=> Thioredoxin disulfide + NADPH + H+,True,True,False,False,redox,1.0,-0.019166718655375493,-0.019166718655375493,C00006__cyto + C00342__cyto <=> C00005__cyto + C00080__cyto + C00343__cyto,cduobushaemulonii_draft,40.0,1.0
R12404__cyto,R12404__cyto,"4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol + NADP+ <=> Zymosterone + NADPH + H+ + C",True,True,False,False,redox,1.0,0.018849706952239118,0.018849706952239118,C00006__cyto + C22112__cyto <=> C00005__cyto + C00011__cyto + C00080__cyto + C22136__cyto,cduobushaemulonii_draft,40.0,1.0
R05639__cyto,R05639__cyto,"14-Demethyllanosterol + NADP+ <=> 4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + NA",True,True,False,False,redox,1.0,-0.018849706952239118,-0.018849706952239118,C00006__cyto + C05108__cyto <=> C00005__cyto + C00080__cyto + C11455__cyto,cduobushaemulonii_draft,40.0,1.0
R07494__cyto,R07494__cyto,4alpha-Methylzymosterol-4-carboxylate + NADP+ <=> 3-Keto-4-methylzymosterol + NADPH + H+ +,True,True,False,False,redox,1.0,0.018849706952239118,0.018849706952239118,C00006__cyto + C15808__cyto <=> C00005__cyto + C00011__cyto + C00080__cyto + C15816__cyto,cduobushaemulonii_draft,40.0,1.0
R12405__cyto,R12405__cyto,Zymosterone + NADPH + H+ <=> Zymosterol + NADP+,True,True,False,False,redox,-1.0,0.018849706952239118,-0.018849706952239118,C00005__cyto + C00080__cyto + C22136__cyto <=> C00006__cyto + C05437__cyto,cduobushaemulonii_draft,40.0,1.0
R07495__cyto,R07495__cyto,3-Keto-4-methylzymosterol + NADPH + H+ <=> 4alpha-Methylzymosterol + NADP+,True,True,False,False,redox,-1.0,0.018849706952239118,-0.018849706952239118,C00005__cyto + C00080__cyto + C15816__cyto <=> C00006__cyto + C05103__cyto,cduobushaemulonii_draft,40.0,1.0
R01513__cyto,R01513__cyto,3-Phospho-D-glycerate + NAD+ <=> 3-Phosphonooxypyruvate + NADH + H+,True,True,False,False,redox,1.0,0.018595949357164313,0.018595949357164313,C00003__cyto + C00197__cyto <=> C00004__cyto + C00080__cyto + C03232__cyto,cduobushaemulonii_draft,40.0,1.0
R01061__cyto,R01061__cyto,D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate +,True,True,False,False,redox,1.0,0.018595949357164313,0.018595949357164313,C00003__cyto + C00009__cyto + C00118__cyto <=> C00004__cyto + C00080__cyto + C00236__cyto,cduobushaemulonii_draft,40.0,1.0
R07506__cyto,R07506__cyto,"5,7,24(28)-Ergostatrienol + NADPH + H+ + Oxygen => Ergosta-5,7,22,24(28)-tetraen-3beta-ol ",True,False,False,False,redox,-1.0,0.017402261269618174,-0.017402261269618174,C00005__cyto + C00007__cyto + C00080__cyto + C15778__cyto --> 2.0 C00001__cyto + C00006__cyto + C05440__cyto,cduobushaemulonii_draft,40.0,1.0
R05641__cyto,R05641__cyto,"NADP+ + Ergosterol <=> NADPH + Ergosta-5,7,22,24(28)-tetraen-3beta-ol + H+",True,True,False,False,redox,1.0,-0.015372101524174115,-0.015372101524174115,C00006__cyto + C01694__cyto <=> C00005__cyto + C00080__cyto + C05440__cyto,cduobushaemulonii_draft,40.0,1.0
R01039__cyto,R01039__cyto,NADP+ + Glycerol <=> NADPH + H+ + Glycerone,True,True,False,False,redox,1.0,-0.015277823649651696,-0.015277823649651696,C00006__cyto + C00116__cyto <=> C00005__cyto + C00080__cyto + C00184__cyto,cduobushaemulonii_draft,40.0,1.0
R00519__cyto,R00519__cyto,Formate + NAD+ => H+ + CO2 + NADH,True,False,False,False,redox,1.0,0.012558030994388625,0.012558030994388625,C00003__cyto + C00058__cyto --> C00004__cyto + C00011__cyto + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
R00081__mito,R00081__mito,Oxygen + 4 Ferrocytochrome c + 6 H+ => 4 Ferricytochrome c + 2 H2O + 6 H+,False,False,False,True,redox,6.0,0.0018557652609473875,0.011134591565684325,C00007__mito + 6.0 C00080__mito + 4.0 C00126__mito --> 2.0 C00001__mito + 6.0 C00080__cyto + 4.0 C00125__mito,cduobushaemulonii_draft,40.0,1.0
TR1000107_PLAS__plas,TR1000107_PLAS__plas,1.0 L-Leucine (extr) + 1.0 H+ (extr) <=> 1.0 L-Leucine (cyto) + 1.0 H+ (cyto),False,True,False,True,carrier,1.0,0.010961886839893393,0.010961886839893393,C00080__extr + C00123__extr <=> C00080__cyto + C00123__cyto,cduobushaemulonii_draft,40.0,1.0
TO1000069_PLAS__plas,TO1000069_PLAS__plas,1.0 L-Tyrosine (extr) + 1.0 H+ (extr) => 1.0 H+ (cyto) + 1.0 L-Tyrosine (cyto),False,False,False,True,carrier,1.0,0.010716543571968313,0.010716543571968313,C00080__extr + C00082__extr --> C00080__cyto + C00082__cyto,cduobushaemulonii_draft,40.0,1.0
TR1000066_PLAS__plas,TR1000066_PLAS__plas,1.0 L-Phenylalanine (extr) + 1.0 H+ (extr) <=> 1.0 H+ (cyto) + 1.0 L-Phenylalanine (cyto),False,True,False,True,carrier,1.0,0.010364960358521632,0.010364960358521632,C00079__extr + C00080__extr <=> C00079__cyto + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
R07763__cyto,R07763__cyto,3-Oxostearoyl-[acp] + NADPH + H+ <=> (R)-3-Hydroxyoctadecanoyl-[acp] + NADP+,True,True,False,False,redox,-1.0,0.008752930978666286,-0.008752930978666286,C00005__cyto + C00080__cyto + C16219__cyto <=> C00006__cyto + C16220__cyto,cduobushaemulonii_draft,40.0,1.0
R07765__cyto,R07765__cyto,(2E)-Octadecenoyl-[acp] + NADH + H+ <=> Octadecanoyl-[acyl-carrier protein] + NAD+,True,True,False,False,redox,-1.0,0.008752930978666286,-0.008752930978666286,C00004__cyto + C00080__cyto + C16221__cyto <=> C00003__cyto + C04088__cyto,cduobushaemulonii_draft,40.0,1.0
TR1000119_PLAS__plas,TR1000119_PLAS__plas,1.0 L-Histidine (extr) + 1.0 H+ (extr) <=> 1.0 L-Histidine (cyto) + 1.0 H+ (cyto),False,True,False,True,carrier,1.0,0.008369898642987733,0.008369898642987733,C00080__extr + C00135__extr <=> C00080__cyto + C00135__cyto,cduobushaemulonii_draft,40.0,1.0
TO1000161_PLAS__plas,TO1000161_PLAS__plas,1.0 L-Threonine (extr) + 1.0 H+ (extr) => 1.0 L-Threonine (cyto) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,0.007905810013773206,0.007905810013773206,C00080__extr + C00188__extr --> C00080__cyto + C00188__cyto,cduobushaemulonii_draft,40.0,1.0
R00835__cyto,R00835__cyto,"D-Glucose 6-phosphate + NADP+ => D-Glucono-1,5-lactone 6-phosphate + NADPH + H+",True,False,False,False,redox,1.0,0.0077460697043642,0.0077460697043642,C00006__cyto + C00092__cyto --> C00005__cyto + C00080__cyto + C01236__cyto,cduobushaemulonii_draft,40.0,1.0
R01528__cyto,R01528__cyto,6-Phospho-D-gluconate + NADP+ => D-Ribulose 5-phosphate + CO2 + NADPH + H+,True,False,False,False,redox,1.0,0.0077460697043642,0.0077460697043642,C00006__cyto + C00345__cyto --> C00005__cyto + C00011__cyto + C00080__cyto + C00199__cyto,cduobushaemulonii_draft,40.0,1.0
TR1000051_PLAS__plas,TR1000051_PLAS__plas,1.0 L-Arginine (extr) + 1.0 H+ (extr) <=> 1.0 L-Arginine (cyto) + 1.0 H+ (cyto),False,True,False,True,carrier,1.0,0.007575553821511927,0.007575553821511927,C00062__extr + C00080__extr <=> C00062__cyto + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
R02756__cyto,R02756__cyto,1-Acyl-sn-glycerol 3-phosphate + NADP+ <=> Acylglycerone phosphate + NADPH + H+,True,True,False,False,redox,1.0,-0.007076633098145434,-0.007076633098145434,C00006__cyto + C00681__cyto <=> C00005__cyto + C00080__cyto + C03372__cyto,cduobushaemulonii_draft,40.0,1.0
TR1000644_PLAS__plas,TR1000644_PLAS__plas,1.0 Pantothenate (extr) + 1.0 H+ (extr) <=> 1.0 H+ (cyto) + 1.0 Pantothenate (cyto),False,True,False,True,carrier,1.0,-0.006714888307785917,-0.006714888307785917,C00080__extr + C00864__extr <=> C00080__cyto + C00864__cyto,cduobushaemulonii_draft,40.0,1.0
R02161__mito,R02161__mito,1.5 H+ (cyto) + 2 Ferricytochrome c (mito) + Ubiquinol-9 (mito) => Ubiquinone-9 (mito) + 1,True,False,False,True,redox,-1.5,0.003711530521894775,-0.0055672957828421625,1.5 C00080__cyto + 2.0 C00125__mito + M8428__mito --> 1.5 C00080__mito + 2.0 C00126__mito + C01967__mito,cduobushaemulonii_draft,40.0,1.0
R12185__cyto,R12185__cyto,Ammonia + HCO3- <=> Carbamate + H2O,False,True,False,False,carrier,-1.0,0.00406500461136654,-0.00406500461136654,C00014__cyto + C00080__cyto + C00288__cyto <=> C00001__cyto + C01563__cyto,cduobushaemulonii_draft,40.0,1.0
R12205__cyto,R12205__cyto,"Linoleoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> (9Z,12Z,15Z)-Octadecatrienoyl-CoA",True,True,False,False,redox,-2.0,0.001953696094740688,-0.003907392189481376,C00007__cyto + 2.0 C00080__cyto + 2.0 C00999__cyto + C02050__cyto <=> 2.0 C00001__cyto + 2.0 C00996__cyto + C16162__cyto,cduobushaemulonii_draft,40.0,1.0
R11043__cyto,R11043__cyto,Oxygen + Oleoyl-CoA + 2 H+ + 2 Ferrocytochrome b5 <=> 2 H2O + Linoleoyl-CoA + 2 Ferricytoc,True,True,False,False,redox,-2.0,0.001953696094740688,-0.003907392189481376,C00007__cyto + 2.0 C00080__cyto + C00510__cyto + 2.0 C00999__cyto <=> 2.0 C00001__cyto + 2.0 C00996__cyto + C02050__cyto,cduobushaemulonii_draft,40.0,1.0
R00342__cyto,R00342__cyto,NAD+ + (S)-Malate <=> NADH + Oxaloacetate + H+,True,True,False,False,redox,1.0,0.003233689930915892,0.003233689930915892,C00003__cyto + C00149__cyto <=> C00004__cyto + C00036__cyto + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
R01130__cyto,R01130__cyto,IMP + NAD+ + H2O <=> Xanthosine 5'-phosphate + NADH + H+,True,True,False,False,redox,1.0,0.001528216496084341,0.001528216496084341,C00001__cyto + C00003__cyto + C00130__cyto <=> C00004__cyto + C00080__cyto + C00655__cyto,cduobushaemulonii_draft,40.0,1.0
T_L_Serine_c00065_MitoCyto__mito,T_L_Serine_c00065_MitoCyto__mito,L-Serine (Mito) + H+ (Mito) <=> L-Serine (Cyto) + H+ (Cyto),False,True,False,True,carrier,1.0,-0.00017928839125523185,-0.00017928839125523185,C00065__mito + C00080__mito <=> C00065__cyto + C00080__cyto,cduobushaemulonii_draft,40.0,1.0
R02413__cyto,R02413__cyto,Shikimate + NADP+ <=> 3-Dehydroshikimate + NADPH + H+,True,True,False,False,redox,1.0,-9.402004343520801e-05,-9.402004343520801e-05,C00006__cyto + C00493__cyto <=> C00005__cyto + C00080__cyto + C02637__cyto,cduobushaemulonii_draft,40.0,1.0
TO1000104_PLAS__plas,TO1000104_PLAS__plas,1.0 Biotin (extr) + 1.0 H+ (extr) => 1.0 Biotin (cyto) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,5.712771318846959e-05,5.712771318846959e-05,C00080__extr + C00120__extr --> C00080__cyto + C00120__cyto,cduobushaemulonii_draft,40.0,1.0
R03458__cyto,R03458__cyto,5-Amino-6-(5'-phospho-D-ribitylamino)uracil + NADP+ <=> 5-Amino-6-(5'-phosphoribosylamino),True,True,False,False,redox,1.0,-4.842012734118738e-05,-4.842012734118738e-05,C00006__cyto + C04454__cyto <=> C00005__cyto + C00080__cyto + C01268__cyto,cduobushaemulonii_draft,40.0,1.0
R01960__cyto,R01960__cyto,L-Kynurenine + Oxygen + NADPH + H+ => 3-Hydroxy-L-kynurenine + NADP+ + H2O,True,False,False,False,redox,-1.0,3.992061362581712e-05,-3.992061362581712e-05,C00005__cyto + C00007__cyto + C00080__cyto + C00328__cyto --> C00001__cyto + C00006__cyto + C03227__cyto,cduobushaemulonii_draft,40.0,1.0
R03348__cyto,R03348__cyto,Quinolinate + 5-Phospho-alpha-D-ribose 1-diphosphate => Nicotinate D-ribonucleotide + Diph,True,False,False,False,redox,-1.0,3.992061362581712e-05,-3.992061362581712e-05,C00080__cyto + C00119__cyto + C03722__cyto --> C00011__cyto + C00013__cyto + C01185__cyto,cduobushaemulonii_draft,40.0,1.0
R02324__cyto,R02324__cyto,ATP + Nicotinamide-beta-riboside <=> ADP + Nicotinamide D-ribonucleotide,True,True,False,False,redox,1.0,3.3050319734771195e-05,3.3050319734771195e-05,C00002__cyto + C03150__cyto <=> C00008__cyto + C00080__cyto + C00455__cyto,cduobushaemulonii_draft,40.0,1.0
R12026__cyto,R12026__cyto,NAD+ + Glycine + Hydrogen sulfide <=> Nicotinamide + ADP-5-ethyl-4-methylthiazole-2-carbox,True,True,False,False,redox,1.0,3.3050319734771195e-05,3.3050319734771195e-05,C00003__cyto + C00037__cyto + C00283__cyto <=> 3.0 C00001__cyto + C00080__cyto + C00153__cyto + C20784__cyto,cduobushaemulonii_draft,40.0,1.0
R02294__cyto,R02294__cyto,Nicotinamide-beta-riboside + Orthophosphate <=> Nicotinamide + alpha-D-Ribose 1-phosphate,True,True,False,False,carrier,1.0,-3.3050319734771195e-05,-3.3050319734771195e-05,C00009__cyto + C03150__cyto <=> C00080__cyto + C00153__cyto + C00620__cyto,cduobushaemulonii_draft,40.0,1.0
R00137__cyto,R00137__cyto,ATP + Nicotinamide D-ribonucleotide <=> Diphosphate + NAD+,True,True,False,False,redox,-1.0,3.3050319734771195e-05,-3.3050319734771195e-05,C00002__cyto + C00080__cyto + C00455__cyto <=> C00003__cyto + C00013__cyto,cduobushaemulonii_draft,40.0,1.0
R10712__cyto,R10712__cyto,H+ + 4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 2-(2-Carboxy-4-methylthiazol,True,False,False,False,redox,-1.0,3.3050319734771195e-05,-3.3050319734771195e-05,C00080__cyto + C04752__cyto + C20247__cyto --> C00011__cyto + C00013__cyto + C01081__cyto,cduobushaemulonii_draft,40.0,1.0
T00485__cyto,T00485__cyto,Orthophosphate (mito) + ADP (mito) + 3 H+ (cyto) => ATP (mito) + H2O (mito) + 3 H+ (mito),True,False,True,True,atp_synthase,-3.0,10.007304623220715,-30.021913869662146,C00008__mito + C00009__mito + 3.0 C00080__cyto --> C00001__mito + C00002__mito + 3.0 C00080__mito,cparapsilosis_iDC1003,40.0,1.0
R11945__mito,R11945__mito,Ubiquinone-9 + NADH + 5 H+ (Mito) <=> Ubiquinol-9 + NAD+ 4 H+ (Cyto),True,True,False,True,redox,4.0,4.77401785654314,19.09607142617256,C00004__mito + 5.0 C00080__mito + C01967__mito <=> C00003__mito + 4.0 C00080__cyto + M8416__mito,cparapsilosis_iDC1003,40.0,1.0
