reaction,members,name,costed,reversible,is_atp_synthase,translocates,kind,ion_per_flux_to_outer,flux,ion_to_outer,reaction_string,strain,T_C,kcat_scale
R02324__cyto,R02324__cyto,ATP + Nicotinamide-beta-riboside <=> ADP + Nicotinamide D-ribonucleotide,True,True,False,False,redox,1.0,2.0461984022178915e-05,2.0461984022178915e-05,C00002__cyto + C03150__cyto <=> C00008__cyto + C00080__cyto + C00455__cyto,cduobushaemulonii_draft,40.0,1.0
R12026__cyto,R12026__cyto,NAD+ + Glycine + Hydrogen sulfide <=> Nicotinamide + ADP-5-ethyl-4-methylthiazole-2-carbox,True,True,False,False,redox,1.0,2.0461984022178915e-05,2.0461984022178915e-05,C00003__cyto + C00037__cyto + C00283__cyto <=> 3.0 C00001__cyto + C00080__cyto + C00153__cyto + C20784__cyto,cduobushaemulonii_draft,40.0,1.0
R02294__cyto,R02294__cyto,Nicotinamide-beta-riboside + Orthophosphate <=> Nicotinamide + alpha-D-Ribose 1-phosphate,True,True,False,False,carrier,1.0,-2.0461984022178915e-05,-2.0461984022178915e-05,C00009__cyto + C03150__cyto <=> C00080__cyto + C00153__cyto + C00620__cyto,cduobushaemulonii_draft,40.0,1.0
R00137__cyto,R00137__cyto,ATP + Nicotinamide D-ribonucleotide <=> Diphosphate + NAD+,True,True,False,False,redox,-1.0,2.0461984022178915e-05,-2.0461984022178915e-05,C00002__cyto + C00080__cyto + C00455__cyto <=> C00003__cyto + C00013__cyto,cduobushaemulonii_draft,40.0,1.0
R10712__cyto,R10712__cyto,H+ + 4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 2-(2-Carboxy-4-methylthiazol,True,False,False,False,redox,-1.0,2.0461984022178915e-05,-2.0461984022178915e-05,C00080__cyto + C04752__cyto + C20247__cyto --> C00011__cyto + C00013__cyto + C01081__cyto,cduobushaemulonii_draft,40.0,1.0
T00485__cyto,T00485__cyto,Orthophosphate (mito) + ADP (mito) + 3 H+ (cyto) => ATP (mito) + H2O (mito) + 3 H+ (mito),True,False,True,True,atp_synthase,-3.0,10.007304623220717,-30.02191386966215,C00008__mito + C00009__mito + 3.0 C00080__cyto --> C00001__mito + C00002__mito + 3.0 C00080__mito,cparapsilosis_iDC1003,40.0,1.0
R11945__mito,R11945__mito,Ubiquinone-9 + NADH + 5 H+ (Mito) <=> Ubiquinol-9 + NAD+ 4 H+ (Cyto),True,True,False,True,redox,4.0,4.77401785654314,19.09607142617256,C00004__mito + 5.0 C00080__mito + C01967__mito <=> C00003__mito + 4.0 C00080__cyto + M8416__mito,cparapsilosis_iDC1003,40.0,1.0
T_ATP_ADP_Mito_Antiporter__mito,T_ATP_ADP_Mito_Antiporter__mito,ADP (Cyto) + ATP (Mito) + H+ (Cyto) => ATP (Cyto) + ADP (Mito) + H+ (Mito),False,False,False,True,carrier,-1.0,10.007304623220717,-10.007304623220717,C00002__mito + C00008__cyto + C00080__cyto --> C00002__cyto + C00008__mito + C00080__mito,cparapsilosis_iDC1003,40.0,1.0
T_Oxaloacetate_c00036_CytoMito__plas,T_Oxaloacetate_c00036_CytoMito__plas,Oxaloacetate (Cyto) + H+ (Cyto) <=> Oxaloacetate (Mito) + H+ (Mito),False,False,False,True,carrier,-1.0,10.007104104930793,-10.007104104930793,C00036__cyto + C00080__cyto --> C00036__mito + C00080__mito,cparapsilosis_iDC1003,40.0,1.0
T02161__mito,T02161__mito,1.5 H+ (mito) + 2 Ferricytochrome c (mito) + Ubiquinol-9 (mito) => Ubiquinone-9 (mito) + 1,True,False,False,True,redox,1.5,5.814673954846231,8.722010932269347,1.5 C00080__mito + 2.0 C00125__mito + M8416__mito --> 1.5 C00080__cyto + 2.0 C00126__mito + C01967__mito,cparapsilosis_iDC1003,40.0,1.0
TO1000242_CYTMEM__plas,TO1000242_CYTMEM__plas,1.0 HCO3- (extr) + 1.0 H+ (extr) => 1.0 HCO3- (cyto) + 1.0 H+ (cyto),True,False,False,True,carrier,1.0,8.300838928359374,8.300838928359374,C00080__extr + C00288__extr --> C00080__cyto + C00288__cyto,cparapsilosis_iDC1003,40.0,1.0
R00081__mito,R00081__mito,Oxygen + 4 Ferrocytochrome c + 4 H+ => 4 Ferricytochrome c + 2 H2O,False,False,False,True,redox,2.0,2.9073369774231157,5.814673954846231,C00007__mito + 6.0 C00080__mito + 4.0 C00126__mito --> 2.0 C00001__mito + 2.0 C00080__cyto + 4.0 C00125__mito,cparapsilosis_iDC1003,40.0,1.0
R02537__cyto,R02537__cyto,Phenylacetaldehyde + NADP+ + H2O <=> Phenylacetic acid + NADPH + H+,True,True,False,False,redox,1.0,2.9839508681661417,2.9839508681661417,C00001__cyto + C00006__cyto + C00601__cyto <=> C00005__cyto + C00080__cyto + C07086__cyto,cparapsilosis_iDC1003,40.0,1.0
TI2000430_CYTMEM__plas,TI2000430_CYTMEM__plas,1.0 Phenylacetic acid (cyto) + 1.0 H+ (extr) => 1.0 H+ (cyto) + 1.0 Phenylacetic acid (ext,True,False,False,True,carrier,1.0,2.9839508681661417,2.9839508681661417,C00080__extr + C07086__cyto --> C00080__cyto + C07086__extr,cparapsilosis_iDC1003,40.0,1.0
R00714__cyto,R00714__cyto,Succinate semialdehyde + NADP+ + H2O => Succinate + NADPH + H+,True,False,False,False,redox,1.0,1.0216208590976696,1.0216208590976696,C00001__cyto + C00006__cyto + C00232__cyto --> C00005__cyto + C00042__cyto + C00080__cyto,cparapsilosis_iDC1003,40.0,1.0
R08558__cyto,R08558__cyto,Choline + NADP+ <=> Betaine aldehyde + NADPH + H+,True,True,False,False,redox,1.0,0.967755113321856,0.967755113321856,C00006__cyto + C00114__cyto <=> C00005__cyto + C00080__cyto + C00576__cyto,cparapsilosis_iDC1003,40.0,1.0
R08557__cyto,R08557__cyto,Choline + NAD+ <=> Betaine aldehyde + NADH + H+,True,True,False,False,redox,1.0,-0.9667115236983101,-0.9667115236983101,C00003__cyto + C00114__cyto <=> C00004__cyto + C00080__cyto + C00576__cyto,cparapsilosis_iDC1003,40.0,1.0
R00342__cyto,R00342__cyto,(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,True,True,False,False,redox,1.0,0.9291053636654999,0.9291053636654999,C00003__cyto + C00149__cyto <=> C00004__cyto + C00036__cyto + C00080__cyto,cparapsilosis_iDC1003,40.0,1.0
R00706__cyto,R00706__cyto,3-Oxopropanoate + CoA + NADP+ => Acetyl-CoA + CO2 + NADPH + H+,True,False,False,False,redox,1.0,0.8098105368226297,0.8098105368226297,C00006__cyto + C00010__cyto + C00222__cyto --> C00005__cyto + C00011__cyto + C00024__cyto + C00080__cyto,cparapsilosis_iDC1003,40.0,1.0
R10092__cyto,R10092__cyto,HCO3- + H+ <=> CO2 + H2O,True,True,False,False,redox,-1.0,-0.6240456792656573,0.6240456792656573,C00080__cyto + C00288__cyto <=> C00001__cyto + C00011__cyto,cparapsilosis_iDC1003,40.0,1.0
R00742__cyto,R00742__cyto,ATP + Acetyl-CoA + HCO3- => ADP + Orthophosphate + Malonyl-CoA,True,False,False,False,redox,-1.0,0.5624126562530251,-0.5624126562530251,C00002__cyto + C00024__cyto + C00080__cyto + C00288__cyto --> C00008__cyto + C00009__cyto + C00083__cyto,cparapsilosis_iDC1003,40.0,1.0
TR1000027_CYTMEM__plas,TR1000027_CYTMEM__plas,1.0 D-Glucose (extr) + 1.0 H+ (extr) <=> 1.0 H+ (cyto) + 1.0 D-Glucose (cyto),True,True,False,True,carrier,1.0,0.2864242278073794,0.2864242278073794,C00031__extr + C00080__extr <=> C00031__cyto + C00080__cyto,cparapsilosis_iDC1003,40.0,1.0
R00835__cyto,R00835__cyto,"D-Glucose 6-phosphate + NADP+ => D-Glucono-1,5-lactone 6-phosphate + NADPH + H+",False,False,False,False,redox,1.0,0.21606098068544324,0.21606098068544324,C00006__cyto + C00092__cyto --> C00005__cyto + C00080__cyto + C01236__cyto,cparapsilosis_iDC1003,40.0,1.0
R01528__cyto,R01528__cyto,6-Phospho-D-gluconate + NADP+ => D-Ribulose 5-phosphate + CO2 + NADPH + H+,True,False,False,False,redox,1.0,0.21606098068544324,0.21606098068544324,C00006__cyto + C00345__cyto --> C00005__cyto + C00011__cyto + C00080__cyto + C00199__cyto,cparapsilosis_iDC1003,40.0,1.0
R00214__cyto,R00214__cyto,(S)-Malate + NAD+ => Pyruvate + CO2 + NADH + H+,False,False,False,False,redox,1.0,0.17037494980771953,0.17037494980771953,C00003__cyto + C00149__cyto --> C00004__cyto + C00011__cyto + C00022__cyto + C00080__cyto,cparapsilosis_iDC1003,40.0,1.0
R00100__cyto,R00100__cyto,NADH + 2 Ferricytochrome b5 <=> NAD+ + 2 Ferrocytochrome b5 + H+,True,True,False,False,redox,1.0,0.09675193167080605,0.09675193167080605,C00004__cyto + 2.0 C00996__cyto <=> C00003__cyto + C00080__cyto + 2.0 C00999__cyto,cparapsilosis_iDC1003,40.0,1.0
R02082__cyto,R02082__cyto,(S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADPH + 2 H+ => (R)-Mevalonate + CoA + 2 NADP+,True,False,False,False,redox,-2.0,0.048037332128220485,-0.09607466425644097,2.0 C00005__cyto + 2.0 C00080__cyto + C00356__cyto --> 2.0 C00006__cyto + C00010__cyto + C00418__cyto,cparapsilosis_iDC1003,40.0,1.0
R00858__cyto,R00858__cyto,Sulfite + 3 NADPH + 3 H+ => Hydrogen sulfide + 3 NADP+ + 3 H2O,True,False,False,False,redox,-3.0,0.0313705162571672,-0.0941115487715016,3.0 C00005__cyto + 3.0 C00080__cyto + C00094__cyto --> 3.0 C00001__cyto + 3.0 C00006__cyto + C00283__cyto,cparapsilosis_iDC1003,40.0,1.0
R02222__cyto,R02222__cyto,Stearoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Oleoyl-CoA + 2 Ferricytochrome b5 ,True,True,False,False,redox,-2.0,0.03861083579943322,-0.07722167159886643,C00007__cyto + 2.0 C00080__cyto + C00412__cyto + 2.0 C00999__cyto <=> 2.0 C00001__cyto + C00510__cyto + 2.0 C00996__cyto,cparapsilosis_iDC1003,40.0,1.0
R00711__cyto,R00711__cyto,Acetaldehyde + NADP+ + H2O => Acetate + NADPH + H+,True,False,False,False,redox,1.0,0.07346033893786251,0.07346033893786251,C00001__cyto + C00006__cyto + C00084__cyto --> C00005__cyto + C00033__cyto + C00080__cyto,cparapsilosis_iDC1003,40.0,1.0
R04430__cyto,R04430__cyto,Butyryl-[acp] + NADP+ => But-2-enoyl-[acyl-carrier protein] + NADPH + H+,True,False,False,False,redox,-1.0,0.07145758951348723,-0.07145758951348723,C00005__cyto + C00080__cyto + C04246__cyto --> C00006__cyto + C05745__cyto,cparapsilosis_iDC1003,40.0,1.0
R04533__cyto,R04533__cyto,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] + NADP+ <=> Acetoacetyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.07145758951348723,-0.07145758951348723,C00006__cyto + C04618__cyto <=> C00005__cyto + C00080__cyto + C05744__cyto,cparapsilosis_iDC1003,40.0,1.0
R04536__cyto,R04536__cyto,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxooctanoyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.07145758951348723,-0.07145758951348723,C00006__cyto + C04620__cyto <=> C00005__cyto + C00080__cyto + C05750__cyto,cparapsilosis_iDC1003,40.0,1.0
R04953__cyto,R04953__cyto,(R)-3-Hydroxyhexanoyl-[acp] + NADP+ <=> 3-Oxohexanoyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.07145758951348723,-0.07145758951348723,C00006__cyto + C05747__cyto <=> C00005__cyto + C00080__cyto + C05746__cyto,cparapsilosis_iDC1003,40.0,1.0
R04956__cyto,R04956__cyto,Hexanoyl-[acp] + NADP+ => trans-Hex-2-enoyl-[acp] + NADPH + H+,True,False,False,False,redox,-1.0,0.07145758951348723,-0.07145758951348723,C00005__cyto + C00080__cyto + C05748__cyto --> C00006__cyto + C05749__cyto,cparapsilosis_iDC1003,40.0,1.0
R04959__cyto,R04959__cyto,Octanoyl-[acp] + NADP+ => trans-Oct-2-enoyl-[acp] + NADPH + H+,True,False,False,False,redox,-1.0,0.07145758951348723,-0.07145758951348723,C00005__cyto + C00080__cyto + C05751__cyto --> C00006__cyto + C05752__cyto,cparapsilosis_iDC1003,40.0,1.0
R04566__cyto,R04566__cyto,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxotetradecanoyl-[acp] + ,True,True,False,False,redox,1.0,-0.07145758951348719,-0.07145758951348719,C00006__cyto + C04688__cyto <=> C00005__cyto + C00080__cyto + C05759__cyto,cparapsilosis_iDC1003,40.0,1.0
R04964__cyto,R04964__cyto,(R)-3-Hydroxydodecanoyl-[acp] + NADP+ <=> 3-Oxododecanoyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.07145758951348719,-0.07145758951348719,C00006__cyto + C05757__cyto <=> C00005__cyto + C00080__cyto + C05756__cyto,cparapsilosis_iDC1003,40.0,1.0
R04962__cyto,R04962__cyto,Decanoyl-[acp] + NADP+ => trans-Dec-2-enoyl-[acp] + NADPH + H+,True,False,False,False,redox,-1.0,0.07145758951348719,-0.07145758951348719,C00005__cyto + C00080__cyto + C05754__cyto --> C00006__cyto + C05755__cyto,cparapsilosis_iDC1003,40.0,1.0
R04725__cyto,R04725__cyto,Dodecanoyl-[acyl-carrier protein] + NADP+ => trans-Dodec-2-enoyl-[acp] + NADPH + H+,True,False,False,False,redox,-1.0,0.07145758951348719,-0.07145758951348719,C00005__cyto + C00080__cyto + C05758__cyto --> C00006__cyto + C05223__cyto,cparapsilosis_iDC1003,40.0,1.0
R04534__cyto,R04534__cyto,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxodecanoyl-[acp] + NADPH,True,True,False,False,redox,1.0,-0.07145758951348719,-0.07145758951348719,C00006__cyto + C04619__cyto <=> C00005__cyto + C00080__cyto + C05753__cyto,cparapsilosis_iDC1003,40.0,1.0
R04967__cyto,R04967__cyto,Tetradecanoyl-[acp] + NADP+ => trans-Tetradec-2-enoyl-[acp] + NADPH + H+,True,False,False,False,redox,-1.0,0.07145758951348719,-0.07145758951348719,C00005__cyto + C00080__cyto + C05760__cyto --> C00006__cyto + C05761__cyto,cparapsilosis_iDC1003,40.0,1.0
R04543__cyto,R04543__cyto,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxohexadecanoyl-[acp] + NADPH,True,True,False,False,redox,1.0,-0.07133479252468358,-0.07133479252468358,C00006__cyto + C04633__cyto <=> C00005__cyto + C00080__cyto + C05762__cyto,cparapsilosis_iDC1003,40.0,1.0
R04970__cyto,R04970__cyto,Hexadecanoyl-[acp] + NADP+ => trans-Hexadec-2-enoyl-[acp] + NADPH + H+,True,False,False,False,redox,-1.0,0.07133479252468358,-0.07133479252468358,C00005__cyto + C00080__cyto + C05763__cyto --> C00006__cyto + C05764__cyto,cparapsilosis_iDC1003,40.0,1.0
R07761__cyto,R07761__cyto,(2E)-Octadecenoyl-CoA + NADPH + H+ <=> Stearoyl-CoA + NADP+,True,True,False,False,redox,-1.0,0.06233232664741827,-0.06233232664741827,C00005__cyto + C00080__cyto + C16218__cyto <=> C00006__cyto + C00412__cyto,cparapsilosis_iDC1003,40.0,1.0
R07759__cyto,R07759__cyto,3-Oxostearoyl-CoA + NADPH + H+ <=> 3-Hydroxyoctadecanoyl-CoA + NADP+,True,True,False,False,redox,-1.0,0.06233232664741827,-0.06233232664741827,C00005__cyto + C00080__cyto + C16216__cyto <=> C00006__cyto + C16217__cyto,cparapsilosis_iDC1003,40.0,1.0
R00575__cyto,R00575__cyto,2 ATP + L-Glutamine + HCO3- + H2O => 2 ADP + Orthophosphate + L-Glutamate + Carbamoyl phos,True,False,False,False,carrier,-1.0,0.061633023012632265,-0.061633023012632265,C00001__cyto + 2.0 C00002__cyto + C00064__cyto + C00080__cyto + C00288__cyto --> 2.0 C00008__cyto + C00009__cyto + C00025__cyto + C00169__cyto,cparapsilosis_iDC1003,40.0,1.0
R03313__cyto,R03313__cyto,L-Glutamate 5-semialdehyde + Orthophosphate + NADP+ => L-Glutamyl 5-phosphate + NADPH + H+,True,False,False,False,redox,-1.0,0.053148096096645205,-0.053148096096645205,C00005__cyto + C00080__cyto + C03287__cyto --> C00006__cyto + C00009__cyto + C01165__cyto,cparapsilosis_iDC1003,40.0,1.0
R07168__cyto,R07168__cyto,"NAD+ + 5-Methyltetrahydropteroyltri-L-glutamate <=> NADH + H+ + 5,10-methylenetetrahydropt",True,True,False,False,redox,1.0,-0.0477570337571631,-0.0477570337571631,C00003__cyto + C04489__cyto <=> C00004__cyto + C00080__cyto + M8983__cyto,cparapsilosis_iDC1003,40.0,1.0
R01061__cyto,R01061__cyto,D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate +,True,True,False,False,redox,1.0,0.042278753097289554,0.042278753097289554,C00003__cyto + C00009__cyto + C00118__cyto <=> C00004__cyto + C00080__cyto + C00236__cyto,cparapsilosis_iDC1003,40.0,1.0
R07509__cyto,R07509__cyto,14-Demethyllanosterol + 6 Ferrocytochrome b5 + 3 Oxygen + 6 H+ <=> 4alpha-Methylzymosterol,True,True,False,False,redox,-6.0,0.006748978261395328,-0.04049386956837197,3.0 C00007__cyto + 6.0 C00080__cyto + 6.0 C00999__cyto + C05108__cyto <=> 4.0 C00001__cyto + 6.0 C00996__cyto + C15808__cyto,cparapsilosis_iDC1003,40.0,1.0
R05640__cyto,R05640__cyto,"Lanosterol + 3 [Reduced NADPH---hemoprotein reductase] + 3 Oxygen <=> 4,4-Dimethyl-5alpha-",True,True,False,False,redox,-6.0,0.006748978261395328,-0.04049386956837197,3.0 C00007__cyto + 6.0 C00080__cyto + C01724__cyto + 3.0 C03024__cyto <=> 4.0 C00001__cyto + C00058__cyto + 3.0 C03161__cyto + C11455__cyto,cparapsilosis_iDC1003,40.0,1.0
R12403__cyto,R12403__cyto,4alpha-Methylzymosterol + 6 Ferrocytochrome b5 + 3 Oxygen + 6 H+ <=> 4alpha-Carboxy-5alpha,True,True,False,False,redox,-6.0,0.006748978261395328,-0.04049386956837197,3.0 C00007__cyto + 6.0 C00080__cyto + 6.0 C00999__cyto + C05103__cyto <=> 4.0 C00001__cyto + 6.0 C00996__cyto + C22112__cyto,cparapsilosis_iDC1003,40.0,1.0
R01773__cyto,R01773__cyto,L-Homoserine + NAD+ <=> L-Aspartate 4-semialdehyde + NADH + H+,True,True,False,False,redox,1.0,-0.03824313192434529,-0.03824313192434529,C00003__cyto + C00263__cyto <=> C00004__cyto + C00080__cyto + C00441__cyto,cparapsilosis_iDC1003,40.0,1.0
R02291__cyto,R02291__cyto,L-Aspartate 4-semialdehyde + Orthophosphate + NADP+ => 4-Phospho-L-aspartate + NADPH + H+,True,False,False,False,redox,-1.0,0.03824313192434529,-0.03824313192434529,C00005__cyto + C00080__cyto + C03082__cyto --> C00006__cyto + C00009__cyto + C00441__cyto,cparapsilosis_iDC1003,40.0,1.0
R02016_Cyto__cyto,R02016_Cyto__cyto,Thioredoxin + NADP+ <=> Thioredoxin disulfide + NADPH + H+,True,True,False,False,redox,-1.0,0.032400744015569985,-0.032400744015569985,C00005__cyto + C00080__cyto + C00343__cyto <=> C00006__cyto + C00342__cyto,cparapsilosis_iDC1003,40.0,1.0
TO1000048_CYTMEM__plas,TO1000048_CYTMEM__plas,1.0 Sulfate (extr) + 1.0 H+ (extr) => 1.0 H+ (cyto) + 1.0 Sulfate (cyto),True,False,False,True,carrier,1.0,0.0313705162571672,0.0313705162571672,C00059__extr + C00080__extr --> C00059__cyto + C00080__cyto,cparapsilosis_iDC1003,40.0,1.0
R08551__cyto,R08551__cyto,[Oxidized NADPH---hemoprotein reductase] + NADPH + H+ <=> [Reduced NADPH---hemoprotein red,True,True,False,False,redox,1.0,0.027863131146367934,0.027863131146367934,C00005__cyto + C03161__cyto <=> C00006__cyto + C00080__cyto + C03024__cyto,cparapsilosis_iDC1003,40.0,1.0
R05578__cyto,R05578__cyto,tRNA(Glu) + L-Glutamate + ATP => L-Glutamyl-tRNA(Glu) + Diphosphate + AMP,False,False,False,False,redox,1.0,0.02583617125463661,0.02583617125463661,C00002__cyto + C00025__cyto + C01641__cyto --> C00013__cyto + C00020__cyto + C00080__cyto + C02987__cyto,cparapsilosis_iDC1003,40.0,1.0
R11043__cyto,R11043__cyto,Oleoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Linoleoyl-CoA + 2 Ferricytochrome b5,True,True,False,False,redox,-2.0,0.009215661090805039,-0.018431322181610078,C00007__cyto + 2.0 C00080__cyto + C00510__cyto + 2.0 C00999__cyto <=> 2.0 C00001__cyto + 2.0 C00996__cyto + C02050__cyto,cparapsilosis_iDC1003,40.0,1.0
R02874__cyto,R02874__cyto,"Squalene + Oxygen + [Reduced NADPH---hemoprotein reductase] <=> (S)-2,3-Epoxysqualene + [O",True,True,False,False,redox,-2.0,0.007616196362181951,-0.015232392724363901,C00007__cyto + 2.0 C00080__cyto + C00751__cyto + C03024__cyto <=> C00001__cyto + C01054__cyto + C03161__cyto,cparapsilosis_iDC1003,40.0,1.0
R01041__cyto,R01041__cyto,Glycerol + NADP+ <=> D-Glyceraldehyde + NADPH + H+,True,True,False,False,redox,1.0,-0.014045223843445557,-0.014045223843445557,C00006__cyto + C00116__cyto <=> C00005__cyto + C00080__cyto + C00577__cyto,cparapsilosis_iDC1003,40.0,1.0
R07505__cyto,R07505__cyto,"Episterol + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> 5,7,24(28)-Ergostatrienol + 2 Ferricy",True,True,False,False,redox,-2.0,0.006748978261395328,-0.013497956522790656,C00007__cyto + 2.0 C00080__cyto + 2.0 C00999__cyto + C15777__cyto <=> 2.0 C00001__cyto + 2.0 C00996__cyto + C15778__cyto,cparapsilosis_iDC1003,40.0,1.0
R07140__cyto,R07140__cyto,S-(Hydroxymethyl)glutathione + NADP+ <=> S-Formylglutathione + NADPH + H+,True,True,False,False,redox,1.0,0.010446387070806702,0.010446387070806702,C00006__cyto + C14180__cyto <=> C00005__cyto + C00080__cyto + C01031__cyto,cparapsilosis_iDC1003,40.0,1.0
R06985__cyto,R06985__cyto,trans-Hex-2-enoyl-CoA + NADPH + H+ <=> Hexanoyl-CoA + NADP+,False,True,False,False,redox,-1.0,0.008477785962371993,-0.008477785962371993,C00005__cyto + C00080__cyto + C05271__cyto <=> C00006__cyto + C05270__cyto,cparapsilosis_iDC1003,40.0,1.0
R06223__cyto,R06223__cyto,"2 trans,trans-Farnesyl diphosphate + NADPH + H+ <=> Squalene + 2 Diphosphate + NADP+",True,True,False,False,redox,-1.0,0.007855833303926939,-0.007855833303926939,C00005__cyto + C00080__cyto + 2.0 C00448__cyto <=> C00006__cyto + 2.0 C00013__cyto + C00751__cyto,cparapsilosis_iDC1003,40.0,1.0
R12404__cyto,R12404__cyto,"4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol + NADP+ <=> Zymosterone + NADPH + H+ + C",True,True,False,False,redox,1.0,0.006748978261395328,0.006748978261395328,C00006__cyto + C22112__cyto <=> C00005__cyto + C00011__cyto + C00080__cyto + C22136__cyto,cparapsilosis_iDC1003,40.0,1.0
R05639__cyto,R05639__cyto,"14-Demethyllanosterol + NADP+ <=> 4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + NA",True,True,False,False,redox,1.0,-0.006748978261395328,-0.006748978261395328,C00006__cyto + C05108__cyto <=> C00005__cyto + C00080__cyto + C11455__cyto,cparapsilosis_iDC1003,40.0,1.0
R07494__cyto,R07494__cyto,4alpha-Methylzymosterol-4-carboxylate + NADP+ <=> 3-Keto-4-methylzymosterol + NADPH + H+ +,True,True,False,False,redox,1.0,0.006748978261395328,0.006748978261395328,C00006__cyto + C15808__cyto <=> C00005__cyto + C00011__cyto + C00080__cyto + C15816__cyto,cparapsilosis_iDC1003,40.0,1.0
R12405__cyto,R12405__cyto,Zymosterone + NADPH + H+ <=> Zymosterol + NADP+,True,True,False,False,redox,-1.0,0.006748978261395328,-0.006748978261395328,C00005__cyto + C00080__cyto + C22136__cyto <=> C00006__cyto + C05437__cyto,cparapsilosis_iDC1003,40.0,1.0
R07506__cyto,R07506__cyto,"5,7,24(28)-Ergostatrienol + NADPH + H+ + Oxygen => Ergosta-5,7,22,24(28)-tetraen-3beta-ol ",True,False,False,False,redox,-1.0,0.006748978261395328,-0.006748978261395328,C00005__cyto + C00007__cyto + C00080__cyto + C15778__cyto --> 2.0 C00001__cyto + C00006__cyto + C05440__cyto,cparapsilosis_iDC1003,40.0,1.0
R07495__cyto,R07495__cyto,3-Keto-4-methylzymosterol + NADPH + H+ <=> 4alpha-Methylzymosterol + NADP+,True,True,False,False,redox,-1.0,0.006748978261395328,-0.006748978261395328,C00005__cyto + C00080__cyto + C15816__cyto <=> C00006__cyto + C05103__cyto,cparapsilosis_iDC1003,40.0,1.0
R05641__cyto,R05641__cyto,"Ergosterol + NADP+ <=> Ergosta-5,7,22,24(28)-tetraen-3beta-ol + NADPH + H+",False,True,False,False,redox,1.0,-0.006748978261395328,-0.006748978261395328,C00006__cyto + C01694__cyto <=> C00005__cyto + C00080__cyto + C05440__cyto,cparapsilosis_iDC1003,40.0,1.0
R02413__cyto,R02413__cyto,Shikimate + NADP+ <=> 3-Dehydroshikimate + NADPH + H+,True,True,False,False,redox,1.0,-0.006544678966032586,-0.006544678966032586,C00006__cyto + C00493__cyto <=> C00005__cyto + C00080__cyto + C02637__cyto,cparapsilosis_iDC1003,40.0,1.0
R01513__cyto,R01513__cyto,3-Phospho-D-glycerate + NAD+ <=> 3-Phosphonooxypyruvate + NADH + H+,True,True,False,False,redox,1.0,0.004020275760947698,0.004020275760947698,C00003__cyto + C00197__cyto <=> C00004__cyto + C00080__cyto + C03232__cyto,cparapsilosis_iDC1003,40.0,1.0
R01130__cyto,R01130__cyto,IMP + NAD+ + H2O <=> Xanthosine 5'-phosphate + NADH + H+,True,True,False,False,redox,1.0,0.003960509399961765,0.003960509399961765,C00001__cyto + C00003__cyto + C00130__cyto <=> C00004__cyto + C00080__cyto + C00655__cyto,cparapsilosis_iDC1003,40.0,1.0
R12205__cyto,R12205__cyto,"Linoleoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> (9Z,12Z,15Z)-Octadecatrienoyl-CoA",True,True,False,False,redox,-2.0,0.0016825869508004941,-0.0033651739016009883,C00007__cyto + 2.0 C00080__cyto + 2.0 C00999__cyto + C02050__cyto <=> 2.0 C00001__cyto + 2.0 C00996__cyto + C16162__cyto,cparapsilosis_iDC1003,40.0,1.0
R07409__cyto,R07409__cyto,Choline + Oxygen + 2 Reduced ferredoxin + 2 H+ <=> Betaine aldehyde + 2 H2O + 2 Oxidized f,True,True,False,False,redox,-2.0,-0.0010435896235458457,0.0020871792470916915,C00007__cyto + 2.0 C00080__cyto + C00114__cyto + 2.0 C00138__cyto <=> 2.0 C00001__cyto + 2.0 C00139__cyto + C00576__cyto,cparapsilosis_iDC1003,40.0,1.0
R08161__cyto,R08161__cyto,Hexadecanoyl-[acp] + 2 Reduced ferredoxin + Oxygen + 2 H+ <=> Hexadecenoyl-[acyl-carrier p,True,True,False,False,redox,-2.0,0.0010435896235458457,-0.0020871792470916915,C00007__cyto + 2.0 C00080__cyto + 2.0 C00138__cyto + C05764__cyto <=> 2.0 C00001__cyto + 2.0 C00139__cyto + C16520__cyto,cparapsilosis_iDC1003,40.0,1.0
