ion,inner_compartment,outer_compartment,atp_synthase,growth,n_ion_reactions,n_translocating,n_uncosted,n_uncosted_reversible,atp_synthase_draw,redox_translocated,redox_in_compartment,carrier_translocated,carrier_in_compartment,pure_ion_translocated,other_in_compartment,chain_supplies_fraction,chain_supplies_fraction_incl_chemistry,carrier_supplies_fraction,strain,experiment,T_C,kcat_scale,status
H+,C_00003,C_00002,['T_ATP_synthase__mito'],0.06537954957756927,79,12,13,3,14.473285408225042,28.947084057507155,11.414134659426388,1.0001906884972227,0,0,0,2.000035461268302,2.7886701311090443,0.06910598805222365,cauris_iRV973,candida_B5_respire,40.0,1.0,optimal
H+,C_00003,C_00002,['T_ATP_synthase__mito'],0.055924073938399474,74,10,12,4,10.579699425260305,28.79356461013202,5.551810086435093,1.499034091455781,0,0,0,2.721586261834993,3.2463469249951844,0.14168966727699814,chaemulonii_draft,candida_B5_respire,40.0,1.0,optimal
H+,C_00003,C_00002,['T_ATP_synthase__mito'],0.043204969209159075,77,15,16,3,9.437701426354423,20.133303052220064,5.1795424713791425,0.03609237372725714,0,0,0,2.1332845936404157,2.6820985725310242,0.00382427585878809,cduobushaemulonii_draft,candida_B5_respire,40.0,1.0,optimal
H+,C_00003,C_00002,['T00485__cyto'],0.08301797244476543,87,11,8,2,30.02191386966215,33.63275631328814,8.240491055828517,11.603137639529677,0,0,0,1.1202735594839885,1.3947560955276257,0.3864889390431208,cparapsilosis_iDC1003,candida_B5_respire,40.0,1.0,optimal
H+,c,p,"['ATPS4rppNo2', 'ATPS4rpp_REVNo1']",0.52475849071416,16,16,12,0,144.00086941499737,178.09756515711888,0.0,48.50440181866245,0,0,0,1.2367811797292554,1.2367811797292554,0.33683409006981196,eciML1515,,37.0,1.0,optimal
Na+,c0,e0,['ATPS'],0.10396641330490856,4,4,0,0,111.96729764566038,117.2198621483094,0.0,0.0,0,0,0,1.0469115948414836,1.0469115948414836,0.0,mmaripaludis,,37.0,7.223,optimal
H+,c,l,['ATPSu_1'],0.04894082851120204,8,2,1,0,58.382475166491815,10.84060339498015,47.541871771511666,0.0,0,0,0,0.1856824905772757,1.0,0.0,syn6803,syn6803_ecmodel,30.0,1.0,optimal
