carbon_cap,c_max,A_ETC_level,A_ETC_over_Astar,A_ETC_nm2_per_gDW,strain,growth_scale,peak_mu_model,peak_mu,peak_T_C,Topt_C,rmax,CTmax_C,Ea_eV,mu_40C_model,mu_40C,area_used_40C,binds,plateau_1pct_width_C
no carbon cap,,1xA*,1.0,2.0497397131117606e+18,cduobushaemulonii_draft,12.745721252817983,0.04920697369163336,0.6271783703683067,34.5,34.5,0.6271783703683067,51.66987485550375,1.3418116053965858,0.04320496920915877,0.5506784942765215,1.9020826648030548e+18,False,3.0
no carbon cap,,1xA*,1.0,2.0497397131117606e+18,cparapsilosis_iDC1003,12.745721252817983,0.0860235009303455,1.0964315640497122,37.0,37.0,1.0964315640497122,53.290688832309314,1.147492395685059,0.08301797244476555,1.058123935755106,1.8164490810133926e+18,False,2.5
no carbon cap,,0.7xA*,0.7,1.4348177991782323e+18,cauris_iRV973,14.460088700169846,0.05531690480548897,0.7998873501062221,35.5,35.5,0.7998873501062221,52.29086205518908,1.3618428788220516,0.04966026215595897,0.7180917956488546,1.434817799178232e+18,True,2.0
no carbon cap,,0.7xA*,0.7,1.4348177991782323e+18,chaemulonii_draft,14.460088700169846,0.050405551673234475,0.7288687481759651,37.0,37.0,0.7288687481759651,51.074226366817925,1.3659439518541476,0.04700058244563917,0.6796325911235882,1.434817799178232e+18,True,2.0
no carbon cap,,0.7xA*,0.7,1.4348177991782323e+18,cduobushaemulonii_draft,14.460088700169846,0.04770146219085847,0.6897673744076117,34.0,34.0,0.6897673744076117,51.3696060558956,1.3904575375274937,0.040809077451076745,0.5901028797146709,1.4348177991782323e+18,True,2.5
no carbon cap,,0.7xA*,0.7,1.4348177991782323e+18,cparapsilosis_iDC1003,14.460088700169846,0.08105742854092338,1.1720976065094308,36.0,36.0,1.1720976065094308,53.311223060779916,1.2139796791903172,0.0769498375950028,1.1127014770874049,1.434817799178232e+18,True,2.5
no carbon cap,,0.5xA*,0.5,1.0248698565558803e+18,cauris_iRV973,16.364513989850796,0.04890968095604258,0.8003831582442978,34.5,34.5,0.8003831582442978,51.12277007983047,1.4457803779747511,0.04207366767334925,0.6885151232448571,1.0248698565558803e+18,True,2.0
no carbon cap,,0.5xA*,0.5,1.0248698565558803e+18,chaemulonii_draft,16.364513989850796,0.04759846180069107,0.7789256940327878,36.5,36.5,0.7789256940327878,50.572866330848875,1.3796342928192276,0.04386685868612515,0.7178598226599029,1.0248698565558804e+18,True,1.5
no carbon cap,,0.5xA*,0.5,1.0248698565558803e+18,cduobushaemulonii_draft,16.364513989850796,0.04572419074967263,0.7482541591976241,34.0,34.0,0.7482541591976241,51.069663239278185,1.365095147007528,0.03870707713128211,0.6334225052210999,1.0248698565558803e+18,True,2.5
no carbon cap,,0.5xA*,0.5,1.0248698565558803e+18,cparapsilosis_iDC1003,16.364513989850796,0.07303678438852557,1.1952114798997429,35.5,35.5,1.1952114798997429,53.290112939185015,1.2019640728240966,0.06773306346152778,1.1084186645916232,1.0248698565558804e+18,True,2.5
no carbon cap,,0.35xA*,0.35,7.174088995891162e+17,cauris_iRV973,18.381803481283523,0.04348837828254686,0.7993948233094946,34.5,34.5,0.7993948233094946,49.99892292468971,1.4398805954068503,0.03625670358197731,0.6664636001230553,7.17408899589116e+17,True,2.0
no carbon cap,,0.35xA*,0.35,7.174088995891162e+17,chaemulonii_draft,18.381803481283523,0.04553031654941473,0.8369293312519724,36.5,36.5,0.8369293312519724,50.134658357249386,1.37710911917968,0.04151656586746764,0.7631493549935533,7.174088995891162e+17,True,2.0
no carbon cap,,0.35xA*,0.35,7.174088995891162e+17,cduobushaemulonii_draft,18.381803481283523,0.044246848078621843,0.8133368660474342,33.5,33.5,0.8133368660474342,50.77461013798876,1.3596500425877593,0.037130576891434425,0.6825269675650348,7.17408899589116e+17,True,2.5
no carbon cap,,0.35xA*,0.35,7.174088995891162e+17,cparapsilosis_iDC1003,18.381803481283523,0.06611080959592242,1.2152359099807988,35.5,35.5,1.2152359099807988,53.04479308804794,1.180291755210615,0.05974849811124172,1.0982851505826852,7.174088995891162e+17,True,2.5
no carbon cap,,0.2xA*,0.2,4.099479426223521e+17,cauris_iRV973,20.966374385623947,0.03809910026922512,0.7988,34.0,34.0,0.7988,48.723444546667544,1.4851104892050748,0.030439739490609144,0.6382109743609733,4.099479426223521e+17,True,2.0
no carbon cap,,0.2xA*,0.2,4.099479426223521e+17,chaemulonii_draft,20.966374385623947,0.04346217129813882,0.911244155048898,36.5,36.5,0.911244155048898,49.66857693356956,1.3818882284567044,0.03916627304825135,0.8211747440192106,4.0994794262235206e+17,True,2.0
no carbon cap,,0.2xA*,0.2,4.099479426223521e+17,cduobushaemulonii_draft,20.966374385623947,0.04277456057958677,0.8968274512921679,33.5,33.5,0.8968274512921679,50.50217989411858,1.37834906048571,0.03555407665159123,0.7454400820124328,4.0994794262235206e+17,True,2.5
no carbon cap,,0.2xA*,0.2,4.099479426223521e+17,cparapsilosis_iDC1003,20.966374385623947,0.05893070003136566,1.2355631196645134,35.0,35.0,1.2355631196645134,52.05433517970723,1.2869506621986508,0.051338178456278645,1.0763754697903116,4.099479426223521e+17,True,2.0
no carbon cap,,0.1xA*,0.1,2.0497397131117606e+17,cauris_iRV973,23.13496690714702,0.03452782116392938,0.7988000000033967,34.0,34.0,0.7988000000033967,47.761653010356795,1.470635076288422,0.02656176342969231,0.6145055179413996,2.0497397131117603e+17,True,2.0
no carbon cap,,0.1xA*,0.1,2.0497397131117606e+17,chaemulonii_draft,23.13496690714702,0.042083407797288225,0.973598246730236,36.5,36.5,0.973598246730236,49.33830112575454,1.4274246876055001,0.03759941116877365,0.8698611331177925,2.0497397131117603e+17,True,1.5
no carbon cap,,0.1xA*,0.1,2.0497397131117606e+17,cduobushaemulonii_draft,23.13496690714702,0.041793035580229475,0.9668804950978269,33.5,33.5,0.9668804950978269,50.28358739567214,1.3918066292759,0.03450307649169464,0.7982275328301177,2.0497397131117606e+17,True,2.5
no carbon cap,,0.1xA*,0.1,2.0497397131117606e+17,cparapsilosis_iDC1003,23.13496690714702,0.05256466054104207,1.2160816821024252,34.5,34.5,1.2160816821024252,50.85713259118754,1.3586547402990443,0.04487933320501315,1.0382818885128038,2.0497397131117606e+17,True,2.5
no carbon cap,,0.05xA*,0.05,1.0248698565558803e+17,cauris_iRV973,24.396663896258282,0.03274218161125529,0.7988000000000438,34.0,34.0,0.7988000000000438,47.25419387758068,1.464275550766337,0.024622775399211167,0.6007135756076117,1.0248698565558802e+17,True,2.0
no carbon cap,,0.05xA*,0.05,1.0248698565558803e+17,chaemulonii_draft,24.396663896258282,0.04132727090488869,1.0082475380161833,36.5,36.5,1.0082475380161833,49.166630307134554,1.4294524405014135,0.03681598022903484,0.898187095659053,1.0248698565558802e+17,True,1.5
no carbon cap,,0.05xA*,0.05,1.0248698565558803e+17,cduobushaemulonii_draft,24.396663896258282,0.04127166045169112,1.0068908284804035,33.5,33.5,1.0068908284804035,50.17661936486966,1.398862668378538,0.033977576411745564,0.82893951172679,1.0248698565558802e+17,True,2.5
no carbon cap,,0.05xA*,0.05,1.0248698565558803e+17,cparapsilosis_iDC1003,24.396663896258282,0.04863047410791221,1.186421331926425,35.0,35.0,1.186421331926425,50.22440020702614,1.3307293014362511,0.04130990345051516,1.0078238300690987,1.0248698565558803e+17,True,2.5
no carbon cap,,0xA*,0.0,0.0,cauris_iRV973,25.983611546198183,0.03074529479410477,0.7988737968033677,33.5,33.5,0.7988737968033677,46.7349403329815,1.457352032003908,0.02253359885954101,0.585504279504168,0.0,True,1.5
no carbon cap,,0xA*,0.0,0.0,chaemulonii_draft,25.983611546198183,0.03904825826601717,1.0146147743398124,36.0,36.0,1.0146147743398124,48.99179336264054,1.4115316705754715,0.03438225594403585,0.893375182531791,0.009765625,True,1.5
no carbon cap,,0xA*,0.0,0.0,cduobushaemulonii_draft,25.983611546198183,0.03995917857803726,1.0382837738768842,33.5,33.5,1.0382837738768842,50.07592410563188,1.3953868157294238,0.03275645225844036,0.8511309311149005,0.0078125,True,2.5
no carbon cap,,0xA*,0.0,0.0,cparapsilosis_iDC1003,25.983611546198183,0.04395274291028355,1.142050998170724,35.0,35.0,1.142050998170724,49.58241091894173,1.3531655319253022,0.03711485352237157,0.9643779365193483,0.02099609375,True,2.0
c_max 12,12.0,unconstrained,inf,,cauris_iRV973,11.70341539186547,0.06842687836485471,0.800828181472547,36.5,36.5,0.800828181472547,53.028819119595504,1.3286503226331752,0.06537578681826872,0.7651199897042418,2.7454509780584694e+18,False,2.5
c_max 12,12.0,unconstrained,inf,,chaemulonii_draft,11.70341539186547,0.04994523961634686,0.5845298860763628,36.5,36.5,0.5845298860763628,51.58454402455188,1.4227900143939654,0.04664968246694358,0.5459606118092643,2.3237998572737695e+18,False,2.0
c_max 12,12.0,unconstrained,inf,,cduobushaemulonii_draft,11.70341539186547,0.04766679363984176,0.5578642863653992,33.5,33.5,0.5578642863653992,51.680207784436405,1.4450518451757237,0.040670704005854624,0.4759861432601236,2.1109936332464527e+18,False,3.0
c_max 12,12.0,unconstrained,inf,,cparapsilosis_iDC1003,11.70341539186547,0.08157141930738965,0.9546642042584161,37.0,37.0,0.9546642042584161,53.241156732667825,1.147578904214332,0.07854774724387488,0.9192769140903237,1.6213547839087562e+18,False,3.0
c_max 12,12.0,2xA*,2.0,4.0994794262235213e+18,cauris_iRV973,11.703415391867686,0.06842687836485273,0.8008281814726754,36.5,36.5,0.8008281814726754,53.028819119595504,1.3286503226357356,0.06537578681826897,0.7651199897043897,2.7454509780584735e+18,False,2.5
c_max 12,12.0,2xA*,2.0,4.0994794262235213e+18,chaemulonii_draft,11.703415391867686,0.04994523961635142,0.5845298860765269,36.5,36.5,0.5845298860765269,51.58454402455181,1.4227900143940002,0.046649682466942295,0.5459606118093526,2.323799857273748e+18,False,2.0
c_max 12,12.0,2xA*,2.0,4.0994794262235213e+18,cduobushaemulonii_draft,11.703415391867686,0.04766679363984465,0.5578642863655386,33.5,33.5,0.5578642863655386,51.68020778443635,1.4450518451757715,0.04067070400585434,0.47598614326021044,2.1109936332464394e+18,False,3.0
c_max 12,12.0,2xA*,2.0,4.0994794262235213e+18,cparapsilosis_iDC1003,11.703415391867686,0.08157141930739419,0.9546642042586501,37.0,37.0,0.9546642042586501,53.241156732667804,1.1475789042143187,0.07854774724387563,0.9192769140905067,1.6213547839087593e+18,False,3.0
c_max 12,12.0,1xA*,1.0,2.0497397131117606e+18,cauris_iRV973,13.027844277983293,0.061427564365421745,0.8002687429285101,35.5,35.5,0.8002687429285101,53.079993910447165,1.4966275118864383,0.05571843690226431,0.7258911193753372,2.049739713111761e+18,True,2.5
c_max 12,12.0,1xA*,1.0,2.0497397131117606e+18,chaemulonii_draft,13.027844277983293,0.049239614737891825,0.6414860331131459,35.5,35.5,0.6414860331131459,51.59041357437146,1.4227900143939758,0.04456419486741887,0.5805753911064353,2.0497397131117612e+18,True,1.5
c_max 12,12.0,1xA*,1.0,2.0497397131117606e+18,cduobushaemulonii_draft,13.027844277983293,0.047666793639844614,0.6209955647706601,33.5,33.5,0.6209955647706601,51.68020778443634,1.4450518451757617,0.0405826758621676,0.5287047815161908,2.0497397131117604e+18,True,3.0
c_max 12,12.0,1xA*,1.0,2.0497397131117606e+18,cparapsilosis_iDC1003,13.027844277983293,0.08157141930738838,1.0626997482707357,37.0,37.0,1.0626997482707357,53.24115673266783,1.1475789042143338,0.07854774724387509,1.0233078194795961,1.6213547839087572e+18,False,3.0
c_max 12,12.0,0.7xA*,0.7,1.4348177991782323e+18,cauris_iRV973,16.229635796552476,0.04922408654859749,0.798888997101715,34.5,34.5,0.798888997101715,51.795452257551155,1.5499500319367887,0.04204651713209393,0.6823996595673886,1.4348177991782323e+18,True,2.5
c_max 12,12.0,0.7xA*,0.7,1.4348177991782323e+18,chaemulonii_draft,16.229635796552476,0.04331319574824797,0.7029573921788498,34.0,34.0,0.7029573921788498,51.13413520720869,1.5823978924551223,0.036524002096013614,0.5927712518508201,1.434817799178232e+18,True,2.0
c_max 12,12.0,0.7xA*,0.7,1.4348177991782323e+18,cduobushaemulonii_draft,16.229635796552476,0.04579788879616651,0.7432830554127935,32.5,32.5,0.7432830554127935,51.38262979769123,1.4980714326094737,0.036200890735574684,0.5875272721491678,1.4348177991782323e+18,True,2.0
c_max 12,12.0,0.7xA*,0.7,1.4348177991782323e+18,cparapsilosis_iDC1003,16.229635796552476,0.08033561274011888,1.3038177362650105,36.5,36.5,1.3038177362650105,53.24707406057577,1.1804829687909926,0.0762768535724332,1.2379455531875534,1.4348177991782323e+18,True,2.0
c_max 12,12.0,0.5xA*,0.5,1.0248698565558803e+18,cauris_iRV973,19.66254356004209,0.04067501813008409,0.7997743157882801,33.5,33.5,0.7997743157882801,49.86636760025762,1.5289434682550245,0.032345355262685886,0.6359919568175979,1.0248698565558802e+18,True,2.0
c_max 12,12.0,0.5xA*,0.5,1.0248698565558803e+18,chaemulonii_draft,19.66254356004209,0.036624542442723604,0.7201316611466632,33.5,33.5,0.7201316611466632,49.89255828243332,1.7195757042073527,0.029123665269247503,0.5726453369846639,1.0248698565558801e+18,True,2.5
c_max 12,12.0,0.5xA*,0.5,1.0248698565558803e+18,cduobushaemulonii_draft,19.66254356004209,0.041398450341425364,0.8139988331565154,31.0,31.0,0.8139988331565154,50.6732861449136,1.6502600603723931,0.03073607255987102,0.6043493655730783,1.0248698565558803e+18,True,2.0
c_max 12,12.0,0.5xA*,0.5,1.0248698565558803e+18,cparapsilosis_iDC1003,19.66254356004209,0.0705328538203476,1.3868553106566657,34.5,34.5,1.3868553106566657,53.28197043950497,1.3138865955573986,0.06441579817031742,1.2665784374787459,1.0248698565558803e+18,True,2.5
c_max 12,12.0,0.35xA*,0.35,7.174088995891162e+17,cauris_iRV973,23.415415349082128,0.03429789437314401,0.8030994423461139,33.0,33.0,0.8030994423461139,47.93756884413601,1.5193130944282485,0.02506948386062935,0.5870123771837471,7.174088995891163e+17,True,2.0
c_max 12,12.0,0.35xA*,0.35,7.174088995891162e+17,chaemulonii_draft,23.415415349082128,0.031694866953235284,0.7421484741439014,33.5,33.5,0.7421484741439014,48.23605273243062,1.7980941451639887,0.022409843561838824,0.5247357949084102,7.17408899589116e+17,True,2.5
c_max 12,12.0,0.35xA*,0.35,7.174088995891162e+17,cduobushaemulonii_draft,23.415415349082128,0.03735835122579735,0.8747613107089364,30.5,30.5,0.8747613107089364,49.737047426294275,1.764631549636066,0.026637458928093303,0.6237271646454207,7.17408899589116e+17,True,2.5
c_max 12,12.0,0.35xA*,0.35,7.174088995891162e+17,cparapsilosis_iDC1003,23.415415349082128,0.06020807664822877,1.409797122087649,34.0,34.0,1.409797122087649,53.09515525181297,1.3923416626759537,0.052776195811449565,1.2357765454695802,7.174088995891162e+17,True,2.5
c_max 12,12.0,0.2xA*,0.2,4.099479426223521e+17,cauris_iRV973,28.719923259731168,0.027813444791472387,0.7987999999998565,32.0,32.0,0.7987999999998565,44.88319420555545,1.5432227074521718,0.013307470655295577,0.3821895360012134,4.0994794262235206e+17,True,1.0
c_max 12,12.0,0.2xA*,0.2,4.099479426223521e+17,chaemulonii_draft,28.719923259731168,0.026237958460846002,0.7535521534875113,31.5,31.5,0.7535521534875113,45.08536028903283,1.894083685734473,0.014450939080352354,0.41502986141876974,4.099479426223521e+17,True,2.0
c_max 12,12.0,0.2xA*,0.2,4.099479426223521e+17,cduobushaemulonii_draft,28.719923259731168,0.03329673242521535,0.9562796000519873,30.0,30.0,0.9562796000519873,48.530326188983516,1.8506430408073848,0.022538845296363838,0.6473139072745222,4.0994794262235206e+17,True,2.5
c_max 12,12.0,0.2xA*,0.2,4.099479426223521e+17,cparapsilosis_iDC1003,28.719923259731168,0.04779639911538955,1.3727089146854705,32.5,32.5,1.3727089146854705,52.081456065764705,1.552719661079733,0.03853428433814721,1.1067016890602484,4.0994794262235206e+17,True,2.0
c_max 12,12.0,0.1xA*,0.1,2.0497397131117606e+17,cauris_iRV973,35.7561264803455,0.022340227497491722,0.7988000000000065,30.0,30.0,0.7988000000000065,40.56893085224585,1.7731158146831971,0.0025556432978162714,0.09137990499536588,2.04973971311176e+17,True,0.5
c_max 12,12.0,0.1xA*,0.1,2.0497397131117606e+17,chaemulonii_draft,35.7561264803455,0.022499607799620083,0.8044988222413838,31.0,31.0,0.8044988222413838,43.06134949006937,1.982644947503156,0.009145002759362707,0.32698987532688156,2.0497397131117603e+17,True,1.5
c_max 12,12.0,0.1xA*,0.1,2.0497397131117606e+17,cduobushaemulonii_draft,35.7561264803455,0.030591270779173518,1.0938253471746258,30.0,30.0,1.0938253471746258,47.629687567064735,1.9984359863442998,0.01980643620846358,0.7082014381947186,2.0497397131117606e+17,True,2.5
c_max 12,12.0,0.1xA*,0.1,2.0497397131117606e+17,cparapsilosis_iDC1003,35.7561264803455,0.03852579945047189,1.377533357907498,32.0,32.0,1.377533357907498,49.499291963234,1.633761238764216,0.027872523326477903,0.9966134693879242,2.0497397131117606e+17,True,2.0
c_max 12,12.0,0.05xA*,0.05,1.0248698565558803e+17,cauris_iRV973,42.77139702851345,0.01922180825013375,0.822143592272426,28.5,28.5,0.822143592272426,38.50713857141109,2.04572720353693,,,1.0248698565558802e+17,True,0.0
c_max 12,12.0,0.05xA*,0.05,1.0248698565558803e+17,chaemulonii_draft,42.77139702851345,0.020702176573503255,0.8854610135796979,30.5,30.5,0.8854610135796979,42.07774981544464,2.0392580795317174,0.006492034598867998,0.2776733893510292,1.0248698565558803e+17,True,1.5
c_max 12,12.0,0.05xA*,0.05,1.0248698565558803e+17,cduobushaemulonii_draft,42.77139702851345,0.02923853995615263,1.2505732009986583,30.0,30.0,1.2505732009986583,47.163165021060465,1.9981698403841424,0.018440231664538106,0.7887144698217248,1.0248698565558803e+17,True,2.5
c_max 12,12.0,0.05xA*,0.05,1.0248698565558803e+17,cparapsilosis_iDC1003,42.77139702851345,0.03387583856248136,1.4489169408297164,31.5,31.5,1.4489169408297164,47.63898297556473,1.7469991061302281,0.02252722489141745,0.9635208797814264,1.0248698565558803e+17,True,2.0
c_max 12,12.0,0xA*,0.0,0.0,cauris_iRV973,51.52670943544118,0.015840492052278006,0.8162084312921442,27.5,27.5,0.8162084312921442,36.462169547379496,2.4092550448437753,,,0.0,True,0.0
c_max 12,12.0,0xA*,0.0,0.0,chaemulonii_draft,51.52670943544118,0.018533251662142987,0.9549574732891489,30.0,30.0,0.9549574732891489,41.09355051429519,2.128508462013758,0.0036581175383042495,0.18849075947689442,0.0006103515625,True,1.5
c_max 12,12.0,0xA*,0.0,0.0,cduobushaemulonii_draft,51.52670943544118,0.027566983010100604,1.4204359235731974,29.5,29.5,1.4204359235731974,46.685081994079155,2.0748408679365133,0.016806366805522124,0.8659767790535823,-0.001220703125,False,2.5
c_max 12,12.0,0xA*,0.0,0.0,cparapsilosis_iDC1003,51.52670943544118,0.02872562710096137,1.480137040982071,31.5,31.5,1.480137040982071,45.794300117794876,1.752404637883639,0.017075974829447938,0.8798687933638711,0.005859375,True,2.0
c_max 8,8.0,unconstrained,inf,,cauris_iRV973,15.014066915139928,0.05327888436314632,0.7999327349922811,33.0,33.0,0.7999327349922811,52.947310817101226,1.6290996636035397,0.04896736692518025,0.735199323672866,2.0494145848573924e+18,False,3.0
c_max 8,8.0,unconstrained,inf,,chaemulonii_draft,15.014066915139928,0.04157574165865873,0.6242209673096729,35.0,35.0,0.6242209673096729,50.975898936150145,1.4742007938494797,0.03716551148473197,0.5580054763671672,2.7128010315699046e+18,False,2.0
c_max 8,8.0,unconstrained,inf,,cduobushaemulonii_draft,15.014066915139928,0.04192382196327735,0.629447068295059,32.5,32.5,0.629447068295059,51.003336742397536,1.5083064697922395,0.03324095618431331,0.49908194047451443,2.739975958388561e+18,False,2.0
c_max 8,8.0,unconstrained,inf,,cparapsilosis_iDC1003,15.014066915139928,0.07757703718993102,1.1647468274479231,36.5,36.5,1.1647468274479231,53.24026461032794,1.1686303346511193,0.07461823896237166,1.1203232328709494,1.6951219111511468e+18,False,2.5
c_max 8,8.0,2xA*,2.0,4.0994794262235213e+18,cauris_iRV973,15.014066915138265,0.05327888436312942,0.799932734991939,33.0,33.0,0.799932734991939,52.94731081710136,1.6290996635965052,0.04896736692517971,0.7351993236727764,2.0494145848573978e+18,False,3.0
c_max 8,8.0,2xA*,2.0,4.0994794262235213e+18,chaemulonii_draft,15.014066915138265,0.04157574165865897,0.6242209673096073,35.0,35.0,0.6242209673096073,50.97589893615029,1.474200793849498,0.037165511484732135,0.558005476367108,2.7128010315699016e+18,False,2.0
c_max 8,8.0,2xA*,2.0,4.0994794262235213e+18,cduobushaemulonii_draft,15.014066915138265,0.041923821963277694,0.6294470682949945,32.5,32.5,0.6294470682949945,51.003336742397366,1.5083064697922637,0.03324095618431366,0.49908194047446436,2.739975958388564e+18,False,2.0
c_max 8,8.0,2xA*,2.0,4.0994794262235213e+18,cparapsilosis_iDC1003,15.014066915138265,0.07757703718993028,1.164746827447783,36.5,36.5,1.164746827447783,53.24026461032795,1.1686303346511349,0.07461823896237117,1.1203232328708181,1.6951219111511442e+18,False,2.5
c_max 8,8.0,1xA*,1.0,2.0497397131117606e+18,cauris_iRV973,15.014066915139335,0.053278884363136936,0.7999327349921087,33.0,33.0,0.7999327349921087,52.947310817101304,1.6290996636146862,0.048967366925180444,0.7351993236728398,2.0494145848573914e+18,True,3.0
c_max 8,8.0,1xA*,1.0,2.0497397131117606e+18,chaemulonii_draft,15.014066915139335,0.037432756413697255,0.5620179096133617,33.0,33.0,0.5620179096133617,50.74276346416923,1.6671185695053043,0.028560166885383192,0.4288042567246898,2.0497397131117606e+18,True,1.5
c_max 8,8.0,1xA*,1.0,2.0497397131117606e+18,cduobushaemulonii_draft,15.014066915139335,0.040905437444182784,0.6141569749800064,32.0,32.0,0.6141569749800064,51.01645914522305,1.5691638553626857,0.03125926405506578,0.46932868224076735,2.0497397131117601e+18,True,2.0
c_max 8,8.0,1xA*,1.0,2.0497397131117606e+18,cparapsilosis_iDC1003,15.014066915139335,0.07757703718993063,1.1647468274478712,36.5,36.5,1.1647468274478712,53.240264610327955,1.1686303346511344,0.0746182389623715,1.120323232870903,1.6951219111511457e+18,False,2.5
c_max 8,8.0,0.7xA*,0.7,1.4348177991782323e+18,cauris_iRV973,17.195004767710866,0.04647227991780164,0.7990910747529931,33.5,33.5,0.7990910747529931,51.02711698853888,1.5961717395998234,0.03821027684524202,0.6570258925294886,1.4348177991782323e+18,True,2.5
c_max 8,8.0,0.7xA*,0.7,1.4348177991782323e+18,chaemulonii_draft,17.195004767710866,0.03026947029723498,0.5204836860770379,32.0,32.0,0.5204836860770379,48.05017359150974,1.9101680050119727,0.020052302702844697,0.34479944057899603,1.4348177991782323e+18,True,2.0
c_max 8,8.0,0.7xA*,0.7,1.4348177991782323e+18,cduobushaemulonii_draft,17.195004767710866,0.0373496748500565,0.6422278371191721,30.0,30.0,0.6422278371191721,50.50600892755032,1.7610673607587235,0.02710757196783355,0.4661148292279633,1.434817799178232e+18,True,2.5
c_max 8,8.0,0.7xA*,0.7,1.4348177991782323e+18,cparapsilosis_iDC1003,17.195004767710866,0.07474348609612168,1.285214599778143,35.0,35.0,1.285214599778143,53.25438958749132,1.2427613086499858,0.06990631678388927,1.2020394503920822,1.4348177991782323e+18,True,2.5
c_max 8,8.0,0.5xA*,0.5,1.0248698565558803e+18,cauris_iRV973,21.14695025066042,0.03795343113223148,0.8025993199951654,33.0,33.0,0.8025993199951654,48.70214690437014,1.543904355042489,0.028509114975835505,0.6028808360843514,1.0248698565558804e+18,True,2.0
c_max 8,8.0,0.5xA*,0.5,1.0248698565558803e+18,chaemulonii_draft,21.14695025066042,0.025510362233421527,0.5394663610264915,31.5,31.5,0.5394663610264915,45.71230061412265,1.955927952566577,0.01431204251015018,0.30265605094748294,1.0248698565558801e+18,True,2.0
c_max 8,8.0,0.5xA*,0.5,1.0248698565558803e+18,cduobushaemulonii_draft,21.14695025066042,0.03378758343081243,0.7145043459014288,30.5,30.5,0.7145043459014288,48.98232806280606,1.947681388502943,0.02345909398379798,0.49608829340094307,1.0248698565558803e+18,True,2.5
c_max 8,8.0,0.5xA*,0.5,1.0248698565558803e+18,cparapsilosis_iDC1003,21.14695025066042,0.06564033152356008,1.388092825165582,34.5,34.5,1.388092825165582,53.29206535630223,1.39289392338343,0.05872184814829163,1.2417880014187588,1.0248698565558802e+18,True,2.5
c_max 8,8.0,0.35xA*,0.35,7.174088995891162e+17,cauris_iRV973,25.929502424083093,0.030872454118319227,0.8005073738983525,31.5,31.5,0.8005073738983525,45.28964564347536,1.594405819990112,0.014702338521561758,0.38122432233452586,7.17408899589116e+17,True,1.0
