carbon_cap,c_max,A_ETC_level,A_ETC_over_Astar,A_ETC_nm2_per_gDW,strain,growth_scale,peak_mu_model,peak_mu,peak_T_C,Topt_C,rmax,CTmax_C,Ea_eV,mu_40C_model,mu_40C,area_used_40C,binds,plateau_1pct_width_C
c_max 8,8.0,0.35xA*,0.35,7.174088995891162e+17,chaemulonii_draft,25.929502424083093,0.021598811785556574,0.5600464425509036,31.0,31.0,0.5600464425509036,43.088658887963845,1.9084190897610904,0.008916215093263827,0.23119302087443067,7.174088995891162e+17,True,2.0
c_max 8,8.0,0.35xA*,0.35,7.174088995891162e+17,cduobushaemulonii_draft,25.929502424083093,0.0297291815353818,0.7708628846876887,30.0,30.0,0.7708628846876887,47.62138901474008,1.8878821339325433,0.01936048035202032,0.502007622219124,7.17408899589116e+17,True,2.5
c_max 8,8.0,0.35xA*,0.35,7.174088995891162e+17,cparapsilosis_iDC1003,25.929502424083093,0.05629879444637442,1.4597997270702214,33.0,33.0,1.4597997270702214,53.127135945092,1.4208407591432382,0.047708016062329967,1.23704511813638,7.174088995891162e+17,True,2.0
c_max 8,8.0,0.2xA*,0.2,4.099479426223521e+17,cauris_iRV973,37.28371824059167,0.021424901745198465,0.7988000000003402,28.0,28.0,0.7988000000003402,39.0675597698436,2.022341051156848,,,4.099479426223521e+17,True,0.0
c_max 8,8.0,0.2xA*,0.2,4.099479426223521e+17,chaemulonii_draft,37.28371824059167,0.016342263074865877,0.6093003318969246,30.0,30.0,0.6093003318969246,40.0732246442853,2.0108176292172377,0.0009573106117792186,0.03569209911830482,4.0994794262235206e+17,True,1.5
c_max 8,8.0,0.2xA*,0.2,4.099479426223521e+17,cduobushaemulonii_draft,37.28371824059167,0.0256709890663191,0.9571099233059508,30.0,30.0,0.9571099233059508,46.16530385567426,1.8888313728933612,0.01526186672024269,0.5690191386229914,4.099479426223521e+17,True,2.5
c_max 8,8.0,0.2xA*,0.2,4.099479426223521e+17,cparapsilosis_iDC1003,37.28371824059167,0.04251587548399183,1.5851499222972303,32.0,32.0,1.5851499222972303,50.848887971968544,1.6225864358589612,0.03200105412096346,1.1931182852479265,4.09947942622352e+17,True,2.0
c_max 8,8.0,0.1xA*,0.1,2.0497397131117606e+17,cauris_iRV973,53.94157413419058,0.014808614928300093,0.7987999999795807,26.0,26.0,0.7987999999795807,35.09105683874261,2.6251856337264305,,,2.0497397131117603e+17,True,0.5
c_max 8,8.0,0.1xA*,0.1,2.0497397131117606e+17,chaemulonii_draft,53.94157413419058,0.013163410106647304,0.7100550621264691,29.0,29.0,0.7100550621264691,38.062596065366286,2.138445426173391,,,2.0497397131117603e+17,True,1.5
c_max 8,8.0,0.1xA*,0.1,2.0497397131117606e+17,cduobushaemulonii_draft,53.94157413419058,0.02298799497819748,1.2400086353128401,29.5,29.5,1.2400086353128401,45.15044549117922,1.9109222539090653,0.01252945763242314,0.6758586677405528,2.0497397131117603e+17,True,2.5
c_max 8,8.0,0.1xA*,0.1,2.0497397131117606e+17,cparapsilosis_iDC1003,53.94157413419058,0.03341591963094998,1.8025073060350427,31.0,31.0,1.8025073060350427,47.171240101615254,1.704400208878493,0.02139123914574783,1.1538771122025562,2.0497397131117603e+17,True,2.5
c_max 8,8.0,0.05xA*,0.05,1.0248698565558803e+17,cauris_iRV973,69.88064019637723,0.011878910730887897,0.8301058867100616,25.0,25.0,0.8301058867100616,33.03586133166139,2.9235133653153933,,,1.0248698565558802e+17,True,0.0
c_max 8,8.0,0.05xA*,0.05,1.0248698565558803e+17,chaemulonii_draft,69.88064019637723,0.011690092279590438,0.8169111324525067,28.5,28.5,0.8169111324525067,37.03508308101656,2.151697634817091,,,1.0248698565558803e+17,True,1.5
c_max 8,8.0,0.05xA*,0.05,1.0248698565558803e+17,cduobushaemulonii_draft,69.88064019637723,0.02164682793237587,1.5126941941352468,29.5,29.5,1.5126941941352468,44.62814840233305,1.8911197960091146,0.011163253088464923,0.7800952724961141,1.0248698565558803e+17,True,2.5
c_max 8,8.0,0.05xA*,0.05,1.0248698565558803e+17,cparapsilosis_iDC1003,69.88064019637723,0.028948154254160596,2.0229155517842234,31.0,31.0,2.0229155517842234,45.32877456069339,1.7529882393730358,0.016045940710679798,1.1213006094154165,1.0248698565558803e+17,True,2.0
c_max 8,8.0,0xA*,0.0,0.0,cauris_iRV973,100.19445391679723,0.008747316227436703,0.8764325726455593,25.0,25.0,0.8764325726455593,30.919127659945197,2.9349609093834603,,,0.0,True,0.0
c_max 8,8.0,0xA*,0.0,0.0,chaemulonii_draft,100.19445391679723,0.010135655463662177,1.015536464270434,27.5,27.5,1.015536464270434,35.9798269279126,2.245049726420962,,,0.0,True,1.5
c_max 8,8.0,0xA*,0.0,0.0,cduobushaemulonii_draft,100.19445391679723,0.0200723622928749,2.0111393787547125,29.5,29.5,2.0111393787547125,44.09225904414713,1.9536888452709171,0.009643465498087443,0.9662217594463464,0.0018310546875,True,2.5
c_max 8,8.0,0xA*,0.0,0.0,cparapsilosis_iDC1003,100.19445391679723,0.02395121291837935,2.3997786990019585,30.5,30.5,2.3997786990019585,43.5064772824375,1.9923957949877806,0.010634657215039891,1.0655336722532496,0.0,True,2.0
c_max 20,20.0,unconstrained,inf,,cauris_iRV973,11.702874781044791,0.06855343950772161,0.8022723183687949,37.0,37.0,0.8022723183687949,53.027893780338474,1.3260537027956818,0.06537954957756954,0.7651286819474062,2.745511734780051e+18,False,2.0
c_max 20,20.0,unconstrained,inf,,chaemulonii_draft,11.702874781044791,0.05577980049119439,0.6527840204601086,37.5,37.5,0.6527840204601086,51.80363708031683,1.3847939741534543,0.05343315546657138,0.6253215275813838,2.317877536562084e+18,False,2.0
c_max 20,20.0,unconstrained,inf,,cduobushaemulonii_draft,11.702874781044791,0.04920697369163451,0.5758630514673639,34.5,34.5,0.5758630514673639,51.6698748555037,1.3418116053964868,0.043204969209158915,0.5056223445736826,1.902082664803052e+18,False,3.0
c_max 20,20.0,unconstrained,inf,,cparapsilosis_iDC1003,11.702874781044791,0.08316359378982119,0.9732531244639516,37.0,37.0,0.9732531244639516,53.27113355875837,1.145928515544614,0.08009554263373728,0.9373481059624619,1.6743372902543954e+18,False,2.5
c_max 20,20.0,2xA*,2.0,4.0994794262235213e+18,cauris_iRV973,11.702874781046878,0.06855343950772778,0.8022723183690103,37.0,37.0,0.8022723183690103,53.027893780338175,1.3260537027898167,0.06537954957756938,0.7651286819475407,2.7455117347800315e+18,False,2.0
c_max 20,20.0,2xA*,2.0,4.0994794262235213e+18,chaemulonii_draft,11.702874781046878,0.055779800491193986,0.6527840204602203,37.5,37.5,0.6527840204602203,51.80363708081397,1.3847939741534527,0.05343315546657095,0.6253215275814903,2.317877536562086e+18,False,2.0
c_max 20,20.0,2xA*,2.0,4.0994794262235213e+18,cduobushaemulonii_draft,11.702874781046878,0.049206973691634764,0.5758630514674697,34.5,34.5,0.5758630514674697,51.669874855503686,1.3418116053965063,0.04320496920915922,0.5056223445737763,1.9020826648030533e+18,False,3.0
c_max 20,20.0,2xA*,2.0,4.0994794262235213e+18,cparapsilosis_iDC1003,11.702874781046878,0.08316359378982288,0.973253124464145,37.0,37.0,0.973253124464145,53.271133558758365,1.1459285155444854,0.08009554263373737,0.9373481059626302,1.6743372902543954e+18,False,2.5
c_max 20,20.0,1xA*,1.0,2.0497397131117606e+18,cauris_iRV973,12.745721252817644,0.06267201236252397,0.7987999999258718,36.0,36.0,0.7987999999258718,53.070895252209596,1.3961643332047011,0.05796621812704132,0.738821258327294,2.0497397131117606e+18,True,2.5
c_max 20,20.0,1xA*,1.0,2.0497397131117606e+18,chaemulonii_draft,12.745721252817644,0.05449548363440826,0.6945842439416534,37.0,37.0,0.6945842439416534,51.64399139394923,1.3789674257840272,0.05163195949159223,0.6580865634166068,2.0497397131117606e+18,True,2.0
c_max 20,20.0,1xA*,1.0,2.0497397131117606e+18,cduobushaemulonii_draft,12.745721252817644,0.04920697369163362,0.6271783703682933,34.5,34.5,0.6271783703682933,51.66987485550368,1.3418116053965243,0.04320496920915898,0.5506784942765095,1.902082664803052e+18,False,3.0
c_max 20,20.0,1xA*,1.0,2.0497397131117606e+18,cparapsilosis_iDC1003,12.745721252817644,0.0831635937898215,1.0599799848276212,37.0,37.0,1.0599799848276212,53.27113355875837,1.1459285155446917,0.08009554263373735,1.0208754600027878,1.6743372902543962e+18,False,2.5
c_max 20,20.0,0.7xA*,0.7,1.4348177991782323e+18,cauris_iRV973,15.03222508651542,0.05316841583349209,0.7992395943025035,34.5,34.5,0.7992395943025035,52.30722213519079,1.4609457630262292,0.04643753757726034,0.6980595173248954,1.4348177991782323e+18,True,2.0
c_max 20,20.0,0.7xA*,0.7,1.4348177991782323e+18,chaemulonii_draft,15.03222508651542,0.05040555167323891,0.7577075983621112,37.0,37.0,0.7577075983621112,51.0742263668172,1.3659439518545091,0.04700058244564071,0.7065233345201966,1.4348177991782323e+18,True,2.0
c_max 20,20.0,0.7xA*,0.7,1.4348177991782323e+18,cduobushaemulonii_draft,15.03222508651542,0.047701462190860626,0.7170591166089219,34.0,34.0,0.7170591166089219,51.36960605589559,1.3904575375275587,0.04080907745107576,0.6134512378176118,1.4348177991782323e+18,True,2.5
c_max 20,20.0,0.7xA*,0.7,1.4348177991782323e+18,cparapsilosis_iDC1003,15.03222508651542,0.08081563826443146,1.214838864901342,36.0,36.0,1.214838864901342,53.28155387884545,1.1784388533704406,0.07682179055792025,1.1548024472158023,1.434817799178232e+18,True,2.5
c_max 20,20.0,0.5xA*,0.5,1.0248698565558803e+18,cauris_iRV973,17.81155568869043,0.04484728982212832,0.7988000001536781,34.0,34.0,0.7988000001536781,50.90662849276318,1.4761656976889233,0.03748491492524057,0.6676646496767455,1.0248698565558802e+18,True,2.0
c_max 20,20.0,0.5xA*,0.5,1.0248698565558803e+18,chaemulonii_draft,17.81155568869043,0.04759846180069064,0.8478026530590055,36.5,36.5,0.8478026530590055,50.57286633084888,1.3796342928192187,0.04386685868669193,0.7813369963859268,1.0248698565558803e+18,True,1.5
c_max 20,20.0,0.5xA*,0.5,1.0248698565558803e+18,cduobushaemulonii_draft,17.81155568869043,0.04572419074967252,0.8144189698580959,34.0,34.0,0.8144189698580959,51.069663239278185,1.365095147008024,0.03870707713128185,0.6894332598702625,1.0248698565558802e+18,True,2.5
c_max 20,20.0,0.5xA*,0.5,1.0248698565558803e+18,cparapsilosis_iDC1003,17.81155568869043,0.07303678438852727,1.3008987524591293,35.5,35.5,1.3008987524591293,53.285982174590956,1.217969277194723,0.06773306346152738,1.2064312318105979,1.0248698565558806e+18,True,2.5
c_max 20,20.0,0.35xA*,0.35,7.174088995891162e+17,cauris_iRV973,20.679097690851663,0.03864180503519688,0.79907766127368,33.5,33.5,0.79907766127368,49.36963746622447,1.5560153651986226,0.030749100943456027,0.6358636623155862,7.174088995891163e+17,True,2.5
c_max 20,20.0,0.35xA*,0.35,7.174088995891162e+17,chaemulonii_draft,20.679097690851663,0.04553031654941479,0.9415258638207487,36.5,36.5,0.9415258638207487,50.134658357249386,1.3771091191796803,0.041516565867467936,0.8585251213620472,7.174088995891162e+17,True,2.0
c_max 20,20.0,0.35xA*,0.35,7.174088995891162e+17,cduobushaemulonii_draft,20.679097690851663,0.04424684807862403,0.9149848939301385,33.5,33.5,0.9149848939301385,50.77461013798873,1.3596500425837346,0.03713057689143654,0.7678268268556955,7.17408899589116e+17,True,2.5
c_max 20,20.0,0.35xA*,0.35,7.174088995891162e+17,cparapsilosis_iDC1003,20.679097690851663,0.06501458474141364,1.3444429491978465,35.0,35.0,1.3444429491978465,53.05414608709923,1.2395484308621232,0.05877137737382718,1.2153390541392812,7.174088995891162e+17,True,2.5
c_max 20,20.0,0.2xA*,0.2,4.099479426223521e+17,cauris_iRV973,24.647120097679558,0.032497050235052595,0.800958699963667,33.5,33.5,0.800958699963667,47.483712364305234,1.5126810515768885,0.02401328696512872,0.5918583677695706,4.099479426223521e+17,True,2.0
c_max 20,20.0,0.2xA*,0.2,4.099479426223521e+17,chaemulonii_draft,24.647120097679558,0.04340719235560176,1.0698622830915947,36.5,36.5,1.0698622830915947,49.6690665622809,1.381888228456708,0.03813388603260292,0.9398904688367892,4.099479426223521e+17,True,1.5
c_max 20,20.0,0.2xA*,0.2,4.099479426223521e+17,cduobushaemulonii_draft,24.647120097679558,0.0427745605795868,1.0542697317305456,33.5,33.5,1.0542697317305456,50.50217989411855,1.3783490604873196,0.03555407665159203,0.8763055971938933,4.0994794262235206e+17,True,2.5
c_max 20,20.0,0.2xA*,0.2,4.099479426223521e+17,cparapsilosis_iDC1003,24.647120097679558,0.055948619294397754,1.3789723390483732,34.5,34.5,1.3789723390483732,52.08314542020272,1.2764269110110258,0.04896341745526558,1.2068072304127504,4.0994794262235206e+17,True,2.0
c_max 20,20.0,0.1xA*,0.1,2.0497397131117606e+17,cauris_iRV973,28.26257548760623,0.02843558025597559,0.8036627335183955,33.0,33.0,0.8036627335183955,46.155180572753466,1.5364264081164645,0.01952274431283956,0.5517630348668633,2.0497397131117603e+17,True,2.0
c_max 20,20.0,0.1xA*,0.1,2.0497397131117606e+17,chaemulonii_draft,28.26257548760623,0.04117095021501563,1.163597088348357,35.0,35.0,1.163597088348357,49.34724275602684,1.4274246876054992,0.034898453840722404,0.9863201860741585,2.0497397131117603e+17,True,1.5
c_max 20,20.0,0.1xA*,0.1,2.0497397131117606e+17,cduobushaemulonii_draft,28.26257548760623,0.04179303558022995,1.181178822942462,33.5,33.5,1.181178822942462,50.283587395672136,1.3918066292760258,0.03370723670561139,0.9526533218709535,2.0497397131117603e+17,True,2.0
c_max 20,20.0,0.1xA*,0.1,2.0497397131117606e+17,cparapsilosis_iDC1003,28.26257548760623,0.04891504343210546,1.3824651074794179,33.5,33.5,1.3824651074794179,50.89843320608602,1.4048145406016874,0.040834761675194516,1.1540955343635948,2.0497397131117603e+17,True,2.0
c_max 20,20.0,0.05xA*,0.05,1.0248698565558803e+17,cauris_iRV973,30.441616761681978,0.026414727854211045,0.8041070222020188,33.0,33.0,0.8041070222020188,45.48169758767061,1.5250322263818028,0.017277472986791883,0.5259542112742314,1.0248698565558802e+17,True,2.0
c_max 20,20.0,0.05xA*,0.05,1.0248698565558803e+17,chaemulonii_draft,30.441616761681978,0.03982751431688703,1.2124139274050771,35.0,35.0,1.2124139274050771,49.18127131882305,1.4723855726858568,0.03310292688498626,1.0077066139227309,1.0248698565558803e+17,True,2.0
c_max 20,20.0,0.05xA*,0.05,1.0248698565558803e+17,cduobushaemulonii_draft,30.441616761681978,0.041188228840030275,1.2538362774406586,33.0,33.0,1.2538362774406586,50.177432404495804,1.3988626683786198,0.03273511854284995,0.9965099333296676,1.0248698565558802e+17,True,1.5
c_max 20,20.0,0.05xA*,0.05,1.0248698565558803e+17,cparapsilosis_iDC1003,30.441616761681978,0.044221958810162415,1.34618792254985,33.0,33.0,1.34618792254985,50.273956733844074,1.4881108582865987,0.035489793252890416,1.080366685155817,1.0248698565558802e+17,True,2.5
c_max 20,20.0,0xA*,0.0,0.0,cauris_iRV973,33.022889985172974,0.024296768825241562,0.8023495239111325,33.0,33.0,0.8023495239111325,44.80034312627614,1.5625771393544297,0.014984315568140769,0.49482540450982726,0.0009765625,True,1.5
c_max 20,20.0,0xA*,0.0,0.0,chaemulonii_draft,33.022889985172974,0.035748637625967264,1.180523327442132,35.0,35.0,1.180523327442132,49.033298962884146,1.5420328296901205,0.029045272137244473,0.9591588263776342,0.0,True,1.5
c_max 20,20.0,0xA*,0.0,0.0,cduobushaemulonii_draft,33.022889985172974,0.039881735190208656,1.317010153604062,33.0,33.0,1.317010153604062,50.07674599124431,1.395386815729424,0.03113216942039171,1.0280742057693617,0.0087890625,True,1.5
c_max 20,20.0,0xA*,0.0,0.0,cparapsilosis_iDC1003,33.022889985172974,0.038920547152392404,1.2852689467761915,33.0,33.0,1.2852689467761915,49.63998618151556,1.6572469935388616,0.029958610058264275,0.9893198840627576,-0.0078125,False,2.5
