,f_metab,f_bio,f_chaperone,f_other
16,0.988855616935461,0.00021786468687584837,0.0,0.010926518377663112
25,0.9883466610218314,0.00013512190459236004,0.0,0.011518217073576247
30,0.9864333459420386,0.00012698884958300513,0.0,0.013439665208378268
37,0.9877067093152564,9.577547478652047e-05,0.0,0.01219751520995706
43,0.9877117418317617,0.00018118796582027133,0.0,0.012107070202418056
