temp_C,growth,mu_pred
15.0,0.001546330835475291,0.011860829427019215
15.5,0.0019367868917999926,0.014855746540853032
16.0,0.002407898745947525,0.01846931823902921
16.5,0.0029739823174688637,0.022811351993525672
17.0,0.003648737124266807,0.02798692728756151
17.5,0.00444734932599857,0.03411252660031482
18.0,0.005385684813026239,0.04130984615291455
18.5,0.006479861012601366,0.04970251153119743
19.0,0.007745751846684665,0.05941228056110501
19.5,0.0091672660465184,0.07031572830043133
20.0,0.01081362036869464,0.0829437683962406
20.5,0.012670169430896973,0.09718406629659648
21.0,0.014744777388161224,0.11309694247065584
21.5,0.017041109338447113,0.13071050933830725
22.0,0.01955809987180802,0.15001659488011165
22.5,0.022289347047251388,0.1709660942548717
23.0,0.025222856694026016,0.1934670085124696
23.5,0.028340927273477534,0.21738356144915996
24.0,0.03162197071716171,0.24255016599159365
24.5,0.035037925976110634,0.2687515853303402
25.0,0.038560803179131097,0.2957731286112237
25.5,0.04177565022636917,0.3204319865906851
26.0,0.044988684758406686,0.34507694202540357
26.5,0.048163352232282644,0.3694276104149239
27.0,0.05126384730698485,0.39320935386638445
27.5,0.054256361837141,0.4161628535869983
28.0,0.05710993834755376,0.4380506562942058
28.5,0.059797142731380794,0.4586623340160137
29.0,0.062294493324072775,0.47781777521904745
29.5,0.06458266046644552,0.4953687155182178
30.0,0.06664646140641683,0.5111986985714871
30.5,0.06849280723322153,0.5253607345424559
31.0,0.07048108807953311,0.5406114554296603
31.5,0.0728736995567462,0.558963515652032
32.0,0.07510605302164983,0.5760863480114468
32.5,0.07717710600218813,0.5919719564290881
33.0,0.07903172320570206,0.6061974363837271
33.5,0.0806603911763576,0.6186898167657411
34.0,0.08206446174029007,0.6294594664941467
34.5,0.08325931320852675,0.6386243419077725
35.0,0.08424508040792085,0.6461854771697296
35.5,0.08500997511353617,0.6520524529971532
36.0,0.08556286643100848,0.656293298136999
36.5,0.08589909667090682,0.6588722866898686
37.0,0.08602350093034544,0.6598265053262334
37.5,0.08594328166377424,0.6592111990698144
38.0,0.0857017686457907,0.657358720515426
38.5,0.08530370565058115,0.6543054558588122
39.0,0.08471960388981145,0.649825217093877
39.5,0.08395481499350806,0.6439590528561674
40.0,0.08301797244476448,0.6367731845958309
40.5,0.08191925762864273,0.628345706643512
41.0,0.08067883822040023,0.6188313112233325
41.5,0.07929961120532907,0.6082522190966029
42.0,0.0777974947560997,0.5967305275057131
42.5,0.0761722813031314,0.5842646443286315
43.0,0.07445974756391842,0.5711289879071016
43.5,0.07264121286187976,0.5571802717506615
44.0,0.07071634168374505,0.5424159223701333
44.5,0.06869241744916445,0.5268918058170333
45.0,0.06657906341169176,0.5106817353830039
45.5,0.06438293951544515,0.493836794871955
46.0,0.06210835388658355,0.4763900289263064
46.5,0.05975585124728932,0.4583456157314385
47.0,0.05733468335728844,0.4397745191079596
47.5,0.05482583153346363,0.4205308599521195
48.0,0.05218410861379311,0.4002680389407099
48.5,0.049412781991523574,0.37901111797709663
49.0,0.04635546952430348,0.3555605983037623
49.5,0.0428486809350344,0.3286624596003758
50.0,0.0386828478006952,0.2967092481049619
50.5,0.035599686931766364,0.2730604633019445
51.0,0.03253015453404415,0.249516213032304
51.5,0.02887975999252271,0.22151657284857854
52.0,0.02410269211748125,0.18487500435153403
52.5,0.0170462224647906,0.1307497285778177
53.0,0.007816237192902085,0.05995292467775179
53.5,0.0017701463980465944,0.013577563097375485
54.0,0.0001902327485161223,0.0014591432375396249
54.5,0.0,0.0
55.0,0.0,0.0
55.5,0.0,0.0
56.0,0.0,0.0
56.5,0.0,0.0
57.0,0.0,0.0
57.5,0.0,0.0
58.0,0.0,0.0
58.5,0.0,0.0
59.0,0.0,0.0
59.5,0.0,0.0
60.0,0.0,0.0
60.5,0.0,0.0
61.0,0.0,0.0
61.5,0.0,0.0
62.0,0.0,0.0
62.5,0.0,0.0
63.0,0.0,0.0
63.5,0.0,0.0
64.0,0.0,0.0
64.5,0.0,0.0
65.0,0.0,0.0
65.5,0.0,0.0
66.0,0.0,0.0
66.5,0.0,0.0
67.0,0.0,0.0
67.5,0.0,0.0
68.0,0.0,0.0
68.5,0.0,0.0
69.0,0.0,0.0
69.5,0.0,0.0
70.0,0.0,0.0
70.5,0.0,0.0
71.0,0.0,0.0
71.5,0.0,0.0
72.0,0.0,0.0
72.5,0.0,0.0
73.0,0.0,0.0
73.5,0.0,0.0
74.0,0.0,0.0
74.5,0.0,0.0
75.0,0.0,0.0
