strain,role,growth_scale,thermal_limit_C,peak_mu,peak_T_C,pheno_sigma,pheno_w,pool_budget,mu_22C,mu_24C,mu_26C,mu_28C,mu_30C,mu_32C,mu_34C,mu_36C,mu_38C,mu_40C,mu_42C,mu_44C
cauris_iRV973,calibrate_on,2.0741244879538137,54.530029296875,0.7987999999999544,34.0,10.231397335263933,8.788454874341648,0.3569742369684501,0.18712541299405003,0.30234272453087424,0.43504957364411945,0.5660151630450817,0.6785425342306228,0.7595218976704969,0.7987999999999544,0.7930540996791723,0.7452183940596814,0.6635309821868148,0.5598882706904657,0.44739056001355454
chaemulonii_draft,predict,2.0741244879538137,53.555908203125,0.7304977220741969,34.0,10.231397335263933,8.788454874341648,0.3569742369684501,0.2212987060709116,0.3190770240509867,0.4293606537190098,0.538847463774443,0.6313748757361113,0.6996078033772875,0.7304977220741969,0.7192024056487663,0.6688878464237682,0.588410818459606,0.48909408272826993,0.383336967515383
cduobushaemulonii_draft,predict,2.0741244879538137,52.718505859375,0.5536769372990493,34.0,10.231397335263933,8.788454874341648,0.3569742369684501,0.2132044702677251,0.2931445899350985,0.375400354472116,0.44949729817104717,0.5073655122841936,0.5423626500801868,0.5536769372990493,0.5380969388831442,0.4962336704928549,0.4346495628102891,0.3611441087724917,0.2843035520066611
cparapsilosis_iDC1003,predict,2.0741244879538137,53.333740234375,0.6830694123217931,36.0,10.231397335263933,8.788454874341648,0.3569742369684501,0.22903076169237038,0.33890863581481184,0.4532020291520194,0.555362804219123,0.6297155256111713,0.6684930189860024,0.6716875927755795,0.6830694123217931,0.6560615067834493,0.5914085110839233,0.49729192526458,0.3905572484688472
