,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
f_metab,-0.2865448754382228,0.3299673588443641,-0.014018996397094662,0.4211056323355788,0.03666921313980137,0.31060490311827205,0.45844155844155837,0.45844155844155837,0.37869990971595247
f_maint,0.04973205059075386,-0.26857420654212094,0.10790873999161782,0.09264532259184664,-0.10001388985346203,-0.0298492950899368,0.1183673469387755,0.1183673469387755,0.14293353705118408
dTopt,0.7763545852666204,-0.2968678380443086,0.7569841029253217,0.8426696298354052,-0.7520938954094034,-0.7661504271129939,0.34620902906617185,0.34620902906617185,-0.24002361275088543
dCp_scale,0.008655861839121341,-0.07614417667893603,0.42602249611389126,-0.1881380651434127,-0.4286478227654698,-0.24985068407528296,0.6052071737786023,0.6052071737786023,0.29284672546704626
