rxn_id,mw_kDa,kcat_s,source,group
R11099__pero,16.63,15.0,ec_class_prior,Spontaneous
R05046__cyto,31.64,79.0,ec_class_prior,Folate biosynthesis
R00582__cyto,34.32,79.0,ec_class_prior,Biosynthesis of antibiotics
R04536__cyto,152.495,13.7,ec_class_prior,Fatty acid biosynthesis
R11005__mito,55.935,13.7,ec_class_prior,
R00405__mito,33.83,10.0,ec_class_prior,Biosynthesis of antibiotics
R00770__cyto,91.206667,13.7,ec_class_prior,
R08281__mito,38.4775,13.7,ec_class_prior,Drug metabolism - cytochrome P450
R02731__cyto,58.688571,79.0,ec_class_prior,Fructose and mannose metabolism
R04946__cyto,66.65,13.7,ec_class_prior,Selenocompound metabolism
R00014__mito,52.596667,13.7,ec_class_prior,Pyruvate metabolism
R00177__cyto,41.95,13.7,ec_class_prior,Cysteine and methionine metabolism
R11220__cyto,54.23,13.7,ec_class_prior,
R00209__mito,46.7225,13.7,ec_class_prior,Biosynthesis of antibiotics
R01279__cyto,78.966667,13.7,ec_class_prior,Fatty acid metabolism
R04962__mito,135.89,13.7,ec_class_prior,Fatty acid biosynthesis
R02326__cyto,16.93,10.0,ec_class_prior,Pyrimidine metabolism
R00904__cyto,55.306667,13.7,ec_class_prior,beta-Alanine metabolism
R11005__cyto,55.935,13.7,ec_class_prior,
R00515__cyto,69.56,79.0,ec_class_prior,Pyrimidine metabolism
R03450__mito,65.831111,79.0,ec_class_prior,
R00341__cyto,61.34,6.9,ec_class_prior,Biosynthesis of antibiotics
R08281__cyto,38.4775,13.7,ec_class_prior,Drug metabolism - cytochrome P450
R00925__cyto,74.865,10.0,ec_class_prior,
R03970__cyto,63.55,13.7,ec_class_prior,Cyanoamino acid metabolism
R00086__cyto,76.445,79.0,ec_class_prior,Purine metabolism
R03259__cyto,68.285,79.0,ec_class_prior,
R00236__cyto,74.865,10.0,ec_class_prior,Pyruvate metabolism
R04962__cyto,135.89,13.7,ec_class_prior,Fatty acid biosynthesis
R02731__mito,58.688571,79.0,ec_class_prior,Fructose and mannose metabolism
R11220__mito,54.23,13.7,ec_class_prior,
R08964__cyto,128.86,13.7,ec_class_prior,
R01274__cyto,37.3,79.0,ec_class_prior,Fatty acid elongation
R09510__cyto,56.985,13.7,ec_class_prior,
R02283__cyto,49.23,13.7,ec_class_prior,2-Oxocarboxylic acid metabolism
R04557__cyto,42.41,13.7,ec_class_prior,
R00751__cyto,41.945,15.0,ec_class_prior,Biosynthesis of antibiotics
