rxn_id,mw_kDa,kcat_s,source,group
R09644__cyto,58.688571,13.7,default_13.7,
R03772__cyto,45.632857,295.8903,dlkcat,Microbial metabolism in diverse environments
R04483__cyto,44.248,3.4453,dlkcat,
R00927__cyto,43.62,0.508,dlkcat,Biosynthesis of antibiotics
R04952__pero,125.355,13.7,default_13.7,Fatty acid biosynthesis
R00719__cyto,76.445,18.2306,dlkcat,Purine metabolism
R03050__mito,53.475,4.7846,dlkcat,
R04949__cyto,90.946667,13.7,default_13.7,
R03659__cyto,72.685,5.3598,dlkcat,Aminoacyl-tRNA biosynthesis
R04911__cyto,28.28,55.0354,dlkcat,Tryptophan metabolism
R04960__pero,125.355,13.7,default_13.7,Fatty acid biosynthesis
R11319__cyto,26.775,205.771,dlkcat,Thiamine metabolism
R04360__mito,32.443333,13.7,default_13.7,Ether lipid metabolism
R00122__cyto,76.445,13.7,default_13.7,Purine metabolism
R07948__cyto,78.966667,16.1886,dlkcat,Non enzymatic
R01354__cyto,74.865,4.8092,dlkcat,Propanoate metabolism
R00330__cyto,16.93,13.7,default_13.7,Purine metabolism
R01082__cyto,52.25,7.3895,dlkcat,Biosynthesis of antibiotics
R00994__cyto,39.45,7.7351,dlkcat,2-Oxocarboxylic acid metabolism
R00335__cyto,76.445,13.7,default_13.7,Purine metabolism
R04360__cyto,32.443333,13.7,default_13.7,Ether lipid metabolism
R05069__mito,44.25,2.1987,dlkcat,2-Oxocarboxylic acid metabolism
R09365__cyto,86.19,1.3585,dlkcat,Selenocompound metabolism
R01320__cyto,23.06,13.7,default_13.7,Glycerophospholipid metabolism
R03096__cyto,61.08,9.8509,dlkcat,Tryptophan metabolism
R04957__cyto,125.355,13.7,default_13.7,Fatty acid biosynthesis
R04586__cyto,63.46,13.7,default_13.7,
R01899__cyto,46.725,5.0511,dlkcat,2-Oxocarboxylic acid metabolism
R12026__cyto,51.81,1.1763,dlkcat,Thiamine metabolism
R07238__cyto,41.150714,32.9868,dlkcat,
R07364__cyto,21.35,32.277,dlkcat,Cysteine and methionine metabolism
R03646__cyto,71.13,0.4903,dlkcat,Aminoacyl-tRNA biosynthesis
R00115__cyto,53.25,65.6354,dlkcat,Glutathione metabolism
R09099__cyto,52.95,12.4039,dlkcat,Microbial metabolism in diverse environments
R11319__mito,26.775,205.771,dlkcat,Thiamine metabolism
R03992__cyto,60.836667,100.3328,dlkcat,
R00926__cyto,74.865,4.8092,dlkcat,Propanoate metabolism
T_ATP_synthase__mito,41.941429,13.7,default_13.7,Oxidative Phosphorilation
R09366__cyto,42.64,1.0487,dlkcat,Selenocompound metabolism
R02124__cyto,38.4775,2.3081,dlkcat,Retinol metabolism
R00271__cyto,47.585,4.9668,dlkcat,2-Oxocarboxylic acid metabolism
R01579__cyto,32.27,92.9686,dlkcat,D-Glutamine and D-glutamate metabolism
R08121__cyto,30.37,10.2498,dlkcat,Microbial metabolism in diverse environments
R00156__cyto,16.93,13.7,default_13.7,Pyrimidine metabolism
R03552__cyto,66.342143,46.2295,dlkcat,
R00217__mito,50.416,219.9792,dlkcat,Pyruvate metabolism
R02410__cyto,56.79,43.7311,dlkcat,Galactose metabolism
R00707__cyto,64.43,12.2356,dlkcat,Arginine and proline metabolism
R01959__cyto,28.28,65.8973,dlkcat,Tryptophan metabolism
R11527__cyto,53.451111,13.7,default_13.7,Glycerolipid metabolism
R00409__pero,61.61,40.1183,dlkcat,Propanoate metabolism
R07892__pero,78.966667,31.0035,dlkcat,alpha-Linolenic acid metabolism
R01201__cyto,63.24,10.4322,dlkcat,Amino sugar and nucleotide sugar metabolism
R10828__cyto,42.41,13.7,default_13.7,Fatty acid elongation
R01858__cyto,55.58,33.8514,dlkcat,Purine metabolism
R04958__cyto,42.41,13.7,default_13.7,Fatty acid biosynthesis
R05724__cyto,43.77,3.609,dlkcat,
R05071__cyto,44.25,2.3233,dlkcat,2-Oxocarboxylic acid metabolism
R00876__cyto,56.2525,29.0623,dlkcat,
R09375__cyto,29.15,0.4132,dlkcat,Riboflavin metabolism
R01920__cyto,34.615,9.479,dlkcat,Glutathione metabolism
R00494__mito,63.55,9.5979,dlkcat,Glutathione metabolism
R00217__cyto,50.416,219.9792,dlkcat,Pyruvate metabolism
R05064__cyto,52.66,69.2272,dlkcat,"Valine, leucine and isoleucine degradation"
R00715__cyto,40.53,0.8696,dlkcat,Biosynthesis of antibiotics
R07140__cyto,44.558,15.919,dlkcat,
R01138__cyto,55.58,22.3372,dlkcat,Purine metabolism
R01641__cyto,73.8,3.8529,dlkcat,Biosynthesis of antibiotics
R05068__mito,44.25,3.1134,dlkcat,2-Oxocarboxylic acid metabolism
R00472__pero,62.28,3.5132,dlkcat,Pyruvate metabolism
R00875__cyto,40.66,11.2479,dlkcat,Fructose and mannose metabolism
R03875__cyto,88.146667,13.7,default_13.7,Lysine degradation
R00274__cyto,18.375,131.3662,dlkcat,Glutathione metabolism
R00714__cyto,54.16,34.6734,dlkcat,"Alanine, aspartate and glutamate metabolism"
R03655__cyto,58.62,6.8289,dlkcat,Aminoacyl-tRNA biosynthesis
R00158__cyto,32.75,13.7,default_13.7,Pyrimidine metabolism
R03435__cyto,69.276667,13.7,default_13.7,Inositol phosphate metabolism
R07136__cyto,34.54,1049.1239,dlkcat,Cysteine and methionine metabolism
R01139__cyto,56.2525,22.9348,dlkcat,
R04480__cyto,69.17,13.7,default_13.7,Glycerophospholipid metabolism
R02940__cyto,55.306667,54.6888,dlkcat,
R01175__cyto,78.966667,54.8617,dlkcat,Fatty acid metabolism
R02199__mito,41.47,1.8049,dlkcat,Glucosinolate biosynthesis
R03098__cyto,154.18,0.7679,dlkcat,Lysine biosynthesis
R02530__cyto,35.81,638.8655,dlkcat,Pyruvate metabolism
R04954__cyto,131.93,13.7,default_13.7,Fatty acid biosynthesis
R01799__cyto,47.92,27.5501,dlkcat,Glycerophospholipid metabolism
R00342__pero,34.54,132.5453,dlkcat,Biosynthesis of antibiotics
R04988__mito,39.63,35.4524,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R06154__cyto,77.515,134.0537,dlkcat,
R03991__cyto,43.62,0.508,dlkcat,Fatty acid elongation
R04544__cyto,131.93,13.7,default_13.7,Fatty acid biosynthesis
R03332__cyto,34.33,13.7,default_13.7,Inositol phosphate metabolism
R00185__cyto,37.84,0.436,dlkcat,Purine metabolism
R11098__cyto,16.63,9.9969,dlkcat,Spontaneous
R01397__cyto,243.08,9.8479,dlkcat,Pyrimidine metabolism
R07763__cyto,99.44,13.7,default_13.7,Fatty acid biosynthesis
R05196__cyto,93.168,41.7953,dlkcat,Starch and sucrose metabolism
R07393__cyto,54.56,45.7493,dlkcat,Cysteine and methionine metabolism
R01108__cyto,38.71,16.6526,dlkcat,Glutathione metabolism
R02382__cyto,77.515,458.4444,dlkcat,Tyrosine metabolism
R00965__cyto,69.37,0.066,dlkcat,Pyrimidine metabolism
R11219__cyto,38.78,13.7,default_13.7,
R00619__cyto,33.08,0.8475,dlkcat,Thiamine metabolism
R12118__cyto,59.65,2.3081,dlkcat,
R06830__cyto,45.6025,32.8902,dlkcat,Spontaneous
R01518__cyto,28.415,25.2094,dlkcat,Biosynthesis of antibiotics
R00022__cyto,110.29,2.4963,dlkcat,Amino sugar and nucleotide sugar metabolism
R01234__cyto,65.31,0.7011,dlkcat,Purine metabolism
R01049__cyto,39.355,37.5817,dlkcat,Biosynthesis of antibiotics
R00999__cyto,66.65,2.5966,dlkcat,Cysteine and methionine metabolism
R07237__cyto,41.150714,56.3141,dlkcat,
R04014__cyto,43.845,13.7,default_13.7,Biosynthesis of antibiotics
R02750__cyto,34.68,21.7117,dlkcat,Pentose phosphate pathway
R07896__cyto,78.966667,31.591,dlkcat,alpha-Linolenic acid metabolism
R06835__cyto,30.37,1.3362,dlkcat,Chlorocyclohexane and chlorobenzene degradation
R03527__cyto,90.946667,13.7,default_13.7,Starch and sucrose metabolism
R04956__mito,135.89,13.7,default_13.7,Fatty acid biosynthesis
R07395__cyto,25.66,4.8636,dlkcat,Cysteine and methionine metabolism
R02222__cyto,56.175,13.9086,dlkcat,Fatty acid metabolism
R11217__cyto,38.78,13.7,default_13.7,
R04764__cyto,29.65,1.0394,dlkcat,Steroid hormone biosynthesis
R03804__cyto,32.385,102.8631,dlkcat,
R04952__cyto,125.355,13.7,default_13.7,Fatty acid biosynthesis
R01513__cyto,50.81,16.5621,dlkcat,Biosynthesis of antibiotics
R02473__cyto,33.9,3.292,dlkcat,Pantothenate and CoA biosynthesis
R01325__cyto,73.98,78.1878,dlkcat,2-Oxocarboxylic acid metabolism
R07235__mito,39.63,59.6353,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R03613__cyto,71.98,13.7,default_13.7,
R04983__cyto,39.223571,56.9672,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R07953__cyto,43.62,0.7187,dlkcat,Fatty acid metabolism
R00836__cyto,66.704483,28.56,dlkcat,
R02251__cyto,62.095,13.7,default_13.7,Glycerolipid metabolism
R07760__cyto,24.525,1.1696,dlkcat,Fatty acid metabolism
R08163__cyto,43.845,13.7,default_13.7,Fatty acid biosynthesis
R00968__cyto,62.18,23.1206,dlkcat,Pyrimidine metabolism
R01325__mito,73.98,78.1878,dlkcat,2-Oxocarboxylic acid metabolism
R07859__cyto,103.7,13.7,default_13.7,alpha-Linolenic acid metabolism
R04957__pero,125.355,13.7,default_13.7,Fatty acid biosynthesis
R07015__cyto,42.41,10.5437,dlkcat,Metabolism of xenobiotics by cytochrome P450
R02848__cyto,56.2525,22.9348,dlkcat,
R01676__cyto,52.64,34.1033,dlkcat,Purine metabolism
R00650__cyto,36.63,8.2898,dlkcat,Cysteine and methionine metabolism
R01896__cyto,40.66,11.8123,dlkcat,Pentose and glucuronate interconversions
R00430__cyto,55.58,22.3372,dlkcat,Purine metabolism
R03681__cyto,45.42,3.1698,dlkcat,
R04604__cyto,75.8,0.4276,dlkcat,
R01230__cyto,58.52,2.211,dlkcat,Purine metabolism
R07761__cyto,42.41,6.4642,dlkcat,Fatty acid metabolism
R04325__cyto,24.2,19.0675,dlkcat,Biosynthesis of antibiotics
R01326__cyto,53.923333,22.9348,dlkcat,Fructose and mannose metabolism
R01827__cyto,35.86,166.0456,dlkcat,Biosynthesis of antibiotics
R00524__cyto,46.92,1.0527,dlkcat,Cyanoamino acid metabolism
R07892__cyto,78.966667,31.0035,dlkcat,alpha-Linolenic acid metabolism
R03777__cyto,78.966667,36.739,dlkcat,Fatty acid metabolism
R06522__cyto,73.98,13.7,default_13.7,Sphingolipid metabolism
R03118__cyto,210.25,3.8505,dlkcat,Starch and sucrose metabolism
R01548__cyto,62.71,42.8154,dlkcat,Pyrimidine metabolism
R03180__cyto,61.08,7.1937,dlkcat,Arginine and proline metabolism
R00308__cyto,51.48,13.7,default_13.7,Starch and sucrose metabolism
R00967__cyto,62.71,23.1206,dlkcat,Pyrimidine metabolism
R08198__cyto,46.644,2.077,dlkcat,
R07950__cyto,78.966667,72.2193,dlkcat,Fatty acid metabolism
R04730__cyto,78.17,7.4306,dlkcat,
R02909__cyto,51.21,16.4061,dlkcat,Tryptophan metabolism
R01547__cyto,27.523333,72.181,dlkcat,Purine metabolism
R03778__cyto,43.62,0.508,dlkcat,Fatty acid elongation
R01177__cyto,42.53,12.4559,dlkcat,Fatty acid elongation
R00742__mito,253.56,4.3615,dlkcat,Biosynthesis of antibiotics
R10852__cyto,28.64,1.4882,dlkcat,
R04673__mito,53.475,4.9828,dlkcat,
R07891__cyto,43.62,0.508,dlkcat,alpha-Linolenic acid metabolism
R12428__mito,62.095,13.7,default_13.7,Lipoic acid metabolism
R01268__cyto,26.5,0.1899,dlkcat,Nicotinate and nicotinamide metabolism
R01015__cyto,26.77,2817.1265,dlkcat,Biosynthesis of antibiotics
R01731__cyto,55.22,90.5908,dlkcat,"Phenylalanine, tyrosine and tryptophan biosynthesis"
R00028__cyto,40.045,8.9324,dlkcat,Starch and sucrose metabolism
R10851__cyto,28.64,1.4882,dlkcat,"Glycine, serine and threonine metabolism"
R08193__cyto,58.82,1.4545,dlkcat,Biosynthesis of antibiotics
R02164__mito,30.874,14.1259,dlkcat,Oxidative Phosphorilation
R07486__cyto,42.42,1.5485,dlkcat,Steroid biosynthesis
R04326__cyto,24.2,14.3997,dlkcat,One carbon pool by folate
R01986__cyto,55.306667,36.8122,dlkcat,Arginine and proline metabolism
R12205__cyto,45.82,1.1936,dlkcat,Fatty acid metabolism
R01327__cyto,56.2525,29.0623,dlkcat,
R07324__cyto,57.56,23.4578,dlkcat,Biosynthesis of antibiotics
R03460__cyto,171.57,3.184,dlkcat,Biosynthesis of antibiotics
R03245__cyto,48.07,7.2695,dlkcat,Biosynthesis of antibiotics
R06838__cyto,30.37,793.0199,dlkcat,Chlorocyclohexane and chlorobenzene degradation
R11063__cyto,36.63,8.2898,dlkcat,
R07766__mito,62.095,13.7,default_13.7,
R07765__cyto,42.41,13.7,default_13.7,Fatty acid biosynthesis
R01395__cyto,139.046667,0.3451,dlkcat,Nitrogen metabolism
R07392__cyto,28.2,149.91,dlkcat,Cysteine and methionine metabolism
R05000__mito,43.62,0.0674,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R10634__cyto,45.78,13.7,default_13.7,Nicotinate and nicotinamide metabolism
R00963__cyto,36.395,13.7,default_13.7,Pyrimidine metabolism
R01549__cyto,62.71,23.1206,dlkcat,Pyrimidine metabolism
R02315__cyto,49.02,2.2802,dlkcat,Biosynthesis of antibiotics
R01010__cyto,54.291,41.3138,dlkcat,
R00802__cyto,56.79,46.829,dlkcat,
R00189__cyto,80.14,13.758,dlkcat,Nicotinate and nicotinamide metabolism
R10040__cyto,90.946667,14.935,dlkcat,Cyanoamino acid metabolism
R01011__mito,62.7,8.339,dlkcat,Microbial metabolism in diverse environments
R01826__cyto,40.355,3.8512,dlkcat,Biosynthesis of antibiotics
R01013__cyto,63.939167,42.4216,dlkcat,Glycerophospholipid metabolism
R02534__cyto,29.65,0.3431,dlkcat,Tyrosine metabolism
R01730__cyto,49.01,20.4141,dlkcat,Biosynthesis of antibiotics
R02756__mito,32.443333,13.7,default_13.7,Glycerophospholipid metabolism
R02038__cyto,43.15,35.3358,dlkcat,Glycerophospholipid metabolism
R04390__cyto,154.18,13.7,default_13.7,Lysine biosynthesis
R02814__cyto,43.845,13.7,default_13.7,Fatty acid biosynthesis
R01923__pero,62.095,50.1528,dlkcat,Fatty acid metabolism
R03243__cyto,44.05,2.0576,dlkcat,Histidine metabolism
R00188__cyto,39.53,43.9997,dlkcat,
R00961__cyto,76.445,13.7,default_13.7,Purine metabolism
R04672__mito,53.475,4.7846,dlkcat,
R02756__cyto,32.443333,13.7,default_13.7,Glycerophospholipid metabolism
R01829__cyto,39.37,1.0934,dlkcat,Microbial metabolism in diverse environments
R06521__cyto,53.587273,34.0966,dlkcat,Sphingolipid metabolism
R07606__cyto,62.095,53.1801,dlkcat,
R02976__cyto,53.36,3.564,dlkcat,Sphingolipid metabolism
R04328__cyto,42.292857,3.2542,dlkcat,
R02161__mito,41.941429,13.7,default_13.7,Oxidative Phosphorilation
R00742__cyto,253.56,4.3615,dlkcat,Biosynthesis of antibiotics
R03522__cyto,31.792,35.3815,dlkcat,Glutathione metabolism
R01231__cyto,58.52,3.2595,dlkcat,Purine metabolism
R04391__cyto,63.24,0.7292,dlkcat,Pantothenate and CoA biosynthesis
R06740__cyto,77.515,78.1946,dlkcat,Biosynthesis of secondary metabolites
R00962__cyto,62.71,42.8154,dlkcat,Pyrimidine metabolism
R07489__cyto,52.77,5.0073,dlkcat,Steroid biosynthesis
R00187__cyto,69.56,9.537,dlkcat,Purine metabolism
R01013__mito,63.939167,42.4216,dlkcat,Glycerophospholipid metabolism
R03024__cyto,34.365,0.3995,dlkcat,Aminobenzoate degradation
R01890__cyto,48.87,2.8819,dlkcat,Glycerophospholipid metabolism
R00801__cyto,56.79,46.829,dlkcat,Galactose metabolism
R00245__cyto,64.43,12.1763,dlkcat,Arginine and proline metabolism
R01011__cyto,62.7,8.339,dlkcat,Microbial metabolism in diverse environments
R04171__cyto,49.04,5.3321,dlkcat,Tryptophan metabolism
R06520__cyto,57.85,1.3689,dlkcat,Sphingolipid metabolism
R00235__cyto,74.865,1.5855,dlkcat,Biosynthesis of antibiotics
R00940__mito,23.52,310.3852,dlkcat,One carbon pool by folate
R01512__cyto,44.44,97.104,dlkcat,Biosynthesis of antibiotics
R07477__cyto,41.43,0.3877,dlkcat,
R02236__cyto,23.52,764.5214,dlkcat,One carbon pool by folate
R05066__cyto,45.6025,1.4882,dlkcat,"Valine, leucine and isoleucine degradation"
R00256__mito,139.046667,10.2721,dlkcat,D-Glutamine and D-glutamate metabolism
R03534__mito,44.25,5.8717,dlkcat,Butanoate metabolism
R06517__cyto,46.145,10.0865,dlkcat,Sphingolipid metabolism
R00104__cyto,53.585,13.7,default_13.7,Nicotinate and nicotinamide metabolism
R02472__cyto,38.92,7.1097,dlkcat,Pantothenate and CoA biosynthesis
R03239__cyto,105.19,19.2178,dlkcat,Galactose metabolism
R10952__cyto,69.276667,13.7,default_13.7,
R06927__cyto,38.4775,17.3219,dlkcat,Degradation of aromatic compounds
R10711__cyto,65.90037,22.8021,dlkcat,Thiamine metabolism
R00197__cyto,62.9,43.9113,dlkcat,Pyruvate metabolism
R04173__cyto,42.99,108.1336,dlkcat,Biosynthesis of antibiotics
R01325__pero,73.98,78.1878,dlkcat,2-Oxocarboxylic acid metabolism
R00087__cyto,69.56,13.7,default_13.7,Purine metabolism
R00814__cyto,42.41,50.2855,dlkcat,
R02100__cyto,16.29,15.7266,dlkcat,Pyrimidine metabolism
R08770__mito,55.58,13.9089,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R02088__cyto,32.693333,10.3476,dlkcat,Purine metabolism
R00709__mito,39.225,5.1431,dlkcat,2-Oxocarboxylic acid metabolism
R00945__mito,52.95,10.2998,dlkcat,Biosynthesis of antibiotics
R10783__cyto,42.04,36.6045,dlkcat,alpha-Linolenic acid metabolism
R04558__mito,64.28,18.2524,dlkcat,Histidine metabolism
R09511__cyto,56.985,90.465,dlkcat,
R00214__cyto,69.67,11.2591,dlkcat,Pyruvate metabolism
R07215__cyto,42.42,3.8755,dlkcat,Steroid biosynthesis
R05640__cyto,59.65,2.5386,dlkcat,Biosynthesis of antibiotics
R11097__cyto,52.77,9.671,dlkcat,Steroid biosynthesis
R07105__cyto,38.4775,14.7662,dlkcat,Metabolism of xenobiotics by cytochrome P450
R01969__cyto,33.19,1.5475,dlkcat,Purine metabolism
R00514__cyto,76.445,13.7,default_13.7,Pyrimidine metabolism
R00497__cyto,55.07,6.0652,dlkcat,Glutathione metabolism
R01392__pero,45.6025,72.2991,dlkcat,"Glycine, serine and threonine metabolism"
R02920__cyto,29.65,1.5413,dlkcat,Tyrosine metabolism
R04216__cyto,83.99,13.7,default_13.7,
R01402__cyto,38.03,24.0008,dlkcat,Cysteine and methionine metabolism
R08280__cyto,30.0625,35.3815,dlkcat,Drug metabolism - cytochrome P450
R04457__cyto,20.78,470.5519,dlkcat,Riboflavin metabolism
R04998__cyto,90.946667,22.4493,dlkcat,Phenylpropanoid biosynthesis
R00425__cyto,36.53,13.7,default_13.7,Riboflavin metabolism
R08280__mito,30.0625,35.3815,dlkcat,Drug metabolism - cytochrome P450
R00996__cyto,44.933333,20.0771,dlkcat,Biosynthesis of antibiotics
R04867__cyto,88.146667,13.7,default_13.7,Lysine degradation
R07400__cyto,38.9625,176.1407,dlkcat,Biosynthesis of antibiotics
R01018__cyto,67.4,72.6487,dlkcat,N-Glycan biosynthesis
R02282__cyto,34.39,37.6576,dlkcat,2-Oxocarboxylic acid metabolism
R11896__cyto,16.29,11.9679,dlkcat,Drug metabolism - other enzymes
R00835__cyto,57.59,12.287,dlkcat,
R02971__cyto,63.24,7.9888,dlkcat,Pantothenate and CoA biosynthesis
R05691__cyto,44.238,3.0858,dlkcat,
R04558__cyto,64.28,18.2524,dlkcat,Histidine metabolism
R07100__cyto,30.0625,35.3815,dlkcat,Metabolism of xenobiotics by cytochrome P450
R04321__cyto,33.55,0.8978,dlkcat,Ether lipid metabolism
R02472__mito,38.92,7.1097,dlkcat,Pantothenate and CoA biosynthesis
R03665__cyto,120.37,7.6571,dlkcat,Aminoacyl-tRNA biosynthesis
R07456__cyto,28.955,79.3793,dlkcat,Vitamin B6 metabolism
R02493__cyto,43.83,1.4882,dlkcat,Vitamin B6 metabolism
R01790__cyto,61.29,13.7,default_13.7,Galactose metabolism
R06863__cyto,73.8,2.144,dlkcat,
R00214__mito,69.67,11.2591,dlkcat,Pyruvate metabolism
R11861__mito,28.28,53.062,dlkcat,Glutathione metabolism
R04537__cyto,131.93,13.7,default_13.7,Fatty acid biosynthesis
R08539__cyto,76.25,13.7,default_13.7,
R00725__cyto,56.2525,29.0623,dlkcat,
R04300__cyto,77.515,254.1252,dlkcat,Isoquinoline alkaloid biosynthesis
R00256__cyto,139.046667,10.2721,dlkcat,D-Glutamine and D-glutamate metabolism
R02747__mito,172.52,13.7,default_13.7,Glycerophospholipid metabolism
R00755__cyto,62.6,6.3147,dlkcat,Glycolysis / Gluconeogenesis
R01318__cyto,69.17,13.7,default_13.7,Glycerophospholipid metabolism
R00066__cyto,25.58,47.6188,dlkcat,Riboflavin metabolism
R03424__cyto,23.06,13.7,default_13.7,Glycerophospholipid metabolism
R09832__cyto,63.808,27.9655,dlkcat,
R02142__cyto,24.57,3.5437,dlkcat,Purine metabolism
R00945__cyto,52.95,10.2998,dlkcat,Biosynthesis of antibiotics
R06364__cyto,33.55,1.2438,dlkcat,Ether lipid metabolism
R00479__pero,61.61,12.9514,dlkcat,Microbial metabolism in diverse environments
R01648__cyto,53.68,6.5339,dlkcat,"Alanine, aspartate and glutamate metabolism"
R07316__cyto,53.125,76.2323,dlkcat,Spontaneous
R04427__cyto,42.51,1.1732,dlkcat,Biosynthesis of antibiotics
R01868__cyto,46.55,11.2115,dlkcat,Pyrimidine metabolism
R05551__cyto,61.08,6.6665,dlkcat,Styrene degradation
R11765__mito,23.52,446.7547,dlkcat,Folate biosynthesis
R00713__cyto,54.16,34.6734,dlkcat,"Alanine, aspartate and glutamate metabolism"
R10057__cyto,36.03,0.6087,dlkcat,
R03269__cyto,70.63,0.3315,dlkcat,Pantothenate and CoA biosynthesis
R02878__cyto,42.04,22.8505,dlkcat,
R07481__cyto,42.51,1.4882,dlkcat,Steroid biosynthesis
R01137__cyto,16.93,13.7,default_13.7,Purine metabolism
R11193__cyto,40.897857,13.7,default_13.7,
R02135__cyto,44.03,173.8854,dlkcat,Thiamine metabolism
R00987__cyto,50.3,29.9642,dlkcat,Tryptophan metabolism
R01039__cyto,32.52,9.9005,dlkcat,Glycerolipid metabolism
R09372__cyto,34.71,1.6267,dlkcat,Selenocompound metabolism
R07092__cyto,30.0625,35.3815,dlkcat,Metabolism of xenobiotics by cytochrome P450
R00155__cyto,76.445,13.7,default_13.7,Pyrimidine metabolism
R02294__cyto,33.19,9.0329,dlkcat,Nicotinate and nicotinamide metabolism
R00391__cyto,60.042222,13.7,default_13.7,Fatty acid elongation
R04963__cyto,125.355,13.7,default_13.7,Fatty acid biosynthesis
R09220__cyto,30.37,100.7341,dlkcat,Microbial metabolism in diverse environments
R00010__cyto,106.715,13.4402,dlkcat,Biosynthesis of secondary metabolites
R01639__cyto,76.49,14.2752,dlkcat,Pentose and glucuronate interconversions
R10052__cyto,39.45,5.3318,dlkcat,2-Oxocarboxylic acid metabolism
R08159__cyto,43.845,13.7,default_13.7,Fatty acid biosynthesis
R11034__cyto,73.98,87.6017,dlkcat,Spontaneous
R01373__cyto,73.98,190.612,dlkcat,Biosynthesis of antibiotics
R00670__cyto,51.07,2.514,dlkcat,Glutathione metabolism
R11861__cyto,28.28,53.062,dlkcat,Glutathione metabolism
R04956__cyto,135.89,13.7,default_13.7,Fatty acid biosynthesis
R00277__cyto,31.535,1.4882,dlkcat,Vitamin B6 metabolism
R05329__cyto,41.43,0.3877,dlkcat,
R00549__cyto,63.24,12.4703,dlkcat,Riboflavin metabolism
R02923__pero,38.9625,103.5129,dlkcat,D-Arginine and D-ornithine metabolism
R08548__cyto,58.688571,0.7644,dlkcat,
R01870__cyto,23.76,1.5757,dlkcat,Pyrimidine metabolism
R00057__cyto,22.735,13.7,default_13.7,
R03051__mito,44.25,2.3233,dlkcat,
R00996__mito,44.933333,20.0771,dlkcat,Biosynthesis of antibiotics
R03438__cyto,62.095,13.7,default_13.7,Ether lipid metabolism
R02058__cyto,16.68,43.6937,dlkcat,Amino sugar and nucleotide sugar metabolism
R04968__cyto,125.355,13.7,default_13.7,Fatty acid biosynthesis
R05734__cyto,36.03,0.5849,dlkcat,
R10116__cyto,99.44,13.7,default_13.7,Biotin metabolism
R05070__mito,63.04,1.2722,dlkcat,2-Oxocarboxylic acid metabolism
R05286__cyto,55.306667,2.198,dlkcat,Microbial metabolism in diverse environments
R07362__cyto,44.57,7.3273,dlkcat,
R04959__mito,135.89,13.7,default_13.7,Fatty acid biosynthesis
R02016__cyto,34.71,13.7,default_13.7,
R01529__cyto,25.14,1078.884,dlkcat,Biosynthesis of antibiotics
R01039__mito,32.52,9.9005,dlkcat,Glycerolipid metabolism
R01526__cyto,81.02,1.508,dlkcat,Pentose and glucuronate interconversions
R00221__cyto,45.72,1.4882,dlkcat,"Glycine, serine and threonine metabolism"
R07025__cyto,30.0625,35.3815,dlkcat,Metabolism of xenobiotics by cytochrome P450
R00767__cyto,91.206667,26.0036,dlkcat,
R07899__cyto,43.62,0.508,dlkcat,alpha-Linolenic acid metabolism
R04972__cyto,41.03,5.3506,dlkcat,Porphyrin and chlorophyll metabolism
R06875__cyto,58.688571,13.7,default_13.7,
R01964__cyto,56.2525,45.2228,dlkcat,
R10994__cyto,55.07,7.7687,dlkcat,Cysteine and methionine metabolism
R00052__cyto,30.65,192.8378,dlkcat,
R02557__cyto,33.19,9.6632,dlkcat,Purine metabolism
R03222__cyto,59.37,0.5793,dlkcat,Porphyrin and chlorophyll metabolism
R12403__cyto,36.03,0.2318,dlkcat,Biosynthesis of antibiotics
R00006__mito,53.475,3.0578,dlkcat,
R01863__cyto,33.19,12.7533,dlkcat,Purine metabolism
R01177__pero,42.53,12.4559,dlkcat,Fatty acid elongation
R02887__cyto,90.946667,23.8271,dlkcat,Starch and sucrose metabolism
R03220__cyto,36.56,2.6275,dlkcat,Porphyrin and chlorophyll metabolism
R11674__pero,42.41,6.8712,dlkcat,
R00551__cyto,34.24,4.4529,dlkcat,Biosynthesis of antibiotics
R00830__mito,62.25,0.39,dlkcat,Porphyrin and chlorophyll metabolism
R02236__mito,23.52,764.5214,dlkcat,One carbon pool by folate
R03319__cyto,65.64,19.4924,dlkcat,
R03990__cyto,78.966667,33.8408,dlkcat,Fatty acid metabolism
R10120__cyto,99.44,13.7,default_13.7,Biotin metabolism
R05615__cyto,43.62,0.0662,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R00709__cyto,39.225,5.1431,dlkcat,2-Oxocarboxylic acid metabolism
R07083__cyto,30.0625,35.3815,dlkcat,Metabolism of xenobiotics by cytochrome P450
R04959__cyto,135.89,13.7,default_13.7,Fatty acid biosynthesis
R05725__cyto,43.77,3.609,dlkcat,
R00936__mito,23.52,310.3852,dlkcat,One carbon pool by folate
R03660__cyto,58.493333,29.4399,dlkcat,Aminoacyl-tRNA biosynthesis
R10826__cyto,45.6025,13.7,default_13.7,Fatty acid elongation
R03869__cyto,55.306667,3.8097,dlkcat,"Valine, leucine and isoleucine degradation"
R02894__cyto,38.9625,391.8326,dlkcat,Arginine and proline metabolism
R02291__cyto,38.98,22.229,dlkcat,2-Oxocarboxylic acid metabolism
