config,T_C,growth_NLDM,growth_LB,resid_NLDM,resid_LB,d_growth,d_resid
D,15.0,0.0936701453894738,0.12598926611773,-0.6616376540425168,0.06357018448386965,0.03231912072825621,0.7252078385263865
D,20.0,0.2559843718759313,0.32423734855479724,-0.7727383419782713,-0.05243292592980079,0.06825297667886593,0.7203054160484705
D,25.0,0.5854109831137138,0.7495633412932566,-0.22206976782744442,0.2106568362223616,0.16415235817954288,0.432726604049806
D,27.0,0.7256015042847492,0.9460131745903766,-0.21982456963253622,-0.2654695701388892,0.22041167030562736,-0.045645000506353006
D,30.0,1.0547952292033644,1.3764282695733139,-0.050378938165034866,-0.16190031269821153,0.32163304036994944,-0.11152137453317668
D,35.0,1.563216021759888,2.156356253485467,0.1746274794936507,-0.22331232111887822,0.593140231725579,-0.3979398006125289
D,37.0,1.8531738839033693,2.3982825310109592,0.22824660223679943,-0.09883575583434576,0.5451086471075899,-0.32708235807114516
D,40.0,2.076066941043892,2.9444263687022385,-0.031161168591393482,-0.016662172230408664,0.8683594276583464,0.014498996360984819
D,43.0,1.594020791720448,2.945052660494766,0.3858087570455689,0.3711164305908134,1.351031868774318,-0.014692326454755489
D,45.0,0.9149168471635901,2.9145906842863942,0.4994949221089477,0.33624364404783613,1.999673837122804,-0.16325127806111156
D,47.0,0.45703721797751323,1.7959246222520786,-0.04217331444960915,0.21684200294014136,1.3388874042745653,0.25901531738975053
D,50.0,0.09432067438045605,0.13359909515543875,0.01327732035432962,0.2417667610710239,0.0392784207749827,0.22848944071669428
E,15.0,0.0936701453894738,0.12598926611773,0.5376795361309503,-0.15059327189838367,0.03231912072825621,-0.688272808029334
E,20.0,0.2559843718759313,0.32423734855479724,0.28220511209495014,-0.16656164910835802,0.06825297667886593,-0.44876676120330816
E,25.0,0.5854109831137138,0.7495633412932566,-0.28726349142393254,-0.9349802088829632,0.16415235817954288,-0.6477167174590306
E,27.0,0.7256015042847492,0.9460131745903766,-0.4020485822281321,-0.1534600941916177,0.22041167030562736,0.2485884880365144
E,30.0,1.0547952292033644,1.3764282695733139,-0.31790385194513754,0.004533561027357036,0.32163304036994944,0.32243741297249456
E,35.0,1.563216021759888,2.156356253485467,-0.1369552126024352,-0.2087121401228969,0.593140231725579,-0.0717569275204617
E,37.0,1.8531738839033693,2.3982825310109592,-0.08889513744887258,-0.17548409483815197,0.5451086471075899,-0.0865889573892794
E,40.0,2.076066941043892,2.9444263687022385,-0.351636326621607,-0.2382494181724932,0.8683594276583464,0.11338690844911378
E,43.0,1.594020791720448,2.945052660494766,0.034877309121007706,0.1517388515180812,1.351031868774318,0.1168615423970735
E,45.0,0.9149168471635901,2.9145906842863942,0.4894800588149124,0.2426838478162779,1.999673837122804,-0.24679621099863452
E,47.0,0.45703721797751323,1.7959246222520786,0.27915489391259046,0.19528331009180172,1.3388874042745653,-0.08387158382078874
E,50.0,0.09432067438045605,0.13359909515543875,-0.8843728445954955,0.08760457557262621,0.0392784207749827,0.9719774201681217
F,15.0,0.0936701453894738,0.12598926611773,0.4364092282817684,0.3849076628819649,0.03231912072825621,-0.05150156539980355
F,20.0,0.2559843718759313,0.32423734855479724,0.069506240801353,0.13611295916722474,0.06825297667886593,0.06660671836587174
F,25.0,0.5854109831137138,0.7495633412932566,-0.15957345254200392,-0.12556094517245941,0.16415235817954288,0.034012507369544503
F,27.0,0.7256015042847492,0.9460131745903766,-0.19068571821758393,-0.45515023627724766,0.22041167030562736,-0.26446451805966376
F,30.0,1.0547952292033644,1.3764282695733139,-0.06740728894306838,0.2750893021628827,0.32163304036994944,0.3424965911059511
F,35.0,1.563216021759888,2.156356253485467,0.04819586002497058,0.015378831076530647,0.593140231725579,-0.032817028948439936
F,37.0,1.8531738839033693,2.3982825310109592,0.10309811477256434,-0.04620455696273906,0.5451086471075899,-0.1493026717353034
F,40.0,2.076066941043892,2.9444263687022385,-0.1411103749936623,-0.12467598742029595,0.8683594276583464,0.01643438757336635
F,43.0,1.594020791720448,2.945052660494766,0.08647716712783714,0.2696535058064588,1.351031868774318,0.18317633867862165
F,45.0,0.9149168471635901,2.9145906842863942,0.11688094084944071,0.26935586838208725,1.999673837122804,0.15247492753264652
F,47.0,0.45703721797751323,1.7959246222520786,0.062114365176398054,0.21233869646938136,1.3388874042745653,0.1502243312929833
F,50.0,0.09432067438045605,0.13359909515543875,-0.6489519652742226,0.06517916496476367,0.0392784207749827,0.7141311302389863
