config,medium,obs_dr_dT,art_lo,art_hi,frac_lo,frac_hi,mu_T_slope,mu_T_r2
D,NLDM,0.026788739600037,0.008480620297366872,0.015076658306429994,0.31657406895526946,0.562798344809368,0.018845822883037492,0.09272956792483797
D,LB,0.0094184721967094,0.024861799608027778,0.04419875485871605,2.6396849816803543,4.692773300765074,0.05524844357339506,0.3111571187239745
E,NLDM,-0.0104944287177849,0.008480620297366872,0.015076658306429994,-1.436634495489935,-0.8081069037130885,0.018845822883037492,0.09272956792483797
E,LB,0.015402774370491,0.024861799608027778,0.04419875485871605,1.6141117833718712,2.869532059327771,0.05524844357339506,0.3111571187239745
F,NLDM,-0.0102568688274947,0.008480620297366872,0.015076658306429994,-1.4699084642688713,-0.8268235111512402,0.018845822883037492,0.09272956792483797
F,LB,0.0013696131317329,0.024861799608027778,0.04419875485871605,18.152424967312808,32.270977719667215,0.05524844357339506,0.3111571187239745
